person_id,age_2024,n_observations_2022,n_sources_2022,evidence_sources_2022,evidence_source_rows_2022,level_min_2022,level_max_2022,same_year_status_2022,same_year_decision_reason_2022,n_observations_2024,n_sources_2024,evidence_sources_2024,evidence_source_rows_2024,level_min_2024,level_max_2024,same_year_status_2024,same_year_decision_reason_2024,has_2022_evidence,has_2024_evidence,same_year_conflict_2024,attainment_status,attainment_level_min,attainment_level_max,decision_reason
P025382,16,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025383,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9298,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025384,38,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9299,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025385,51,1,1,zensus_like_2022,zensus_like_2022:4022,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9300,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P025388,49,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9301,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025389,66,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025390,25,1,1,zensus_like_2022,zensus_like_2022:7954,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9302,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P025391,45,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:9303|mikrozensus_like_2024:1184,3,3,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P025392,30,1,1,zensus_like_2022,zensus_like_2022:1008,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9304,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P025393,40,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025394,21,1,1,zensus_like_2022,zensus_like_2022:3047,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9305,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,6,upward_progression
P025395,57,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:9306|mikrozensus_like_2024:1128,5,5,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,5,5,initial_observation
P025396,22,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025397,37,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:9307|mikrozensus_like_2024:2915,3,3,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P025398,67,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025399,43,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025400,16,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025401,71,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9308,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025403,42,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9309,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025404,18,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9310,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025405,70,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025406,27,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025407,43,1,1,zensus_like_2022,zensus_like_2022:5073,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9311,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P025408,55,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025409,29,1,1,zensus_like_2022,zensus_like_2022:2303,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9312,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P025410,40,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9313,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025411,61,1,1,zensus_like_2022,zensus_like_2022:2518,6,6,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,6,6,carry_forward
P025412,26,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9314,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025413,40,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9315,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025415,72,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025416,52,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9316,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025417,65,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025418,28,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025419,61,1,1,zensus_like_2022,zensus_like_2022:3981,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P025420,22,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9317,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025421,68,1,1,zensus_like_2022,zensus_like_2022:1360,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9318,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P025422,92,1,1,zensus_like_2022,zensus_like_2022:3599,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P025423,64,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1045,3,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P025425,35,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9319,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025426,22,1,1,zensus_like_2022,zensus_like_2022:3609,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P025427,36,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9320,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025429,29,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025430,78,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025431,43,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025433,44,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9321,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025434,23,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025435,37,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9322,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025436,83,1,1,zensus_like_2022,zensus_like_2022:7086,1,1,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,1,1,carry_forward
P025437,52,1,1,zensus_like_2022,zensus_like_2022:6150,5,5,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9323,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,5,5,compatible_retained
P025438,44,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:9324|mikrozensus_like_2024:3124,2,2,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P025439,17,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2019,2,2,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P025440,15,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9325,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025442,37,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025443,21,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9326,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025444,49,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025445,31,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9327,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025446,35,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025447,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9328,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025448,75,1,1,zensus_like_2022,zensus_like_2022:1396,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P025450,44,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025451,70,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025452,45,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1606,4,4,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,4,initial_observation
P025454,77,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025455,52,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9329,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025456,42,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025457,69,1,1,zensus_like_2022,zensus_like_2022:7832,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P025458,48,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025459,40,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9330,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025461,31,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9331,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025462,28,1,1,zensus_like_2022,zensus_like_2022:1682,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P025463,44,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9332,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025464,44,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9333,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025465,70,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025466,52,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025467,24,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9334,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025468,74,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9335,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025469,78,1,1,zensus_like_2022,zensus_like_2022:6115,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P025470,83,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025471,39,1,1,zensus_like_2022,zensus_like_2022:4829,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9336,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P025472,78,1,1,zensus_like_2022,zensus_like_2022:163,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9337,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P025473,33,1,1,zensus_like_2022,zensus_like_2022:7095,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P025474,15,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025475,47,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9338,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025476,25,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9339,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025479,35,1,1,zensus_like_2022,zensus_like_2022:259,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9340,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P025480,36,1,1,zensus_like_2022,zensus_like_2022:4096,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9341,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P025481,44,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9342,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025482,15,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025484,49,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025485,44,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025486,36,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025487,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9345,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025488,23,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9346,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025489,40,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9347,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025490,58,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025492,52,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025493,34,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9348,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025494,17,1,1,zensus_like_2022,zensus_like_2022:7884,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P025495,45,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025496,79,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025497,75,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9349,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025498,26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025499,50,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9350,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025501,25,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2078,2,2,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P025502,32,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9351,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025503,49,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9352,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025504,33,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025505,57,1,1,zensus_like_2022,zensus_like_2022:2798,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9353,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P025507,27,1,1,zensus_like_2022,zensus_like_2022:5456,6,6,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,6,6,carry_forward
P025508,52,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:184,4,4,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,4,initial_observation
P025509,26,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9354,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025510,74,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025511,37,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025512,56,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:9355|mikrozensus_like_2024:849,5,5,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,5,5,initial_observation
P025513,61,1,1,zensus_like_2022,zensus_like_2022:3977,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P025514,91,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9356,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025515,29,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9357,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025516,72,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025517,25,1,1,zensus_like_2022,zensus_like_2022:6685,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P025518,15,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025519,24,1,1,zensus_like_2022,zensus_like_2022:5419,3,3,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9358,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,3,3,compatible_retained
P025521,23,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025523,57,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9359,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025524,61,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:9360|mikrozensus_like_2024:1467,5,5,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,5,5,initial_observation
P025526,74,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9361,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025527,93,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9362,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025528,23,1,1,zensus_like_2022,zensus_like_2022:6374,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9363,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P025530,61,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9364,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025531,48,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025533,59,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025534,26,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9366,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025535,43,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9367,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025536,19,1,1,zensus_like_2022,zensus_like_2022:1389,1,1,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9368,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,3,upward_progression
P025537,37,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9369,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025539,17,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025542,43,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9370,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P025543,86,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025544,32,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9371,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025546,83,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025547,18,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9372,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025549,33,1,1,zensus_like_2022,zensus_like_2022:5860,3,3,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,3,3,carry_forward
P025551,58,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025553,27,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025554,44,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025555,22,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9373,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025556,63,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025558,29,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025559,29,1,1,zensus_like_2022,zensus_like_2022:5870,5,5,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9374,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,5,5,compatible_retained
P025560,34,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025561,49,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025563,40,1,1,zensus_like_2022,zensus_like_2022:7450,2,2,accepted,single_observation,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:9375|mikrozensus_like_2024:352,3,3,accepted,same_year_compatible,TRUE,TRUE,FALSE,accepted,3,3,upward_progression
P025564,54,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9376,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025565,37,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1364,3,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,3,3,initial_observation
P025566,39,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025567,84,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9377,1,1,accepted,single_observation,FALSE,TRUE,FALSE,accepted,1,1,initial_observation
P025568,42,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025570,20,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9378,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025571,94,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025573,37,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025574,43,1,1,zensus_like_2022,zensus_like_2022:7171,2,2,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9379,2,3,accepted,single_observation,TRUE,TRUE,FALSE,accepted,2,2,compatible_retained
P025575,18,,,,,,,,,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:9380|mikrozensus_like_2024:2990,2,2,accepted,same_year_compatible,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P025576,62,,,,,,,,,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1515,2,2,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,2,initial_observation
P025577,25,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9381,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025578,36,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025579,27,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9382,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025580,53,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9383,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025581,77,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9384,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025582,29,1,1,zensus_like_2022,zensus_like_2022:201,4,4,accepted,single_observation,1,1,ba_like_2024,ba_like_2024:9385,4,6,accepted,single_observation,TRUE,TRUE,FALSE,accepted,4,4,compatible_retained
P025583,66,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025584,74,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025585,38,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9386,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025586,16,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025587,69,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9387,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025588,63,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9388,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025589,70,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025590,34,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9389,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025591,26,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025592,52,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025593,74,1,1,zensus_like_2022,zensus_like_2022:626,2,2,accepted,single_observation,,,,,,,,,TRUE,FALSE,FALSE,accepted,2,2,carry_forward
P025594,46,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9390,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025596,77,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025597,75,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
P025598,40,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9391,4,6,accepted,single_observation,FALSE,TRUE,FALSE,accepted,4,6,initial_observation
P025601,94,,,,,,,,,1,1,ba_like_2024,ba_like_2024:9392,2,3,accepted,single_observation,FALSE,TRUE,FALSE,accepted,2,3,initial_observation
P025602,37,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,not_reported,,,no_usable_evidence
