person_id,reference_year,n_observations,n_sources,evidence_sources,evidence_source_rows,level_min,level_max,same_year_status,same_year_decision_reason,age_2024
P029458,2024,1,1,ba_like_2024,ba_like_2024:10789,2,3,accepted,single_observation,58
P029459,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1726,1,1,accepted,single_observation,36
P029461,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1187,3,3,accepted,single_observation,45
P029462,2022,1,1,zensus_like_2022,zensus_like_2022:7867,5,5,accepted,single_observation,30
P029462,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10790|mikrozensus_like_2024:1486,5,5,accepted,same_year_compatible,30
P029463,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2026,2,2,accepted,single_observation,31
P029467,2024,1,1,ba_like_2024,ba_like_2024:10791,4,6,accepted,single_observation,27
P029468,2022,1,1,zensus_like_2022,zensus_like_2022:1916,3,3,accepted,single_observation,61
P029468,2024,1,1,ba_like_2024,ba_like_2024:10792,2,3,accepted,single_observation,61
P029471,2024,1,1,ba_like_2024,ba_like_2024:10793,2,3,accepted,single_observation,84
P029472,2024,1,1,ba_like_2024,ba_like_2024:10794,2,3,accepted,single_observation,50
P029473,2024,1,1,ba_like_2024,ba_like_2024:10795,2,3,accepted,single_observation,62
P029474,2022,1,1,zensus_like_2022,zensus_like_2022:841,4,4,accepted,single_observation,26
P029475,2022,1,1,zensus_like_2022,zensus_like_2022:4021,3,3,accepted,single_observation,67
P029477,2024,1,1,ba_like_2024,ba_like_2024:10796,4,6,accepted,single_observation,24
P029478,2024,1,1,ba_like_2024,ba_like_2024:10797,2,3,accepted,single_observation,18
P029480,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2236,6,6,accepted,single_observation,32
P029481,2024,1,1,ba_like_2024,ba_like_2024:10798,2,3,accepted,single_observation,31
P029483,2022,1,1,zensus_like_2022,zensus_like_2022:5542,1,1,accepted,single_observation,17
P029484,2024,1,1,ba_like_2024,ba_like_2024:10799,4,6,accepted,single_observation,36
P029486,2022,1,1,zensus_like_2022,zensus_like_2022:7748,3,3,accepted,single_observation,39
P029486,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:3136,3,3,accepted,single_observation,39
P029490,2024,1,1,ba_like_2024,ba_like_2024:10800,2,3,accepted,single_observation,47
P029493,2024,1,1,ba_like_2024,ba_like_2024:10801,4,6,accepted,single_observation,45
P029495,2022,1,1,zensus_like_2022,zensus_like_2022:7569,2,2,accepted,single_observation,20
P029498,2024,1,1,ba_like_2024,ba_like_2024:10802,2,3,accepted,single_observation,49
P029499,2022,1,1,zensus_like_2022,zensus_like_2022:2981,3,3,accepted,single_observation,61
P029499,2024,1,1,ba_like_2024,ba_like_2024:10803,2,3,accepted,single_observation,61
P029500,2022,1,1,zensus_like_2022,zensus_like_2022:5629,3,3,accepted,single_observation,55
P029500,2024,1,1,ba_like_2024,ba_like_2024:10804,2,3,accepted,single_observation,55
P029501,2024,1,1,ba_like_2024,ba_like_2024:10805,4,6,accepted,single_observation,45
P029504,2024,1,1,ba_like_2024,ba_like_2024:10806,4,6,accepted,single_observation,28
P029508,2024,1,1,ba_like_2024,ba_like_2024:10807,4,6,accepted,single_observation,41
P029511,2024,1,1,ba_like_2024,ba_like_2024:10808,4,6,accepted,single_observation,30
P029513,2022,1,1,zensus_like_2022,zensus_like_2022:543,3,3,accepted,single_observation,64
P029513,2024,1,1,ba_like_2024,ba_like_2024:10809,2,3,accepted,single_observation,64
P029515,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2696,3,3,accepted,single_observation,64
P029516,2022,1,1,zensus_like_2022,zensus_like_2022:5869,5,5,accepted,single_observation,27
P029516,2024,1,1,ba_like_2024,ba_like_2024:10810,4,6,accepted,single_observation,27
P029517,2024,1,1,ba_like_2024,ba_like_2024:10811,4,6,accepted,single_observation,41
P029519,2022,1,1,zensus_like_2022,zensus_like_2022:1225,3,3,accepted,single_observation,38
P029520,2024,1,1,ba_like_2024,ba_like_2024:10812,4,6,accepted,single_observation,41
P029521,2024,1,1,ba_like_2024,ba_like_2024:10813,2,3,accepted,single_observation,26
P029522,2024,1,1,ba_like_2024,ba_like_2024:10814,2,3,accepted,single_observation,15
P029523,2022,1,1,zensus_like_2022,zensus_like_2022:6944,4,4,accepted,single_observation,67
P029523,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:305,4,4,accepted,single_observation,67
P029525,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1457,1,1,accepted,single_observation,15
P029527,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10815|mikrozensus_like_2024:1825,3,3,accepted,same_year_compatible,68
P029528,2022,1,1,zensus_like_2022,zensus_like_2022:4698,2,2,accepted,single_observation,21
P029528,2024,1,1,ba_like_2024,ba_like_2024:10816,2,3,accepted,single_observation,21
P029529,2024,1,1,ba_like_2024,ba_like_2024:10817,2,3,accepted,single_observation,92
P029532,2022,1,1,zensus_like_2022,zensus_like_2022:3656,3,3,accepted,single_observation,44
P029532,2024,1,1,ba_like_2024,ba_like_2024:10818,2,3,accepted,single_observation,44
P029533,2024,1,1,ba_like_2024,ba_like_2024:10819,2,3,accepted,single_observation,90
P029535,2024,1,1,ba_like_2024,ba_like_2024:10820,2,3,accepted,single_observation,45
P029536,2022,1,1,zensus_like_2022,zensus_like_2022:6454,3,3,accepted,single_observation,51
P029538,2024,1,1,ba_like_2024,ba_like_2024:10821,4,6,accepted,single_observation,28
P029539,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:992,3,3,accepted,single_observation,44
P029540,2024,1,1,ba_like_2024,ba_like_2024:10822,2,3,accepted,single_observation,82
P029545,2024,1,1,ba_like_2024,ba_like_2024:10823,2,3,accepted,single_observation,58
P029547,2024,1,1,ba_like_2024,ba_like_2024:10824,2,3,accepted,single_observation,26
P029548,2024,1,1,ba_like_2024,ba_like_2024:10825,2,3,accepted,single_observation,20
P029549,2022,1,1,zensus_like_2022,zensus_like_2022:2168,3,3,accepted,single_observation,34
P029549,2024,1,1,ba_like_2024,ba_like_2024:10826,2,3,accepted,single_observation,34
P029552,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10827|mikrozensus_like_2024:1984,2,2,accepted,same_year_compatible,37
P029553,2024,1,1,ba_like_2024,ba_like_2024:10828,2,3,accepted,single_observation,55
P029554,2024,1,1,ba_like_2024,ba_like_2024:10829,2,3,accepted,single_observation,62
P029561,2024,1,1,ba_like_2024,ba_like_2024:10830,2,3,accepted,single_observation,38
P029562,2024,1,1,ba_like_2024,ba_like_2024:10831,1,1,accepted,single_observation,48
P029564,2024,1,1,ba_like_2024,ba_like_2024:10832,2,3,accepted,single_observation,29
P029567,2024,1,1,ba_like_2024,ba_like_2024:10833,4,6,accepted,single_observation,50
P029568,2022,1,1,zensus_like_2022,zensus_like_2022:5569,2,2,accepted,single_observation,27
P029570,2024,1,1,ba_like_2024,ba_like_2024:10834,4,6,accepted,single_observation,44
P029571,2022,1,1,zensus_like_2022,zensus_like_2022:6048,3,3,accepted,single_observation,40
P029573,2024,1,1,ba_like_2024,ba_like_2024:10835,4,6,accepted,single_observation,22
P029574,2022,1,1,zensus_like_2022,zensus_like_2022:971,1,1,accepted,single_observation,19
P029576,2024,1,1,ba_like_2024,ba_like_2024:10836,2,3,accepted,single_observation,40
P029578,2024,1,1,ba_like_2024,ba_like_2024:10837,2,3,accepted,single_observation,15
P029579,2024,1,1,ba_like_2024,ba_like_2024:10838,4,6,accepted,single_observation,23
P029580,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2392,2,2,accepted,single_observation,31
P029581,2024,1,1,ba_like_2024,ba_like_2024:10839,2,3,accepted,single_observation,49
P029582,2024,1,1,ba_like_2024,ba_like_2024:10840,2,3,accepted,single_observation,29
P029583,2022,1,1,zensus_like_2022,zensus_like_2022:5438,3,3,accepted,single_observation,68
P029583,2024,1,1,ba_like_2024,ba_like_2024:10841,2,3,accepted,single_observation,68
P029586,2024,1,1,ba_like_2024,ba_like_2024:10842,2,3,accepted,single_observation,64
P029587,2024,1,1,ba_like_2024,ba_like_2024:10843,4,6,accepted,single_observation,29
P029589,2024,1,1,ba_like_2024,ba_like_2024:10844,4,6,accepted,single_observation,25
P029590,2024,1,1,ba_like_2024,ba_like_2024:10845,4,6,accepted,single_observation,23
P029594,2022,1,1,zensus_like_2022,zensus_like_2022:1354,3,3,accepted,single_observation,62
P029596,2022,1,1,zensus_like_2022,zensus_like_2022:2000,1,1,accepted,single_observation,34
P029596,2024,1,1,ba_like_2024,ba_like_2024:10846,1,1,accepted,single_observation,34
P029598,2024,1,1,ba_like_2024,ba_like_2024:10847,4,6,accepted,single_observation,32
P029600,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10848|mikrozensus_like_2024:1742,2,2,accepted,same_year_compatible,29
P029601,2022,1,1,zensus_like_2022,zensus_like_2022:4994,3,3,accepted,single_observation,76
P029604,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2322,4,4,accepted,single_observation,66
P029605,2022,1,1,zensus_like_2022,zensus_like_2022:1485,3,3,accepted,single_observation,42
P029605,2024,1,1,ba_like_2024,ba_like_2024:10849,1,1,accepted,single_observation,42
P029607,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10850|mikrozensus_like_2024:1168,3,3,accepted,same_year_compatible,45
P029608,2024,1,1,ba_like_2024,ba_like_2024:10851,4,6,accepted,single_observation,51
P029610,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1504,2,2,accepted,single_observation,16
P029611,2024,1,1,ba_like_2024,ba_like_2024:10852,2,3,accepted,single_observation,51
P029612,2024,1,1,ba_like_2024,ba_like_2024:10853,4,6,accepted,single_observation,63
P029613,2024,1,1,ba_like_2024,ba_like_2024:10854,2,3,accepted,single_observation,26
P029615,2022,1,1,zensus_like_2022,zensus_like_2022:4797,5,5,accepted,single_observation,37
P029615,2024,1,1,ba_like_2024,ba_like_2024:10855,4,6,accepted,single_observation,37
P029616,2022,1,1,zensus_like_2022,zensus_like_2022:4807,3,3,accepted,single_observation,34
P029616,2024,1,1,ba_like_2024,ba_like_2024:10856,2,3,accepted,single_observation,34
P029617,2022,1,1,zensus_like_2022,zensus_like_2022:4127,5,5,accepted,single_observation,73
P029620,2022,1,1,zensus_like_2022,zensus_like_2022:6339,1,1,accepted,single_observation,42
P029620,2024,1,1,ba_like_2024,ba_like_2024:10857,1,1,accepted,single_observation,42
P029621,2024,1,1,ba_like_2024,ba_like_2024:10858,4,6,accepted,single_observation,59
P029623,2022,1,1,zensus_like_2022,zensus_like_2022:5032,2,2,accepted,single_observation,41
P029623,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:2344,2,2,accepted,single_observation,41
P029626,2024,1,1,ba_like_2024,ba_like_2024:10859,2,3,accepted,single_observation,22
P029628,2024,1,1,ba_like_2024,ba_like_2024:10860,4,6,accepted,single_observation,61
P029629,2024,1,1,ba_like_2024,ba_like_2024:10861,2,3,accepted,single_observation,32
P029632,2024,1,1,ba_like_2024,ba_like_2024:10862,4,6,accepted,single_observation,33
P029633,2024,1,1,ba_like_2024,ba_like_2024:10863,4,6,accepted,single_observation,31
P029636,2022,1,1,zensus_like_2022,zensus_like_2022:3801,3,3,accepted,single_observation,92
P029637,2024,1,1,ba_like_2024,ba_like_2024:10864,2,3,accepted,single_observation,60
P029638,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10865|mikrozensus_like_2024:1175,2,2,accepted,same_year_compatible,42
P029640,2024,1,1,ba_like_2024,ba_like_2024:10866,2,3,accepted,single_observation,60
P029642,2022,1,1,zensus_like_2022,zensus_like_2022:3089,4,4,accepted,single_observation,47
P029642,2024,1,1,ba_like_2024,ba_like_2024:10867,4,6,accepted,single_observation,47
P029643,2024,1,1,ba_like_2024,ba_like_2024:10868,1,1,accepted,single_observation,43
P029644,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:69,1,1,accepted,single_observation,37
P029646,2024,1,1,ba_like_2024,ba_like_2024:10869,2,3,accepted,single_observation,63
P029647,2024,1,1,ba_like_2024,ba_like_2024:10870,2,3,accepted,single_observation,36
P029649,2024,1,1,ba_like_2024,ba_like_2024:10871,2,3,accepted,single_observation,40
P029650,2022,1,1,zensus_like_2022,zensus_like_2022:4318,3,3,accepted,single_observation,64
P029651,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10872|mikrozensus_like_2024:1449,2,2,accepted,same_year_compatible,64
P029655,2022,1,1,zensus_like_2022,zensus_like_2022:2176,3,3,accepted,single_observation,34
P029655,2024,1,1,ba_like_2024,ba_like_2024:10873,2,3,accepted,single_observation,34
P029656,2024,1,1,ba_like_2024,ba_like_2024:10874,4,6,accepted,single_observation,30
P029659,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10875|mikrozensus_like_2024:760,2,2,accepted,same_year_compatible,60
P029663,2024,1,1,ba_like_2024,ba_like_2024:10876,2,3,accepted,single_observation,20
P029667,2024,1,1,ba_like_2024,ba_like_2024:10877,4,6,accepted,single_observation,27
P029672,2022,1,1,zensus_like_2022,zensus_like_2022:6602,4,4,accepted,single_observation,42
P029672,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10878|mikrozensus_like_2024:546,4,4,accepted,same_year_compatible,42
P029675,2024,1,1,ba_like_2024,ba_like_2024:10880,2,3,accepted,single_observation,72
P029677,2024,1,1,ba_like_2024,ba_like_2024:10881,2,3,accepted,single_observation,44
P029679,2022,1,1,zensus_like_2022,zensus_like_2022:4053,5,5,accepted,single_observation,56
P029679,2024,1,1,ba_like_2024,ba_like_2024:10882,4,6,accepted,single_observation,56
P029681,2024,1,1,ba_like_2024,ba_like_2024:10883,4,6,accepted,single_observation,57
P029684,2024,1,1,ba_like_2024,ba_like_2024:10884,2,3,accepted,single_observation,53
P029685,2024,1,1,ba_like_2024,ba_like_2024:10885,2,3,accepted,single_observation,41
P029686,2024,1,1,ba_like_2024,ba_like_2024:10886,2,3,accepted,single_observation,32
P029688,2024,1,1,ba_like_2024,ba_like_2024:10887,2,3,accepted,single_observation,63
P029690,2024,1,1,ba_like_2024,ba_like_2024:10888,2,3,accepted,single_observation,30
P029691,2022,1,1,zensus_like_2022,zensus_like_2022:1976,3,3,accepted,single_observation,49
P029691,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10889|mikrozensus_like_2024:603,3,3,accepted,same_year_compatible,49
P029692,2024,1,1,ba_like_2024,ba_like_2024:10890,2,3,accepted,single_observation,54
P029694,2022,1,1,zensus_like_2022,zensus_like_2022:5551,2,2,accepted,single_observation,24
P029696,2024,1,1,ba_like_2024,ba_like_2024:10891,2,3,accepted,single_observation,59
P029697,2024,1,1,ba_like_2024,ba_like_2024:10892,1,1,accepted,single_observation,60
P029701,2022,1,1,zensus_like_2022,zensus_like_2022:5182,1,1,accepted,single_observation,18
P029701,2024,1,1,ba_like_2024,ba_like_2024:10893,1,1,accepted,single_observation,18
P029702,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:1620,3,3,accepted,single_observation,77
P029704,2024,1,1,ba_like_2024,ba_like_2024:10894,2,3,accepted,single_observation,41
P029705,2024,1,1,ba_like_2024,ba_like_2024:10895,2,3,accepted,single_observation,56
P029709,2024,1,1,ba_like_2024,ba_like_2024:10896,4,6,accepted,single_observation,52
P029712,2024,1,1,ba_like_2024,ba_like_2024:10897,2,3,accepted,single_observation,21
P029714,2022,1,1,zensus_like_2022,zensus_like_2022:4683,3,3,accepted,single_observation,52
P029714,2024,1,1,ba_like_2024,ba_like_2024:10898,2,3,accepted,single_observation,52
P029716,2024,1,1,ba_like_2024,ba_like_2024:10899,2,3,accepted,single_observation,38
P029718,2022,1,1,zensus_like_2022,zensus_like_2022:5370,2,2,accepted,single_observation,31
P029718,2024,1,1,ba_like_2024,ba_like_2024:10900,2,3,accepted,single_observation,31
P029719,2024,1,1,ba_like_2024,ba_like_2024:10901,1,1,accepted,single_observation,53
P029720,2022,1,1,zensus_like_2022,zensus_like_2022:7906,3,3,accepted,single_observation,22
P029724,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10902|mikrozensus_like_2024:86,3,3,accepted,same_year_compatible,54
P029727,2024,1,1,ba_like_2024,ba_like_2024:10903,2,3,accepted,single_observation,18
P029731,2024,1,1,ba_like_2024,ba_like_2024:10904,4,6,accepted,single_observation,68
P029732,2022,1,1,zensus_like_2022,zensus_like_2022:3137,1,1,accepted,single_observation,22
P029733,2024,1,1,ba_like_2024,ba_like_2024:10905,2,3,accepted,single_observation,58
P029736,2022,1,1,zensus_like_2022,zensus_like_2022:1975,2,2,accepted,single_observation,54
P029739,2022,1,1,zensus_like_2022,zensus_like_2022:5220,2,2,accepted,single_observation,76
P029739,2024,1,1,ba_like_2024,ba_like_2024:10906,2,3,accepted,single_observation,76
P029741,2024,1,1,ba_like_2024,ba_like_2024:10907,2,3,accepted,single_observation,56
P029742,2024,1,1,ba_like_2024,ba_like_2024:10908,4,6,accepted,single_observation,57
P029743,2022,1,1,zensus_like_2022,zensus_like_2022:1899,3,3,accepted,single_observation,36
P029745,2022,1,1,zensus_like_2022,zensus_like_2022:7913,4,4,accepted,single_observation,41
P029745,2024,1,1,ba_like_2024,ba_like_2024:10909,4,6,accepted,single_observation,41
P029751,2024,1,1,ba_like_2024,ba_like_2024:10910,4,6,accepted,single_observation,34
P029754,2024,1,1,ba_like_2024,ba_like_2024:10911,4,6,accepted,single_observation,59
P029755,2024,1,1,ba_like_2024,ba_like_2024:10912,4,6,accepted,single_observation,24
P029756,2024,1,1,ba_like_2024,ba_like_2024:10913,2,3,accepted,single_observation,89
P029757,2024,1,1,ba_like_2024,ba_like_2024:10914,4,6,accepted,single_observation,27
P029758,2024,1,1,ba_like_2024,ba_like_2024:10915,2,3,accepted,single_observation,80
P029759,2022,1,1,zensus_like_2022,zensus_like_2022:2437,2,2,accepted,single_observation,55
P029759,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:602,2,2,accepted,single_observation,55
P029760,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:740,2,2,accepted,single_observation,18
P029762,2024,1,1,ba_like_2024,ba_like_2024:10916,2,3,accepted,single_observation,34
P029763,2024,1,1,ba_like_2024,ba_like_2024:10917,4,6,accepted,single_observation,34
P029766,2022,1,1,zensus_like_2022,zensus_like_2022:4943,4,4,accepted,single_observation,57
P029766,2024,1,1,ba_like_2024,ba_like_2024:10918,4,6,accepted,single_observation,57
P029771,2024,1,1,ba_like_2024,ba_like_2024:10919,2,3,accepted,single_observation,50
P029774,2022,1,1,zensus_like_2022,zensus_like_2022:2259,1,1,accepted,single_observation,22
P029776,2024,1,1,ba_like_2024,ba_like_2024:10920,2,3,accepted,single_observation,63
P029778,2024,1,1,ba_like_2024,ba_like_2024:10922,1,1,accepted,single_observation,85
P029779,2022,1,1,zensus_like_2022,zensus_like_2022:839,3,3,accepted,single_observation,67
P029783,2024,1,1,ba_like_2024,ba_like_2024:10923,1,1,accepted,single_observation,17
P029785,2024,1,1,ba_like_2024,ba_like_2024:10924,2,3,accepted,single_observation,53
P029786,2022,1,1,zensus_like_2022,zensus_like_2022:6904,3,3,accepted,single_observation,69
P029789,2022,1,1,zensus_like_2022,zensus_like_2022:3433,3,3,accepted,single_observation,57
P029789,2024,1,1,ba_like_2024,ba_like_2024:10925,2,3,accepted,single_observation,57
P029790,2024,1,1,ba_like_2024,ba_like_2024:10926,2,3,accepted,single_observation,48
P029792,2024,1,1,ba_like_2024,ba_like_2024:10927,2,3,accepted,single_observation,29
P029794,2022,1,1,zensus_like_2022,zensus_like_2022:2851,3,3,accepted,single_observation,58
P029794,2024,1,1,ba_like_2024,ba_like_2024:10928,2,3,accepted,single_observation,58
P029795,2024,1,1,ba_like_2024,ba_like_2024:10929,2,3,accepted,single_observation,57
P029796,2024,1,1,ba_like_2024,ba_like_2024:10930,2,3,accepted,single_observation,80
P029797,2024,1,1,ba_like_2024,ba_like_2024:10931,4,6,accepted,single_observation,55
P029798,2022,1,1,zensus_like_2022,zensus_like_2022:4360,3,3,accepted,single_observation,41
P029798,2024,1,1,ba_like_2024,ba_like_2024:10932,2,3,accepted,single_observation,41
P029799,2024,1,1,ba_like_2024,ba_like_2024:10933,2,3,accepted,single_observation,52
P029800,2022,1,1,zensus_like_2022,zensus_like_2022:5109,4,4,accepted,single_observation,32
P029800,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10934|mikrozensus_like_2024:1603,5,5,accepted,same_year_compatible,32
P029801,2022,1,1,zensus_like_2022,zensus_like_2022:446,5,5,accepted,single_observation,59
P029802,2022,1,1,zensus_like_2022,zensus_like_2022:3335,5,5,accepted,single_observation,40
P029802,2024,1,1,ba_like_2024,ba_like_2024:10935,4,6,accepted,single_observation,40
P029808,2024,1,1,ba_like_2024,ba_like_2024:10936,2,3,accepted,single_observation,50
P029810,2022,1,1,zensus_like_2022,zensus_like_2022:7237,3,3,accepted,single_observation,42
P029810,2024,1,1,ba_like_2024,ba_like_2024:10937,2,3,accepted,single_observation,42
P029811,2024,1,1,ba_like_2024,ba_like_2024:10938,4,6,accepted,single_observation,48
P029817,2022,1,1,zensus_like_2022,zensus_like_2022:3519,1,1,accepted,single_observation,70
P029818,2024,1,1,ba_like_2024,ba_like_2024:10939,1,1,accepted,single_observation,25
P029821,2022,1,1,zensus_like_2022,zensus_like_2022:1115,2,2,accepted,single_observation,34
P029821,2024,1,1,ba_like_2024,ba_like_2024:10940,2,3,accepted,single_observation,34
P029823,2024,1,1,ba_like_2024,ba_like_2024:10941,4,6,accepted,single_observation,58
P029824,2024,1,1,ba_like_2024,ba_like_2024:10942,2,3,accepted,single_observation,38
P029825,2024,1,1,ba_like_2024,ba_like_2024:10943,2,3,accepted,single_observation,22
P029826,2024,1,1,ba_like_2024,ba_like_2024:10944,2,3,accepted,single_observation,19
P029827,2022,1,1,zensus_like_2022,zensus_like_2022:6463,1,1,accepted,single_observation,67
P029828,2024,1,1,ba_like_2024,ba_like_2024:10945,1,1,accepted,single_observation,19
P029829,2024,1,1,ba_like_2024,ba_like_2024:10946,2,3,accepted,single_observation,52
P029830,2024,1,1,ba_like_2024,ba_like_2024:10947,1,1,accepted,single_observation,24
P029831,2024,1,1,ba_like_2024,ba_like_2024:10948,2,3,accepted,single_observation,27
P029834,2024,1,1,ba_like_2024,ba_like_2024:10949,4,6,accepted,single_observation,29
P029836,2022,1,1,zensus_like_2022,zensus_like_2022:385,3,3,accepted,single_observation,78
P029837,2022,1,1,zensus_like_2022,zensus_like_2022:4856,3,3,accepted,single_observation,60
P029837,2024,1,1,ba_like_2024,ba_like_2024:10951,2,3,accepted,single_observation,60
P029840,2024,1,1,mikrozensus_like_2024,mikrozensus_like_2024:222,2,2,accepted,single_observation,94
P029843,2022,1,1,zensus_like_2022,zensus_like_2022:1939,1,1,accepted,single_observation,30
P029845,2022,1,1,zensus_like_2022,zensus_like_2022:4812,3,3,accepted,single_observation,65
P029845,2024,1,1,ba_like_2024,ba_like_2024:10952,2,3,accepted,single_observation,65
P029846,2024,1,1,ba_like_2024,ba_like_2024:10953,4,6,accepted,single_observation,60
P029847,2024,1,1,ba_like_2024,ba_like_2024:10954,2,3,accepted,single_observation,56
P029848,2022,1,1,zensus_like_2022,zensus_like_2022:1934,3,3,accepted,single_observation,92
P029850,2024,1,1,ba_like_2024,ba_like_2024:10955,4,6,accepted,single_observation,41
P029853,2022,1,1,zensus_like_2022,zensus_like_2022:6699,4,4,accepted,single_observation,27
P029858,2024,1,1,ba_like_2024,ba_like_2024:10956,2,3,accepted,single_observation,62
P029860,2024,1,1,ba_like_2024,ba_like_2024:10957,2,3,accepted,single_observation,59
P029871,2022,1,1,zensus_like_2022,zensus_like_2022:1239,2,2,accepted,single_observation,48
P029871,2024,1,1,ba_like_2024,ba_like_2024:10960,2,3,accepted,single_observation,48
P029873,2024,1,1,ba_like_2024,ba_like_2024:10961,2,3,accepted,single_observation,29
P029874,2024,1,1,ba_like_2024,ba_like_2024:10962,2,3,accepted,single_observation,29
P029875,2024,1,1,ba_like_2024,ba_like_2024:10963,4,6,accepted,single_observation,53
P029876,2022,1,1,zensus_like_2022,zensus_like_2022:2725,2,2,accepted,single_observation,32
P029877,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10964|mikrozensus_like_2024:1502,2,2,accepted,same_year_compatible,75
P029886,2022,1,1,zensus_like_2022,zensus_like_2022:1530,5,5,accepted,single_observation,57
P029887,2024,1,1,ba_like_2024,ba_like_2024:10965,1,1,accepted,single_observation,17
P029889,2024,1,1,ba_like_2024,ba_like_2024:10966,1,1,accepted,single_observation,69
P029891,2024,1,1,ba_like_2024,ba_like_2024:10967,4,6,accepted,single_observation,39
P029893,2024,1,1,ba_like_2024,ba_like_2024:10968,2,3,accepted,single_observation,63
P029894,2024,1,1,ba_like_2024,ba_like_2024:10969,2,3,accepted,single_observation,23
P029897,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10971|mikrozensus_like_2024:1718,4,4,accepted,same_year_compatible,37
P029903,2022,1,1,zensus_like_2022,zensus_like_2022:4282,2,2,accepted,single_observation,49
P029903,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10972|mikrozensus_like_2024:3066,2,2,accepted,same_year_compatible,49
P029906,2024,1,1,ba_like_2024,ba_like_2024:10973,2,3,accepted,single_observation,93
P029907,2022,1,1,zensus_like_2022,zensus_like_2022:6399,3,3,accepted,single_observation,48
P029907,2024,1,1,ba_like_2024,ba_like_2024:10974,2,3,accepted,single_observation,48
P029908,2024,1,1,ba_like_2024,ba_like_2024:10975,2,3,accepted,single_observation,23
P029911,2022,1,1,zensus_like_2022,zensus_like_2022:144,1,1,accepted,single_observation,27
P029911,2024,1,1,ba_like_2024,ba_like_2024:10976,1,1,accepted,single_observation,27
P029912,2024,2,2,ba_like_2024|mikrozensus_like_2024,ba_like_2024:10977|mikrozensus_like_2024:331,3,3,accepted,same_year_compatible,47
P029913,2024,1,1,ba_like_2024,ba_like_2024:10978,2,3,accepted,single_observation,89
P029915,2022,1,1,zensus_like_2022,zensus_like_2022:5756,2,2,accepted,single_observation,36
P029915,2024,1,1,ba_like_2024,ba_like_2024:10979,2,3,accepted,single_observation,36
P029916,2024,1,1,ba_like_2024,ba_like_2024:10980,2,3,accepted,single_observation,51
P029919,2024,1,1,ba_like_2024,ba_like_2024:10981,1,1,accepted,single_observation,60
P029920,2024,1,1,ba_like_2024,ba_like_2024:10982,2,3,accepted,single_observation,22
P029922,2022,1,1,zensus_like_2022,zensus_like_2022:8110,1,1,accepted,single_observation,75
P029923,2022,1,1,zensus_like_2022,zensus_like_2022:7471,5,5,accepted,single_observation,74
P029924,2022,1,1,zensus_like_2022,zensus_like_2022:3085,3,3,accepted,single_observation,41
P029924,2024,1,1,ba_like_2024,ba_like_2024:10984,2,3,accepted,single_observation,41
P029927,2024,1,1,ba_like_2024,ba_like_2024:10985,2,3,accepted,single_observation,21
P029929,2022,1,1,zensus_like_2022,zensus_like_2022:4201,3,3,accepted,single_observation,78
P029935,2022,1,1,zensus_like_2022,zensus_like_2022:1831,5,5,accepted,single_observation,34
P029937,2024,1,1,ba_like_2024,ba_like_2024:10986,2,3,accepted,single_observation,29
P029938,2022,1,1,zensus_like_2022,zensus_like_2022:264,1,1,accepted,single_observation,17
P029941,2024,1,1,ba_like_2024,ba_like_2024:10987,2,3,accepted,single_observation,30
P029942,2024,1,1,ba_like_2024,ba_like_2024:10988,1,1,accepted,single_observation,25
