person_id,reference_year,highest_qualification
P046126,2022,VOC_POSTSEC
P041017,2022,MASTER_EQ
P031135,2022,SCHOOL
P004815,2022,VOC_POSTSEC
P011816,2022,NONE_LOW
P049572,2022,VOC_POSTSEC
P008203,2022,VOC_POSTSEC
P047565,2022,BACHELOR_EQ
P034249,2022,BACHELOR_EQ
P012289,2022,BACHELOR_EQ
P022841,2022,SCHOOL
P033585,2022,MASTER_EQ
P011433,2022,VOC_POSTSEC
P032583,2022,BACHELOR_EQ
P006622,2022,BACHELOR_EQ
P008584,2022,VOC_POSTSEC
P004388,2022,VOC_POSTSEC
P008105,2022,NONE_LOW
P022982,2022,VOC_POSTSEC
P004834,2022,SCHOOL
P013379,2022,VOC_POSTSEC
P008649,2022,VOC_POSTSEC
P032834,2022,VOC_POSTSEC
P046075,2022,MASTER_EQ
P012579,2022,BACHELOR_EQ
P018509,2022,SCHOOL
P035709,2022,DOCTORATE
P013793,2022,BACHELOR_EQ
P000006,2022,SCHOOL
P049933,2022,SCHOOL
P044609,2022,NONE_LOW
P022279,2022,SCHOOL
P004101,2022,SCHOOL
P046437,2022,VOC_POSTSEC
P000438,2022,VOC_POSTSEC
P021622,2022,BACHELOR_EQ
P022683,2022,NONE_LOW
P020986,2022,VOC_POSTSEC
P023031,2022,BACHELOR_EQ
P042140,2022,VOC_POSTSEC
P038109,2022,VOC_POSTSEC
P010695,2022,SCHOOL
P041876,2022,SCHOOL
P003702,2022,SCHOOL
P049005,2022,VOC_POSTSEC
P035160,2022,
P025480,2022,SCHOOL
P019086,2022,SCHOOL
P008419,2022,BACHELOR_EQ
P038458,2022,VOC_POSTSEC
P029871,2022,SCHOOL
P030456,2022,SCHOOL
P002654,2022,VOC_POSTSEC
P047103,2022,SCHOOL
P033346,2022,BACHELOR_EQ
P037159,2022,SCHOOL
P016777,2022,VOC_POSTSEC
P005523,2022,VOC_POSTSEC
P011157,2022,SCHOOL
P001524,2022,SCHOOL
P047814,2022,
P039891,2022,VOC_POSTSEC
P029178,2022,
P028627,2022,SCHOOL
P025828,2022,SCHOOL
P024735,2022,SCHOOL
P020473,2022,SCHOOL
P000176,2022,SCHOOL
P013072,2022,SCHOOL
P042187,2022,SCHOOL
P016814,2022,VOC_POSTSEC
P000216,2022,VOC_POSTSEC
P030916,2022,VOC_POSTSEC
P037876,2022,VOC_POSTSEC
P024374,2022,VOC_POSTSEC
P005052,2022,NONE_LOW
P011490,2022,SCHOOL
P011851,2022,NONE_LOW
P003764,2022,BACHELOR_EQ
P000237,2022,SCHOOL
P010813,2022,VOC_POSTSEC
P024571,2022,BACHELOR_EQ
P033424,2022,BACHELOR_EQ
P044176,2022,VOC_POSTSEC
P044467,2022,VOC_POSTSEC
P026451,2022,VOC_POSTSEC
P029942,2022,SCHOOL
P041360,2022,SCHOOL
P025989,2022,NONE_LOW
P004857,2022,SCHOOL
P031374,2022,SCHOOL
P041603,2022,BACHELOR_EQ
P027263,2022,VOC_POSTSEC
P029222,2022,BACHELOR_EQ
P040935,2022,BACHELOR_EQ
P033953,2022,VOC_POSTSEC
P022042,2022,SCHOOL
P006014,2022,SCHOOL
P035125,2022,NONE_LOW
P000696,2022,SCHOOL
P043128,2022,VOC_POSTSEC
P042379,2022,BACHELOR_EQ
P014072,2022,VOC_POSTSEC
P007980,2022,SCHOOL
P027096,2022,VOC_POSTSEC
P041657,2022,VOC_POSTSEC
P037681,2022,SCHOOL
P009318,2022,NONE_LOW
P006578,2022,SCHOOL
P043243,2022,SCHOOL
P002244,2022,VOC_POSTSEC
P040940,2022,VOC_POSTSEC
P013659,2022,SCHOOL
P029618,2022,SCHOOL
P034653,2022,VOC_POSTSEC
P049965,2022,VOC_POSTSEC
P011152,2022,BACHELOR_EQ
P024163,2022,DOCTORATE
P010671,2022,MASTER_EQ
P026652,2022,VOC_POSTSEC
P047330,2022,BACHELOR_EQ
P019965,2022,NONE_LOW
P030571,2022,SCHOOL
P021818,2022,NONE_LOW
P005739,2022,VOC_POSTSEC
P024171,2022,VOC_POSTSEC
P021319,2022,DOCTORATE
P041316,2022,SCHOOL
P012503,2022,SCHOOL
P035637,2022,VOC_POSTSEC
P001717,2022,NONE_LOW
P025898,2022,MASTER_EQ
P038529,2022,BACHELOR_EQ
P045660,2022,VOC_POSTSEC
P009622,2022,DOCTORATE
P011314,2022,BACHELOR_EQ
P016551,2022,SCHOOL
P043990,2022,MASTER_EQ
P004953,2022,SCHOOL
P031254,2022,VOC_POSTSEC
P039532,2022,VOC_POSTSEC
P041513,2022,SCHOOL
P017001,2022,SCHOOL
P012939,2022,NONE_LOW
P008425,2022,VOC_POSTSEC
P014272,2022,BACHELOR_EQ
P010546,2022,VOC_POSTSEC
P022087,2022,VOC_POSTSEC
P006933,2022,VOC_POSTSEC
P019287,2022,SCHOOL
P047029,2022,SCHOOL
P032316,2022,BACHELOR_EQ
P032812,2022,DOCTORATE
P012542,2022,SCHOOL
P016855,2022,NONE_LOW
P004104,2022,MASTER_EQ
P030760,2022,SCHOOL
P042245,2022,VOC_POSTSEC
P013095,2022,VOC_POSTSEC
P000470,2022,NONE_LOW
P036309,2022,VOC_POSTSEC
P015867,2022,BACHELOR_EQ
P015215,2022,SCHOOL
P009748,2022,VOC_POSTSEC
P016063,2022,VOC_POSTSEC
P020448,2022,BACHELOR_EQ
P004904,2022,NONE_LOW
P016770,2022,SCHOOL
P007028,2022,VOC_POSTSEC
P039869,2022,VOC_POSTSEC
P016061,2022,VOC_POSTSEC
P033736,2022,MASTER_EQ
P004322,2022,VOC_POSTSEC
P003971,2022,VOC_POSTSEC
P011526,2022,NONE_LOW
P042024,2022,BACHELOR_EQ
P034837,2022,SCHOOL
P016039,2022,BACHELOR_EQ
P010621,2022,NONE_LOW
P044857,2022,VOC_POSTSEC
P037067,2022,VOC_POSTSEC
P042337,2022,NONE_LOW
P032886,2022,SCHOOL
P017866,2022,SCHOOL
P047818,2022,VOC_POSTSEC
P026753,2022,SCHOOL
P006863,2022,MASTER_EQ
P017464,2022,NONE_LOW
P028731,2022,SCHOOL
P006409,2022,VOC_POSTSEC
P031488,2022,SCHOOL
P031595,2022,SCHOOL
P007004,2022,SCHOOL
P013545,2022,SCHOOL
P049348,2022,SCHOOL
P042708,2022,VOC_POSTSEC
P039485,2022,BACHELOR_EQ
P044197,2022,SCHOOL
P038063,2022,VOC_POSTSEC
P021936,2022,VOC_POSTSEC
P026589,2022,NONE_LOW
P031312,2022,SCHOOL
P034721,2022,NONE_LOW
P001171,2022,BACHELOR_EQ
P029165,2022,SCHOOL
P037257,2022,VOC_POSTSEC
P047749,2022,VOC_POSTSEC
P044367,2022,SCHOOL
P036859,2022,VOC_POSTSEC
P018187,2022,SCHOOL
P030282,2022,BACHELOR_EQ
P029978,2022,SCHOOL
P048752,2022,VOC_POSTSEC
P016716,2022,SCHOOL
P049625,2022,VOC_POSTSEC
P013855,2022,NONE_LOW
P020865,2022,VOC_POSTSEC
P002027,2022,BACHELOR_EQ
P028316,2022,SCHOOL
P032527,2022,SCHOOL
P003171,2022,SCHOOL
P030133,2022,VOC_POSTSEC
P034335,2022,NONE_LOW
P029192,2022,BACHELOR_EQ
P014704,2022,SCHOOL
P012496,2022,VOC_POSTSEC
P012217,2022,NONE_LOW
P007346,2022,SCHOOL
P010627,2022,VOC_POSTSEC
P037638,2022,MASTER_EQ
P007945,2022,SCHOOL
P043811,2022,VOC_POSTSEC
P049733,2022,BACHELOR_EQ
P014921,2022,SCHOOL
P030959,2022,VOC_POSTSEC
P010984,2022,SCHOOL
P003340,2022,SCHOOL
P027031,2022,VOC_POSTSEC
P006066,2022,DOCTORATE
P015107,2022,VOC_POSTSEC
P028649,2022,VOC_POSTSEC
P016788,2022,NONE_LOW
P022478,2022,NONE_LOW
P049599,2022,MASTER_EQ
P026459,2022,DOCTORATE
P038392,2022,SCHOOL
P012811,2022,VOC_POSTSEC
P047650,2022,SCHOOL
P045408,2022,SCHOOL
P039509,2022,BACHELOR_EQ
P032291,2022,BACHELOR_EQ
P040511,2022,VOC_POSTSEC
P006550,2022,VOC_POSTSEC
P029072,2022,SCHOOL
P046752,2022,NONE_LOW
P001732,2022,MASTER_EQ
P049205,2022,MASTER_EQ
P038720,2022,MASTER_EQ
P016624,2022,SCHOOL
P028087,2022,SCHOOL
P035221,2022,VOC_POSTSEC
P020933,2022,VOC_POSTSEC
P003843,2022,SCHOOL
P041429,2022,MASTER_EQ
P036002,2022,SCHOOL
P020083,2022,SCHOOL
P001604,2022,VOC_POSTSEC
P039725,2022,VOC_POSTSEC
P043380,2022,DOCTORATE
P009977,2022,VOC_POSTSEC
P047863,2022,MASTER_EQ
P033048,2022,VOC_POSTSEC
P049455,2022,SCHOOL
P031355,2022,SCHOOL
P048371,2022,NONE_LOW
P004636,2022,MASTER_EQ
P041980,2022,MASTER_EQ
P015709,2022,VOC_POSTSEC
P046019,2022,VOC_POSTSEC
P033437,2022,VOC_POSTSEC
P007140,2022,SCHOOL
P046420,2022,BACHELOR_EQ
P008526,2022,VOC_POSTSEC
P007921,2022,SCHOOL
P012028,2022,SCHOOL
P046418,2022,NONE_LOW
P008219,2022,SCHOOL
P004617,2022,UNKNOWN_CODE
P034167,2022,SCHOOL
P001249,2022,NONE_LOW
P040912,2022,VOC_POSTSEC
P001773,2022,VOC_POSTSEC
P003822,2022,VOC_POSTSEC
P046008,2022,SCHOOL
P005881,2022,BACHELOR_EQ
P017759,2022,VOC_POSTSEC
P037846,2022,BACHELOR_EQ
P034940,2022,VOC_POSTSEC
P034436,2022,SCHOOL
P035245,2022,SCHOOL
P048984,2022,SCHOOL
P020264,2022,SCHOOL
P026598,2022,SCHOOL
P009164,2022,VOC_POSTSEC
P044228,2022,SCHOOL
P027655,2022,SCHOOL
P017335,2022,BACHELOR_EQ
P044963,2022,SCHOOL
P029787,2022,BACHELOR_EQ
P000140,2022,VOC_POSTSEC
P031800,2022,DOCTORATE
P046836,2022,SCHOOL
P000792,2022,VOC_POSTSEC
P016750,2022,BACHELOR_EQ
P021087,2022,VOC_POSTSEC
P013259,2022,SCHOOL
P007884,2022,SCHOOL
P020087,2022,SCHOOL
P011828,2022,BACHELOR_EQ
P013511,2022,SCHOOL
P001262,2022,VOC_POSTSEC
P015551,2022,MASTER_EQ
P016298,2022,SCHOOL
P015368,2022,SCHOOL
P008436,2022,SCHOOL
P045718,2022,BACHELOR_EQ
P049762,2022,MASTER_EQ
P023676,2022,VOC_POSTSEC
P006344,2022,NONE_LOW
P039555,2022,VOC_POSTSEC
P012502,2022,VOC_POSTSEC
P017927,2022,VOC_POSTSEC
P006757,2022,MASTER_EQ
P040265,2022,VOC_POSTSEC
P041499,2022,DOCTORATE
P012462,2022,SCHOOL
P021620,2022,SCHOOL
P017985,2022,SCHOOL
P023831,2022,SCHOOL
P015074,2022,VOC_POSTSEC
P000544,2022,VOC_POSTSEC
P036276,2022,BACHELOR_EQ
P016872,2022,SCHOOL
P008706,2022,SCHOOL
P002315,2022,VOC_POSTSEC
P047827,2022,SCHOOL
P007783,2022,SCHOOL
P032266,2022,SCHOOL
P021940,2022,VOC_POSTSEC
P039368,2022,SCHOOL
P003362,2022,BACHELOR_EQ
P003019,2022,VOC_POSTSEC
P000666,2022,NONE_LOW
P012744,2022,SCHOOL
P024274,2022,VOC_POSTSEC
P035011,2022,VOC_POSTSEC
P030688,2022,VOC_POSTSEC
P008585,2022,VOC_POSTSEC
P029325,2022,VOC_POSTSEC
P006931,2022,MASTER_EQ
P043086,2022,BACHELOR_EQ
P030053,2022,SCHOOL
P001790,2022,SCHOOL
P019472,2022,VOC_POSTSEC
P020183,2022,BACHELOR_EQ
P027049,2022,SCHOOL
P010530,2022,SCHOOL
P023576,2022,UNKNOWN_CODE
P022345,2022,SCHOOL
P030324,2022,VOC_POSTSEC
P026657,2022,MASTER_EQ
P016438,2022,BACHELOR_EQ
P013266,2022,VOC_POSTSEC
P034810,2022,BACHELOR_EQ
P042103,2022,VOC_POSTSEC
P018095,2022,VOC_POSTSEC
P010923,2022,UNKNOWN_CODE
P040990,2022,NONE_LOW
P022553,2022,SCHOOL
P021717,2022,VOC_POSTSEC
P049717,2022,MASTER_EQ
P018378,2022,VOC_POSTSEC
P021474,2022,SCHOOL
P002118,2022,VOC_POSTSEC
P026040,2022,SCHOOL
P033188,2022,NONE_LOW
P002894,2022,BACHELOR_EQ
P011532,2022,BACHELOR_EQ
P044251,2022,VOC_POSTSEC
P038087,2022,BACHELOR_EQ
P034997,2022,VOC_POSTSEC
P027205,2022,BACHELOR_EQ
P009371,2022,NONE_LOW
P044069,2022,NONE_LOW
P044114,2022,VOC_POSTSEC
P009490,2022,BACHELOR_EQ
P033620,2022,SCHOOL
P043071,2022,NONE_LOW
P029052,2022,SCHOOL
P021698,2022,VOC_POSTSEC
P036635,2022,BACHELOR_EQ
P019200,2022,BACHELOR_EQ
P014156,2022,VOC_POSTSEC
P011556,2022,MASTER_EQ
P040541,2022,VOC_POSTSEC
P042325,2022,VOC_POSTSEC
P032362,2022,BACHELOR_EQ
P028043,2022,SCHOOL
P033597,2022,BACHELOR_EQ
P032925,2022,VOC_POSTSEC
P024961,2022,MASTER_EQ
P014407,2022,BACHELOR_EQ
P005824,2022,MASTER_EQ
P041155,2022,VOC_POSTSEC
P014048,2022,SCHOOL
P017476,2022,VOC_POSTSEC
P028775,2022,VOC_POSTSEC
P038977,2022,NONE_LOW
P029830,2022,NONE_LOW
P022129,2022,VOC_POSTSEC
P041133,2022,MASTER_EQ
P033053,2022,SCHOOL
P032348,2022,SCHOOL
P006835,2022,SCHOOL
P003186,2022,MASTER_EQ
P046907,2022,MASTER_EQ
P046356,2022,DOCTORATE
P020163,2022,VOC_POSTSEC
P026369,2022,VOC_POSTSEC
P033103,2022,SCHOOL
P037232,2022,VOC_POSTSEC
P030601,2022,SCHOOL
P035207,2022,SCHOOL
P040604,2022,VOC_POSTSEC
P032690,2022,VOC_POSTSEC
P006885,2022,VOC_POSTSEC
P016763,2022,VOC_POSTSEC
P010678,2022,NONE_LOW
P034014,2022,VOC_POSTSEC
P017391,2022,SCHOOL
P049215,2022,BACHELOR_EQ
P043405,2022,NONE_LOW
P025978,2022,SCHOOL
P019719,2022,SCHOOL
P025040,2022,SCHOOL
P035426,2022,SCHOOL
P036595,2022,VOC_POSTSEC
P047117,2022,VOC_POSTSEC
P028640,2022,BACHELOR_EQ
P019925,2022,BACHELOR_EQ
P019742,2022,BACHELOR_EQ
P016436,2022,BACHELOR_EQ
P010951,2022,SCHOOL
P019331,2022,VOC_POSTSEC
P042241,2022,SCHOOL
P023784,2022,VOC_POSTSEC
P008481,2022,SCHOOL
P042052,2022,VOC_POSTSEC
P039845,2022,BACHELOR_EQ
P034290,2022,SCHOOL
P030469,2022,VOC_POSTSEC
P003091,2022,VOC_POSTSEC
P040529,2022,VOC_POSTSEC
P019712,2022,VOC_POSTSEC
P044604,2022,VOC_POSTSEC
P031428,2022,SCHOOL
P048183,2022,NONE_LOW
P007671,2022,VOC_POSTSEC
P028359,2022,VOC_POSTSEC
P001754,2022,NONE_LOW
P040011,2022,VOC_POSTSEC
P015399,2022,VOC_POSTSEC
P049997,2022,MASTER_EQ
P015712,2022,BACHELOR_EQ
P044886,2022,MASTER_EQ
P009995,2022,BACHELOR_EQ
P030431,2022,VOC_POSTSEC
P030873,2022,BACHELOR_EQ
P049003,2022,NONE_LOW
P007355,2022,VOC_POSTSEC
P000080,2022,VOC_POSTSEC
P005574,2022,DOCTORATE
P028141,2022,VOC_POSTSEC
P022518,2022,VOC_POSTSEC
P039615,2022,NONE_LOW
P022184,2022,BACHELOR_EQ
P029536,2022,VOC_POSTSEC
P040551,2022,NONE_LOW
P027738,2022,SCHOOL
P020225,2022,VOC_POSTSEC
P018373,2022,NONE_LOW
P024983,2022,NONE_LOW
P002704,2022,
P024183,2022,SCHOOL
P042619,2022,BACHELOR_EQ
P032321,2022,MASTER_EQ
P038156,2022,BACHELOR_EQ
P002098,2022,VOC_POSTSEC
P005779,2022,VOC_POSTSEC
P044416,2022,VOC_POSTSEC
P011982,2022,MASTER_EQ
P048200,2022,VOC_POSTSEC
P024196,2022,SCHOOL
P034910,2022,MASTER_EQ
P018420,2022,NONE_LOW
P034925,2022,NONE_LOW
P018502,2022,BACHELOR_EQ
P015166,2022,BACHELOR_EQ
P003942,2022,MASTER_EQ
P003088,2022,VOC_POSTSEC
P014192,2022,NONE_LOW
P033951,2022,SCHOOL
P044124,2022,SCHOOL
P013542,2022,BACHELOR_EQ
P027559,2022,VOC_POSTSEC
P037694,2022,BACHELOR_EQ
P012495,2022,BACHELOR_EQ
P025801,2022,VOC_POSTSEC
P027176,2022,VOC_POSTSEC
P004511,2022,VOC_POSTSEC
P006738,2022,SCHOOL
P037205,2022,SCHOOL
P002045,2022,NONE_LOW
P020397,2022,VOC_POSTSEC
P026886,2022,MASTER_EQ
P039572,2022,DOCTORATE
P030972,2022,SCHOOL
P015523,2022,VOC_POSTSEC
P046399,2022,VOC_POSTSEC
P030421,2022,NONE_LOW
P029761,2022,VOC_POSTSEC
P027870,2022,VOC_POSTSEC
P040863,2022,VOC_POSTSEC
P020525,2022,SCHOOL
P016890,2022,SCHOOL
,2022,VOC_POSTSEC
P045680,2022,VOC_POSTSEC
P006029,2022,VOC_POSTSEC
P006969,2022,VOC_POSTSEC
P015965,2022,VOC_POSTSEC
P038034,2022,VOC_POSTSEC
,2022,BACHELOR_EQ
P040499,2022,SCHOOL
P008779,2022,BACHELOR_EQ
P003862,2022,NONE_LOW
P006526,2022,UNKNOWN_CODE
P027485,2022,VOC_POSTSEC
P035853,2022,SCHOOL
P046214,2022,UNKNOWN_CODE
P048114,2022,MASTER_EQ
P025157,2022,SCHOOL
P019701,2022,SCHOOL
P019889,2022,
P046927,2022,VOC_POSTSEC
P030175,2022,SCHOOL
P039253,2022,SCHOOL
P002480,2022,VOC_POSTSEC
P017338,2022,BACHELOR_EQ
P002905,2022,VOC_POSTSEC
P009313,2022,SCHOOL
P009277,2022,BACHELOR_EQ
P010231,2022,BACHELOR_EQ
P035385,2022,VOC_POSTSEC
P006946,2022,NONE_LOW
P030428,2022,VOC_POSTSEC
P024179,2022,SCHOOL
P044769,2022,NONE_LOW
P037761,2022,VOC_POSTSEC
P016304,2022,NONE_LOW
P032214,2022,VOC_POSTSEC
P013714,2022,SCHOOL
P028118,2022,SCHOOL
P013687,2022,VOC_POSTSEC
P009597,2022,MASTER_EQ
P036164,2022,DOCTORATE
P049691,2022,
P020769,2022,VOC_POSTSEC
P028586,2022,MASTER_EQ
P035429,2022,SCHOOL
P020526,2022,VOC_POSTSEC
P017199,2022,VOC_POSTSEC
P015249,2022,VOC_POSTSEC
P038269,2022,SCHOOL
P015498,2022,VOC_POSTSEC
P005749,2022,BACHELOR_EQ
P032315,2022,BACHELOR_EQ
P020841,2022,NONE_LOW
P001250,2022,MASTER_EQ
P023851,2022,VOC_POSTSEC
P026543,2022,VOC_POSTSEC
P022351,2022,BACHELOR_EQ
P037789,2022,NONE_LOW
P039083,2022,VOC_POSTSEC
P027195,2022,NONE_LOW
P047540,2022,BACHELOR_EQ
P004133,2022,SCHOOL
P013318,2022,DOCTORATE
P030559,2022,BACHELOR_EQ
P000609,2022,MASTER_EQ
P011931,2022,VOC_POSTSEC
P019257,2022,BACHELOR_EQ
P035965,2022,DOCTORATE
P008851,2022,BACHELOR_EQ
P008076,2022,MASTER_EQ
P019179,2022,VOC_POSTSEC
P003718,2022,MASTER_EQ
P027757,2022,BACHELOR_EQ
P014679,2022,VOC_POSTSEC
P020354,2022,SCHOOL
P004527,2022,VOC_POSTSEC
P044557,2022,VOC_POSTSEC
P024321,2022,BACHELOR_EQ
P044106,2022,MASTER_EQ
P018438,2022,SCHOOL
P039570,2022,SCHOOL
P033909,2022,VOC_POSTSEC
P039676,2022,VOC_POSTSEC
P017004,2022,VOC_POSTSEC
P028415,2022,VOC_POSTSEC
P037778,2022,NONE_LOW
P041084,2022,SCHOOL
P022673,2022,SCHOOL
P020486,2022,DOCTORATE
P024801,2022,VOC_POSTSEC
P036677,2022,BACHELOR_EQ
P042882,2022,SCHOOL
P023028,2022,MASTER_EQ
P021759,2022,VOC_POSTSEC
P001568,2022,VOC_POSTSEC
P002286,2022,VOC_POSTSEC
P036880,2022,VOC_POSTSEC
P005078,2022,BACHELOR_EQ
P041537,2022,SCHOOL
P001328,2022,VOC_POSTSEC
P041174,2022,BACHELOR_EQ
P042397,2022,SCHOOL
P014145,2022,VOC_POSTSEC
P025896,2022,BACHELOR_EQ
P029547,2022,VOC_POSTSEC
P016861,2022,SCHOOL
P045726,2022,DOCTORATE
P020143,2022,VOC_POSTSEC
P045668,2022,MASTER_EQ
P021900,2022,BACHELOR_EQ
P033613,2022,VOC_POSTSEC
P001950,2022,VOC_POSTSEC
P035917,2022,MASTER_EQ
P017475,2022,NONE_LOW
P013508,2022,VOC_POSTSEC
P037994,2022,SCHOOL
P040470,2022,NONE_LOW
P013701,2022,BACHELOR_EQ
P012053,2022,BACHELOR_EQ
P007858,2022,BACHELOR_EQ
P009137,2022,VOC_POSTSEC
P018318,2022,VOC_POSTSEC
P026738,2022,BACHELOR_EQ
P043619,2022,NONE_LOW
P030110,2022,VOC_POSTSEC
P049021,2022,SCHOOL
P038389,2022,VOC_POSTSEC
P021853,2022,BACHELOR_EQ
P016139,2022,VOC_POSTSEC
P016808,2022,DOCTORATE
P006182,2022,VOC_POSTSEC
P043203,2022,SCHOOL
P016186,2022,
P047027,2022,NONE_LOW
P045643,2022,SCHOOL
P016197,2022,MASTER_EQ
P025361,2022,SCHOOL
P049821,2022,BACHELOR_EQ
P044939,2022,VOC_POSTSEC
P009975,2022,DOCTORATE
P014221,2022,VOC_POSTSEC
P000473,2022,VOC_POSTSEC
P049124,2022,BACHELOR_EQ
P049478,2022,VOC_POSTSEC
P009323,2022,SCHOOL
P022090,2022,VOC_POSTSEC
P042806,2022,VOC_POSTSEC
P011265,2022,VOC_POSTSEC
P013209,2022,SCHOOL
P041694,2022,VOC_POSTSEC
P010121,2022,BACHELOR_EQ
P012615,2022,VOC_POSTSEC
P045382,2022,SCHOOL
P024357,2022,SCHOOL
P007908,2022,MASTER_EQ
P001242,2022,NONE_LOW
P033737,2021,SCHOOL
P043414,2022,VOC_POSTSEC
P000988,2022,VOC_POSTSEC
P013098,2022,SCHOOL
P040495,2022,VOC_POSTSEC
P016140,2022,BACHELOR_EQ
P033130,2022,SCHOOL
P046765,2022,SCHOOL
P017887,2022,MASTER_EQ
P009841,2022,VOC_POSTSEC
P037066,2022,SCHOOL
P000469,2022,VOC_POSTSEC
P031171,2022,NONE_LOW
P000825,2022,VOC_POSTSEC
P047883,2022,NONE_LOW
P016418,2022,VOC_POSTSEC
P049551,2022,SCHOOL
P044738,2022,VOC_POSTSEC
P003778,2022,SCHOOL
P044768,2022,VOC_POSTSEC
P024480,2022,SCHOOL
P018478,2022,BACHELOR_EQ
P049540,2022,BACHELOR_EQ
P003226,2022,VOC_POSTSEC
P025272,2022,BACHELOR_EQ
P008894,2022,VOC_POSTSEC
P001239,2022,VOC_POSTSEC
P034980,2022,SCHOOL
P032637,2022,SCHOOL
P016060,2022,SCHOOL
P016459,2022,VOC_POSTSEC
P046335,2022,BACHELOR_EQ
P014265,2022,VOC_POSTSEC
P009018,2022,VOC_POSTSEC
P021927,2022,VOC_POSTSEC
P026435,2022,SCHOOL
P012809,2022,NONE_LOW
P000899,2022,SCHOOL
P004176,2022,VOC_POSTSEC
P013824,2022,BACHELOR_EQ
P031137,2022,SCHOOL
P013429,2022,VOC_POSTSEC
P017507,2022,VOC_POSTSEC
P032002,2022,BACHELOR_EQ
P000139,2022,SCHOOL
P029538,2022,SCHOOL
,2022,NONE_LOW
P030024,2022,VOC_POSTSEC
P045083,2022,VOC_POSTSEC
P005840,2022,SCHOOL
P009117,2022,NONE_LOW
P016219,2022,SCHOOL
P045787,2022,BACHELOR_EQ
P043615,2022,BACHELOR_EQ
P024593,2022,MASTER_EQ
P024834,2022,VOC_POSTSEC
P049480,2022,VOC_POSTSEC
P044306,2022,MASTER_EQ
P002071,2022,SCHOOL
P010611,2022,NONE_LOW
P005547,2022,NONE_LOW
P012401,2022,NONE_LOW
P018338,2022,VOC_POSTSEC
P030416,2022,VOC_POSTSEC
P003254,2022,NONE_LOW
P042633,2022,VOC_POSTSEC
P038478,2022,VOC_POSTSEC
P020595,2022,MASTER_EQ
P031686,2022,SCHOOL
P019769,2022,
P000798,2022,VOC_POSTSEC
P048772,2022,NONE_LOW
P001017,2022,BACHELOR_EQ
P033462,2022,VOC_POSTSEC
P024345,2022,SCHOOL
P015203,2022,SCHOOL
P043329,2022,SCHOOL
P035213,2022,VOC_POSTSEC
P037597,2022,BACHELOR_EQ
P005228,2022,BACHELOR_EQ
P011313,2022,SCHOOL
P027277,2022,SCHOOL
P008183,2022,NONE_LOW
P045244,2022,NONE_LOW
P013101,2022,VOC_POSTSEC
P028231,2022,VOC_POSTSEC
P009798,2022,DOCTORATE
P005748,2022,VOC_POSTSEC
P030899,2022,BACHELOR_EQ
P025471,2022,VOC_POSTSEC
P026766,2022,SCHOOL
P012422,2022,MASTER_EQ
P017580,2022,NONE_LOW
P014810,2022,BACHELOR_EQ
P046064,2022,SCHOOL
P034669,2022,VOC_POSTSEC
P031777,2022,SCHOOL
P049835,2022,MASTER_EQ
P014481,2022,VOC_POSTSEC
P014101,2022,SCHOOL
P007280,2022,VOC_POSTSEC
P041234,2022,BACHELOR_EQ
P002971,2022,MASTER_EQ
P030438,2022,NONE_LOW
P009311,2022,SCHOOL
P034006,2022,VOC_POSTSEC
P040591,2022,VOC_POSTSEC
P047408,2022,SCHOOL
P012276,2022,VOC_POSTSEC
P048834,2022,VOC_POSTSEC
P046994,2022,SCHOOL
P041630,2022,SCHOOL
P004685,2022,VOC_POSTSEC
P011147,2022,SCHOOL
P041369,2022,VOC_POSTSEC
P030285,2022,NONE_LOW
P037162,2022,VOC_POSTSEC
P040882,2022,VOC_POSTSEC
P001882,2022,SCHOOL
P003218,2022,NONE_LOW
P031657,2022,NONE_LOW
P015230,2022,NONE_LOW
P020474,2022,DOCTORATE
P049796,2022,BACHELOR_EQ
P030494,2022,SCHOOL
P019654,2022,VOC_POSTSEC
P004192,2022,NONE_LOW
P037033,2022,SCHOOL
P048594,2022,NONE_LOW
P017230,2022,NONE_LOW
P010841,2022,BACHELOR_EQ
P045616,2022,VOC_POSTSEC
P042146,2022,VOC_POSTSEC
P037864,2022,MASTER_EQ
P049085,2022,VOC_POSTSEC
P046807,2022,MASTER_EQ
P046365,2022,VOC_POSTSEC
P012819,2022,VOC_POSTSEC
P037691,2022,VOC_POSTSEC
P008786,2022,BACHELOR_EQ
P004148,2022,SCHOOL
P041006,2022,SCHOOL
P045096,2022,VOC_POSTSEC
P020843,2022,SCHOOL
P001521,2022,BACHELOR_EQ
P042803,2022,SCHOOL
P035053,2022,VOC_POSTSEC
P037195,2022,BACHELOR_EQ
P032380,2022,VOC_POSTSEC
P039585,2022,BACHELOR_EQ
P021942,2022,NONE_LOW
P016454,2022,BACHELOR_EQ
P046568,2022,BACHELOR_EQ
P045002,2022,BACHELOR_EQ
P005258,2022,BACHELOR_EQ
P015996,2022,NONE_LOW
P044111,2022,VOC_POSTSEC
P015674,2022,VOC_POSTSEC
P036582,2022,SCHOOL
P023104,2022,SCHOOL
P044108,2022,VOC_POSTSEC
P012100,2022,VOC_POSTSEC
P041553,2022,SCHOOL
P032177,2022,SCHOOL
P032208,2022,VOC_POSTSEC
P047270,2022,DOCTORATE
P026365,2022,SCHOOL
P035000,2022,SCHOOL
P044241,2022,SCHOOL
P040584,2022,SCHOOL
