person_id,survey_year,education_code
P034150,2024,E3
P023765,2024,E4
P030618,2024,E5
P029228,2024,E1
P007195,2024,E5
P022389,2024,E3
P007836,2024,E3
P018017,2024,E1
P044487,2024,E3
P013965,2024,E3
P025216,2024,E3
P038593,2024,E3
P049214,2024,E4
P039315,2024,E5
P019473,2024,E2
P004048,2024,E4
P044452,2024,E3
P022128,2024,E3
P014323,2024,E3
P011231,2024,E3
P029164,2024,E4
P032561,2024,E2
P014820,2024,E4
P032499,2024,E1
P034489,2024,E4
P006799,2024,E3
P045917,2024,E4
P009962,2024,E3
P030327,2024,E4
P000969,2024,E2
P008516,2024,E1
P012626,2024,E3
P025334,2024,E3
P041527,2024,E2
P030832,2024,E5
P010376,2024,E2
P037159,2024,E2
P048695,2024,E3
P005983,2024,E4
P013716,2024,E3
P020803,2024,E2
P039178,2024,E3
P014244,2024,E3
P022558,2024,E3
P012280,2024,E6
P042020,2024,E3
P006289,2024,E5
P031724,2024,E3
P003809,2024,E2
P004136,2024,E2
P019790,2024,E2
P044313,2024,E2
P026504,2024,E3
P004543,2024,E5
P012042,2024,E3
P027049,2024,E2
P039209,2024,E3
P006181,2024,E3
P003475,2024,E4
P046874,2024,E5
P001705,2024,E2
P025058,2024,E1
P034688,2024,E4
P040018,2024,E3
P007832,2024,E3
P034841,2024,E4
P017295,2024,E2
P017308,2024,E4
P047850,2024,E4
P017434,2024,E4
P006880,2024,E3
P019153,2024,E1
P045838,2024,E5
P000585,2024,E3
P025173,2024,E4
P027984,2024,E3
P002987,2024,E2
P008658,2024,E3
P019101,2024,E3
P006835,2024,E3
P020419,2024,E1
P038651,2024,E1
P039381,2024,E3
P047582,2024,E3
P000037,2024,E2
P030281,2024,E3
P040200,2024,E4
P045516,2024,E2
P021652,2024,E4
P005507,2024,E3
P034768,2024,E3
P049446,2024,E3
P007728,2024,E2
P003848,2024,E3
P039279,2024,E3
P048238,2024,E2
P032974,2024,E2
P045502,2024,E3
P039795,2024,E3
P000525,2024,E1
P017846,2024,E2
P044191,2024,E3
P011209,2024,E4
P040357,2024,E1
P007112,2024,E3
P031935,2024,E3
P038126,2024,E2
P022948,2024,E1
P010166,2024,E4
P049547,2024,E3
P028180,2024,E3
P037825,2024,E3
P016037,2024,E3
P001484,2024,E1
P005648,2024,E3
P046871,2024,E3
P042717,2024,E4
P001096,2024,E3
P025397,2024,E3
P000080,2024,E3
P021619,2024,E3
P037720,2024,E2
P032200,2024,E4
P048852,2024,E2
P022542,2024,E2
P009430,2024,E3
P000663,2024,E4
P040462,2024,E2
P010350,2024,E3
P028266,2024,E3
P020857,2024,E3
P014209,2024,E5
P036167,2024,E3
P028340,2024,E2
P017775,2024,E5
P040121,2024,E3
P013541,2024,E2
P048249,2024,E3
P045664,2024,E2
P014653,2024,E5
P041776,2024,E4
P003937,2024,E2
P027347,2024,E2
P015619,2024,E3
P046199,2024,E1
P022129,2024,E3
P049206,2024,E2
P012985,2024,E2
P001839,2024,E3
P024454,2024,E3
P005863,2024,E1
P049676,2024,E3
P012227,2024,E4
P038520,2024,E4
P015791,2024,E3
P047464,2024,E2
P035639,2024,E2
P039561,2024,E3
P037055,2024,E2
P040645,2024,E3
P039799,2024,E2
P007177,2024,E3
P008279,2024,E3
P008038,2024,E4
P042006,2024,E2
P011247,2024,E3
P043703,2024,E2
P032747,2024,E3
P023522,2024,E3
P013778,2024,E2
P006979,2024,E5
P036261,2024,E2
P022728,2024,E3
P043440,2024,E3
P042414,2024,E3
P003040,2024,E2
P047837,2024,E1
P013214,2024,E3
P027033,2024,E3
P023648,2024,E4
P021182,2024,E4
P045101,2024,E1
P017927,2024,E3
P002277,2024,E2
P048643,2024,E4
P008891,2024,E4
P035785,2024,E5
P022242,2024,E5
P024752,2024,E4
P024853,2024,E4
P045013,2024,E4
P024549,2024,E2
P029991,2024,E2
P025575,2024,E2
P031925,2024,E1
P041566,2024,E3
P010396,2024,E3
P003979,2024,E2
P027987,2024,E4
P014897,2024,E3
P045930,2024,E2
P028706,2024,E3
P016521,2024,E3
P017913,2024,E2
P002884,2024,E1
P040773,2024,E1
P008145,2024,E3
P007408,2024,E3
P022926,2024,E5
P030664,2024,E4
P028312,2024,E3
P045994,2024,E6
P026035,2024,E4
P024062,2024,E2
P013358,2024,E3
P032412,2024,E3
P044509,2024,E5
P012616,2024,E3
P028271,2024,E3
P002829,2024,E4
P049465,2024,E2
P045865,2024,E3
P030418,2024,E2
P004384,2024,E2
P031601,2024,E2
P036995,2024,E2
P013448,2024,E1
P002750,2024,E2
P006783,2024,E3
P003988,2024,E3
P002180,2024,E1
P027161,2024,E2
P043764,2024,E2
P035659,2024,E3
P024572,2024,E3
P037618,2024,E3
P011632,2024,E_UNKNOWN
P020865,2024,E3
P006292,2024,E1
P013919,2024,E5
P040643,2024,E2
P021824,2024,E2
P001309,2024,E5
P031538,2024,E3
P024536,2024,E3
P033892,2024,E2
P009468,2024,E4
P042147,2024,E3
P032937,2024,E4
P017782,2024,
P029191,2024,E3
P045755,2024,E3
P037907,2024,E3
P018655,2023,E4
P012269,2024,E3
P047509,2024,E2
P031908,2024,E1
P040001,2024,E3
P003143,2024,E3
P016795,2024,E4
P042100,2024,E3
P026069,2024,E2
P018349,2024,E3
P003695,2024,E2
P000611,2024,E2
P015614,2024,E5
P027211,2024,E3
P009177,2024,E2
P009014,2024,E3
P007722,2024,E2
P015987,2024,E3
P031657,2024,E1
P017018,2024,E3
P028069,2024,E2
P042471,2024,E2
P031567,2024,E4
P045903,2024,E3
P004890,2024,E4
P045317,2024,E3
P046214,2024,E4
P006853,2024,E3
P039619,2024,E6
P002742,2024,E5
P048078,2024,E2
P024014,2024,
P002732,2024,E2
P036702,2024,E2
P035712,2024,E4
P030799,2024,E2
P007768,2024,E3
P015802,2024,E3
P041751,2024,E2
P009519,2024,E4
P038566,2024,E3
P030320,2024,E4
P034172,2024,E2
P025972,2024,E5
P048929,2024,E3
P040188,2024,E2
P027719,2024,E4
P037401,2024,E4
P008868,2024,E3
P000809,2024,E1
P028599,2024,E4
P029792,2024,E2
P000364,2024,E3
P023783,2024,E1
P039382,2024,E3
P027877,2024,E3
P041350,2024,E3
P045240,2024,E3
P025962,2024,E4
P011821,2024,E4
P041654,2024,E2
P019458,2024,E2
P013874,2024,E2
P003126,2024,E2
P032719,2024,E1
P020255,2024,E3
P004905,2024,E3
P024222,2024,E3
P026273,2024,E1
P027144,2024,E4
P020944,2024,E2
P040444,2024,E3
P025806,2024,E4
P007502,2024,E4
P025438,2024,E2
P005208,2024,E2
P046888,2024,E2
P014978,2024,E1
P020563,2024,E2
P002300,2024,E1
P018320,2024,E1
P038249,2024,E2
P020665,2024,E2
P001139,2024,E3
P043751,2024,E2
P048626,2024,E3
P000343,2024,E3
P044501,2024,E2
P006914,2024,E_UNKNOWN
P044355,2024,E1
P018226,2024,E4
P035124,2024,E3
P037502,2024,E2
P010332,2024,E5
P041888,2024,E3
P036123,2024,E5
P035993,2024,E3
P001596,2024,E3
P009025,2024,E2
P033359,2024,E3
P009705,2024,E2
P019941,2024,E3
P013700,2024,E5
P032720,2024,E3
P007245,2024,E3
P001845,2024,E5
P021035,2024,E3
P006192,2024,E3
P028668,2024,E3
P026083,2024,E2
P029839,2024,E3
P004243,2024,E3
P019834,2024,E4
P028514,2024,E4
P035368,2024,E2
P031223,2024,E3
P002770,2024,E5
P018396,2024,E2
P034037,2024,E5
P002738,2024,E2
P025021,2024,E5
P042385,2024,E3
P044619,2024,E4
P015460,2024,E2
P015720,2024,E6
P000556,2024,E2
P041788,2024,E3
P031621,2024,E1
P006087,2024,E2
P004736,2024,E4
P031782,2024,E3
P026729,2024,E3
P002857,2024,E2
P041931,2024,E5
P012818,2024,E3
P012697,2024,
P016746,2024,E4
P044294,2024,E3
P032674,2024,E1
P027972,2024,E3
P001717,2024,E1
P026126,2024,E2
P008713,2024,E2
P004607,2024,E4
P041845,2024,E4
P042789,2024,E_UNKNOWN
P024605,2024,E2
P007619,2024,E3
P000631,2024,E3
P047754,2024,E3
P001885,2024,E3
P040990,2024,E1
P019013,2024,E3
P016943,2024,E6
P012919,2024,E2
P042627,2024,E3
P016721,2024,E1
P034905,2024,E4
P020327,2024,E2
P020755,2024,E3
P000765,2024,E3
P037804,2024,E1
P041861,2024,E3
P005299,2024,E3
P029926,2024,E5
P011938,2024,E4
P029801,2024,E2
P002237,2024,E3
P040284,2024,E2
P019584,2024,E2
P031268,2024,E2
P019758,2024,E3
P046203,2024,E4
P032456,2024,E2
P037045,2024,E2
P005695,2024,E3
P010516,2024,E3
P002684,2024,E3
P047514,2024,E4
P003303,2024,E3
P032603,2024,E3
P016109,2024,E3
P044585,2024,E3
P020026,2024,E2
P025217,2024,E4
P017843,2024,E3
P035603,2024,E3
P038312,2024,E2
,2024,E3
P039054,2024,E5
P046739,2024,E3
P004105,2024,E2
P049511,2024,E1
P040724,2024,E1
P003804,2024,E3
P009838,2024,E3
P010525,2024,E4
P030985,2024,E2
P024448,2024,E3
P030771,2024,E3
P024890,2024,E6
P041637,2024,E3
P028391,2024,E3
P031476,2024,E4
P024802,2024,E4
P002195,2024,E3
P048046,2024,E2
P020556,2024,E1
P025245,2024,E3
P018270,2024,E3
P003221,2024,E4
P046549,2024,E4
P019391,2024,E5
P049254,2024,E3
P001642,2024,E1
P014495,2024,E5
P015714,2024,E2
P045441,2024,E3
P029955,2024,E3
P040135,2024,E5
P045193,2024,E3
P026091,2024,E3
P037857,2024,E6
P038776,2024,E3
P034246,2024,E3
P039914,2024,E1
P001668,2024,E5
P002286,2024,E3
P008780,2024,E3
P043537,2024,E5
P010864,2024,E5
P015562,2024,E3
P047755,2024,E3
P037646,2024,E2
P047472,2024,E3
P033169,2024,E4
P026177,2024,E3
P014342,2024,E3
P028533,2024,E5
P045029,2024,E5
P015411,2024,E2
P044736,2024,E1
P001335,2024,E2
P037732,2024,E2
P007289,2024,E3
P020747,2024,E3
P006705,2024,E2
P040051,2024,E3
P016595,2024,E2
P002765,2024,E3
P024183,2024,E2
P005816,2024,E2
P035971,2024,E4
P001441,2024,E2
P041416,2024,E1
P016190,2024,E2
P016872,2024,E2
P027611,2024,E3
P006205,2024,E2
P039680,2024,E5
P013182,2024,E3
P024917,2024,E4
P021946,2024,E3
P019220,2024,E2
P048631,2024,E2
P042038,2024,E2
P003373,2024,E2
P026371,2024,E4
P001978,2024,E2
P029189,2024,E3
P030953,2024,E3
P031021,2024,E2
P010185,2024,E3
P015349,2024,E1
P018024,2024,E4
P039719,2024,E3
P006859,2024,E5
P018319,2024,E3
P006753,2024,E3
P021062,2024,E3
P027495,2024,E3
P034311,2024,E4
P043383,2024,E2
P049723,2024,E4
P031928,2024,E2
P021493,2024,E5
P037417,2024,E3
P017769,2024,E4
P013466,2024,E2
P036289,2024,E2
P048491,2024,E2
P032472,2024,E3
P046193,2024,E5
P048617,2024,E2
P022654,2024,E5
P024572,2024,E3
P021743,2024,E3
