person_id,reference_year,age_at_reference_year,true_attainment_level,true_attainment_label
P031222,2022,18,2,school_qualification
P031222,2024,20,3,vocational_or_postsecondary
P031223,2022,33,3,vocational_or_postsecondary
P031223,2024,35,3,vocational_or_postsecondary
P031224,2022,37,3,vocational_or_postsecondary
P031224,2024,39,4,bachelor_or_equivalent
P031225,2022,33,4,bachelor_or_equivalent
P031225,2024,35,4,bachelor_or_equivalent
P031226,2022,33,5,master_or_equivalent
P031226,2024,35,5,master_or_equivalent
P031227,2022,60,3,vocational_or_postsecondary
P031227,2024,62,3,vocational_or_postsecondary
P031228,2022,76,2,school_qualification
P031228,2024,78,2,school_qualification
P031230,2022,24,2,school_qualification
P031230,2024,26,2,school_qualification
P031231,2022,25,4,bachelor_or_equivalent
P031231,2024,27,4,bachelor_or_equivalent
P031233,2022,63,3,vocational_or_postsecondary
P031233,2024,65,3,vocational_or_postsecondary
P031234,2022,39,4,bachelor_or_equivalent
P031234,2024,41,4,bachelor_or_equivalent
P031235,2022,74,4,bachelor_or_equivalent
P031235,2024,76,4,bachelor_or_equivalent
P031237,2022,60,1,low_or_none
P031237,2024,62,1,low_or_none
P031238,2022,57,4,bachelor_or_equivalent
P031238,2024,59,4,bachelor_or_equivalent
P031239,2022,73,3,vocational_or_postsecondary
P031239,2024,75,3,vocational_or_postsecondary
P031240,2022,43,2,school_qualification
P031240,2024,45,2,school_qualification
P031241,2022,59,3,vocational_or_postsecondary
P031241,2024,61,3,vocational_or_postsecondary
P031242,2022,21,1,low_or_none
P031242,2024,23,1,low_or_none
P031243,2022,52,4,bachelor_or_equivalent
P031243,2024,54,4,bachelor_or_equivalent
P031245,2022,68,3,vocational_or_postsecondary
P031245,2024,70,3,vocational_or_postsecondary
P031246,2022,46,3,vocational_or_postsecondary
P031246,2024,48,3,vocational_or_postsecondary
P031247,2022,76,3,vocational_or_postsecondary
P031247,2024,78,3,vocational_or_postsecondary
P031251,2022,74,3,vocational_or_postsecondary
P031251,2024,76,3,vocational_or_postsecondary
P031252,2024,15,2,school_qualification
P031253,2022,49,2,school_qualification
P031253,2024,51,2,school_qualification
P031254,2022,68,3,vocational_or_postsecondary
P031254,2024,70,3,vocational_or_postsecondary
P031255,2022,27,3,vocational_or_postsecondary
P031255,2024,29,3,vocational_or_postsecondary
P031256,2022,30,4,bachelor_or_equivalent
P031256,2024,32,4,bachelor_or_equivalent
P031257,2022,85,3,vocational_or_postsecondary
P031257,2024,87,3,vocational_or_postsecondary
P031258,2022,15,2,school_qualification
P031258,2024,17,2,school_qualification
P031259,2022,17,2,school_qualification
P031259,2024,19,3,vocational_or_postsecondary
P031260,2022,39,3,vocational_or_postsecondary
P031260,2024,41,3,vocational_or_postsecondary
P031262,2022,75,2,school_qualification
P031262,2024,77,2,school_qualification
P031263,2022,45,2,school_qualification
P031263,2024,47,2,school_qualification
P031264,2022,28,5,master_or_equivalent
P031264,2024,30,5,master_or_equivalent
P031265,2022,43,3,vocational_or_postsecondary
P031265,2024,45,3,vocational_or_postsecondary
P031266,2022,36,2,school_qualification
P031266,2024,38,2,school_qualification
P031267,2022,44,2,school_qualification
P031267,2024,46,2,school_qualification
P031268,2022,57,2,school_qualification
P031268,2024,59,2,school_qualification
P031269,2022,37,2,school_qualification
P031269,2024,39,2,school_qualification
P031270,2022,46,3,vocational_or_postsecondary
P031270,2024,48,3,vocational_or_postsecondary
P031272,2022,63,3,vocational_or_postsecondary
P031272,2024,65,3,vocational_or_postsecondary
P031273,2022,38,3,vocational_or_postsecondary
P031273,2024,40,3,vocational_or_postsecondary
P031275,2022,15,2,school_qualification
P031275,2024,17,3,vocational_or_postsecondary
P031276,2022,71,1,low_or_none
P031276,2024,73,1,low_or_none
P031277,2022,33,3,vocational_or_postsecondary
P031277,2024,35,3,vocational_or_postsecondary
P031278,2022,31,4,bachelor_or_equivalent
P031278,2024,33,4,bachelor_or_equivalent
P031279,2022,56,5,master_or_equivalent
P031279,2024,58,5,master_or_equivalent
P031280,2022,20,2,school_qualification
P031280,2024,22,3,vocational_or_postsecondary
P031281,2022,29,3,vocational_or_postsecondary
P031281,2024,31,3,vocational_or_postsecondary
P031282,2022,20,2,school_qualification
P031282,2024,22,2,school_qualification
P031283,2022,36,5,master_or_equivalent
P031283,2024,38,5,master_or_equivalent
P031284,2022,20,2,school_qualification
P031284,2024,22,2,school_qualification
P031286,2022,21,2,school_qualification
P031286,2024,23,3,vocational_or_postsecondary
P031287,2022,46,3,vocational_or_postsecondary
P031287,2024,48,3,vocational_or_postsecondary
P031288,2022,25,1,low_or_none
P031288,2024,27,2,school_qualification
P031289,2022,64,3,vocational_or_postsecondary
P031289,2024,66,3,vocational_or_postsecondary
P031290,2022,31,2,school_qualification
P031290,2024,33,2,school_qualification
P031291,2022,49,3,vocational_or_postsecondary
P031291,2024,51,3,vocational_or_postsecondary
P031292,2022,51,3,vocational_or_postsecondary
P031292,2024,53,3,vocational_or_postsecondary
P031293,2022,22,4,bachelor_or_equivalent
P031293,2024,24,4,bachelor_or_equivalent
P031294,2022,17,1,low_or_none
P031294,2024,19,2,school_qualification
P031296,2022,65,1,low_or_none
P031296,2024,67,1,low_or_none
P031297,2022,32,3,vocational_or_postsecondary
P031297,2024,34,3,vocational_or_postsecondary
P031298,2022,26,4,bachelor_or_equivalent
P031298,2024,28,4,bachelor_or_equivalent
P031299,2022,61,3,vocational_or_postsecondary
P031299,2024,63,3,vocational_or_postsecondary
P031300,2022,16,1,low_or_none
P031300,2024,18,2,school_qualification
P031301,2022,21,2,school_qualification
P031301,2024,23,2,school_qualification
P031303,2022,79,2,school_qualification
P031303,2024,81,2,school_qualification
P031304,2022,18,2,school_qualification
P031304,2024,20,2,school_qualification
P031305,2022,73,3,vocational_or_postsecondary
P031305,2024,75,3,vocational_or_postsecondary
P031306,2022,46,3,vocational_or_postsecondary
P031306,2024,48,3,vocational_or_postsecondary
P031307,2022,73,3,vocational_or_postsecondary
P031307,2024,75,3,vocational_or_postsecondary
P031308,2022,33,4,bachelor_or_equivalent
P031308,2024,35,4,bachelor_or_equivalent
P031309,2022,52,3,vocational_or_postsecondary
P031309,2024,54,3,vocational_or_postsecondary
P031310,2022,71,2,school_qualification
P031310,2024,73,2,school_qualification
P031311,2022,23,4,bachelor_or_equivalent
P031311,2024,25,4,bachelor_or_equivalent
P031312,2022,30,3,vocational_or_postsecondary
P031312,2024,32,3,vocational_or_postsecondary
P031313,2022,52,2,school_qualification
P031313,2024,54,2,school_qualification
P031314,2022,18,3,vocational_or_postsecondary
P031314,2024,20,4,bachelor_or_equivalent
P031315,2022,16,2,school_qualification
P031315,2024,18,2,school_qualification
P031316,2022,68,2,school_qualification
P031316,2024,70,2,school_qualification
P031317,2022,37,4,bachelor_or_equivalent
P031317,2024,39,4,bachelor_or_equivalent
P031318,2022,44,3,vocational_or_postsecondary
P031318,2024,46,3,vocational_or_postsecondary
P031319,2022,35,3,vocational_or_postsecondary
P031319,2024,37,3,vocational_or_postsecondary
P031320,2022,53,4,bachelor_or_equivalent
P031320,2024,55,4,bachelor_or_equivalent
P031321,2022,59,3,vocational_or_postsecondary
P031321,2024,61,3,vocational_or_postsecondary
P031322,2022,16,1,low_or_none
P031322,2024,18,2,school_qualification
P031323,2022,40,3,vocational_or_postsecondary
P031323,2024,42,3,vocational_or_postsecondary
P031325,2022,37,2,school_qualification
P031325,2024,39,2,school_qualification
P031326,2022,53,4,bachelor_or_equivalent
P031326,2024,55,4,bachelor_or_equivalent
P031328,2022,76,3,vocational_or_postsecondary
P031328,2024,78,3,vocational_or_postsecondary
P031329,2022,76,4,bachelor_or_equivalent
P031329,2024,78,4,bachelor_or_equivalent
P031330,2022,59,3,vocational_or_postsecondary
P031330,2024,61,3,vocational_or_postsecondary
P031332,2022,16,2,school_qualification
P031332,2024,18,3,vocational_or_postsecondary
P031333,2022,47,5,master_or_equivalent
P031333,2024,49,5,master_or_equivalent
P031334,2022,24,4,bachelor_or_equivalent
P031334,2024,26,5,master_or_equivalent
P031335,2022,81,3,vocational_or_postsecondary
P031335,2024,83,3,vocational_or_postsecondary
P031337,2022,77,2,school_qualification
P031337,2024,79,2,school_qualification
P031339,2022,75,4,bachelor_or_equivalent
P031339,2024,77,4,bachelor_or_equivalent
P031340,2022,28,3,vocational_or_postsecondary
P031340,2024,30,4,bachelor_or_equivalent
P031341,2022,45,2,school_qualification
P031341,2024,47,2,school_qualification
P031342,2022,38,3,vocational_or_postsecondary
P031342,2024,40,3,vocational_or_postsecondary
P031343,2022,44,4,bachelor_or_equivalent
P031343,2024,46,4,bachelor_or_equivalent
P031344,2022,17,2,school_qualification
P031344,2024,19,3,vocational_or_postsecondary
P031345,2022,79,3,vocational_or_postsecondary
P031345,2024,81,3,vocational_or_postsecondary
P031346,2022,69,3,vocational_or_postsecondary
P031346,2024,71,3,vocational_or_postsecondary
P031347,2022,41,1,low_or_none
P031347,2024,43,1,low_or_none
P031348,2022,67,3,vocational_or_postsecondary
P031348,2024,69,3,vocational_or_postsecondary
P031349,2022,24,2,school_qualification
P031349,2024,26,3,vocational_or_postsecondary
P031350,2022,48,3,vocational_or_postsecondary
P031350,2024,50,3,vocational_or_postsecondary
P031351,2022,33,3,vocational_or_postsecondary
P031351,2024,35,3,vocational_or_postsecondary
P031352,2022,39,4,bachelor_or_equivalent
P031352,2024,41,4,bachelor_or_equivalent
P031353,2022,83,4,bachelor_or_equivalent
P031353,2024,85,4,bachelor_or_equivalent
P031354,2022,91,3,vocational_or_postsecondary
P031354,2024,93,3,vocational_or_postsecondary
P031355,2022,30,4,bachelor_or_equivalent
P031355,2024,32,4,bachelor_or_equivalent
P031356,2022,28,2,school_qualification
P031356,2024,30,2,school_qualification
P031358,2022,46,3,vocational_or_postsecondary
P031358,2024,48,3,vocational_or_postsecondary
P031359,2022,86,3,vocational_or_postsecondary
P031359,2024,88,3,vocational_or_postsecondary
P031360,2022,60,3,vocational_or_postsecondary
P031360,2024,62,3,vocational_or_postsecondary
P031361,2022,37,2,school_qualification
P031361,2024,39,2,school_qualification
P031364,2022,87,3,vocational_or_postsecondary
P031364,2024,89,3,vocational_or_postsecondary
P031365,2022,54,3,vocational_or_postsecondary
P031365,2024,56,3,vocational_or_postsecondary
P031367,2022,27,1,low_or_none
P031367,2024,29,1,low_or_none
P031368,2022,47,3,vocational_or_postsecondary
P031368,2024,49,3,vocational_or_postsecondary
P031370,2022,26,3,vocational_or_postsecondary
P031370,2024,28,3,vocational_or_postsecondary
P031371,2022,41,3,vocational_or_postsecondary
P031371,2024,43,3,vocational_or_postsecondary
P031372,2022,23,3,vocational_or_postsecondary
P031372,2024,25,4,bachelor_or_equivalent
P031374,2022,67,2,school_qualification
P031374,2024,69,2,school_qualification
P031375,2022,21,2,school_qualification
P031375,2024,23,2,school_qualification
P031376,2022,19,2,school_qualification
P031376,2024,21,2,school_qualification
P031377,2022,19,3,vocational_or_postsecondary
P031377,2024,21,3,vocational_or_postsecondary
P031379,2022,35,4,bachelor_or_equivalent
P031379,2024,37,4,bachelor_or_equivalent
P031380,2022,26,3,vocational_or_postsecondary
P031380,2024,28,3,vocational_or_postsecondary
P031383,2022,26,4,bachelor_or_equivalent
P031383,2024,28,5,master_or_equivalent
P031384,2022,31,4,bachelor_or_equivalent
P031384,2024,33,4,bachelor_or_equivalent
P031385,2022,24,2,school_qualification
P031385,2024,26,2,school_qualification
P031386,2022,28,5,master_or_equivalent
P031386,2024,30,5,master_or_equivalent
P031387,2022,17,1,low_or_none
P031387,2024,19,1,low_or_none
P031388,2022,33,5,master_or_equivalent
P031388,2024,35,5,master_or_equivalent
P031390,2022,60,2,school_qualification
P031390,2024,62,2,school_qualification
P031391,2022,34,3,vocational_or_postsecondary
P031391,2024,36,3,vocational_or_postsecondary
P031392,2022,56,3,vocational_or_postsecondary
P031392,2024,58,3,vocational_or_postsecondary
P031394,2022,91,3,vocational_or_postsecondary
P031394,2024,93,3,vocational_or_postsecondary
P031395,2022,44,3,vocational_or_postsecondary
P031395,2024,46,3,vocational_or_postsecondary
P031396,2022,24,2,school_qualification
P031396,2024,26,3,vocational_or_postsecondary
P031397,2022,71,2,school_qualification
P031397,2024,73,2,school_qualification
P031399,2022,16,1,low_or_none
P031399,2024,18,1,low_or_none
P031401,2022,30,5,master_or_equivalent
P031401,2024,32,5,master_or_equivalent
P031403,2022,38,5,master_or_equivalent
P031403,2024,40,5,master_or_equivalent
P031404,2022,78,1,low_or_none
P031404,2024,80,1,low_or_none
P031405,2022,18,2,school_qualification
P031405,2024,20,2,school_qualification
P031406,2022,28,5,master_or_equivalent
P031406,2024,30,5,master_or_equivalent
P031407,2022,31,4,bachelor_or_equivalent
P031407,2024,33,5,master_or_equivalent
P031408,2022,76,5,master_or_equivalent
P031408,2024,78,5,master_or_equivalent
P031409,2024,16,1,low_or_none
P031410,2022,16,2,school_qualification
P031410,2024,18,3,vocational_or_postsecondary
P031411,2022,25,1,low_or_none
P031411,2024,27,1,low_or_none
P031412,2022,25,3,vocational_or_postsecondary
P031412,2024,27,3,vocational_or_postsecondary
P031413,2022,77,3,vocational_or_postsecondary
P031413,2024,79,3,vocational_or_postsecondary
P031414,2022,21,2,school_qualification
P031414,2024,23,2,school_qualification
P031415,2022,75,2,school_qualification
P031415,2024,77,2,school_qualification
P031416,2022,56,3,vocational_or_postsecondary
P031416,2024,58,3,vocational_or_postsecondary
P031417,2022,66,4,bachelor_or_equivalent
P031417,2024,68,4,bachelor_or_equivalent
P031418,2022,59,4,bachelor_or_equivalent
P031418,2024,61,4,bachelor_or_equivalent
P031419,2022,64,2,school_qualification
P031419,2024,66,2,school_qualification
P031421,2022,39,3,vocational_or_postsecondary
P031421,2024,41,3,vocational_or_postsecondary
P031422,2022,55,4,bachelor_or_equivalent
P031422,2024,57,4,bachelor_or_equivalent
P031423,2022,23,3,vocational_or_postsecondary
P031423,2024,25,4,bachelor_or_equivalent
P031424,2022,33,2,school_qualification
P031424,2024,35,2,school_qualification
P031425,2022,31,4,bachelor_or_equivalent
P031425,2024,33,4,bachelor_or_equivalent
P031426,2024,16,1,low_or_none
P031427,2024,15,1,low_or_none
P031428,2022,76,3,vocational_or_postsecondary
P031428,2024,78,3,vocational_or_postsecondary
P031429,2022,41,3,vocational_or_postsecondary
P031429,2024,43,3,vocational_or_postsecondary
P031430,2022,49,3,vocational_or_postsecondary
P031430,2024,51,3,vocational_or_postsecondary
P031431,2022,56,1,low_or_none
P031431,2024,58,1,low_or_none
P031432,2022,85,4,bachelor_or_equivalent
P031432,2024,87,4,bachelor_or_equivalent
P031433,2022,16,2,school_qualification
P031433,2024,18,2,school_qualification
P031434,2022,49,2,school_qualification
P031434,2024,51,2,school_qualification
P031435,2024,15,1,low_or_none
P031436,2022,72,3,vocational_or_postsecondary
P031436,2024,74,3,vocational_or_postsecondary
P031438,2022,47,2,school_qualification
P031438,2024,49,2,school_qualification
P031440,2022,47,3,vocational_or_postsecondary
P031440,2024,49,3,vocational_or_postsecondary
P031441,2022,50,3,vocational_or_postsecondary
P031441,2024,52,3,vocational_or_postsecondary
P031442,2022,24,2,school_qualification
P031442,2024,26,3,vocational_or_postsecondary
P031443,2022,45,3,vocational_or_postsecondary
P031443,2024,47,3,vocational_or_postsecondary
P031444,2022,63,3,vocational_or_postsecondary
P031444,2024,65,3,vocational_or_postsecondary
P031445,2022,58,3,vocational_or_postsecondary
P031445,2024,60,3,vocational_or_postsecondary
P031446,2022,19,3,vocational_or_postsecondary
P031446,2024,21,3,vocational_or_postsecondary
P031448,2022,21,3,vocational_or_postsecondary
P031448,2024,23,4,bachelor_or_equivalent
P031449,2022,75,3,vocational_or_postsecondary
P031449,2024,77,3,vocational_or_postsecondary
P031450,2022,70,1,low_or_none
P031450,2024,72,1,low_or_none
P031451,2022,51,3,vocational_or_postsecondary
P031451,2024,53,3,vocational_or_postsecondary
P031453,2022,32,3,vocational_or_postsecondary
P031453,2024,34,3,vocational_or_postsecondary
P031454,2022,18,3,vocational_or_postsecondary
P031454,2024,20,3,vocational_or_postsecondary
P031455,2022,37,2,school_qualification
P031455,2024,39,2,school_qualification
P031457,2022,42,2,school_qualification
P031457,2024,44,2,school_qualification
P031461,2022,67,3,vocational_or_postsecondary
P031461,2024,69,3,vocational_or_postsecondary
P031462,2022,46,4,bachelor_or_equivalent
P031462,2024,48,4,bachelor_or_equivalent
P031463,2022,90,3,vocational_or_postsecondary
P031463,2024,92,3,vocational_or_postsecondary
P031465,2022,51,3,vocational_or_postsecondary
P031465,2024,53,3,vocational_or_postsecondary
P031466,2022,48,2,school_qualification
P031466,2024,50,3,vocational_or_postsecondary
P031467,2022,88,3,vocational_or_postsecondary
P031467,2024,90,3,vocational_or_postsecondary
P031468,2022,69,4,bachelor_or_equivalent
P031468,2024,71,4,bachelor_or_equivalent
P031469,2022,65,1,low_or_none
P031469,2024,67,1,low_or_none
P031470,2022,42,3,vocational_or_postsecondary
P031470,2024,44,3,vocational_or_postsecondary
P031472,2022,79,3,vocational_or_postsecondary
P031472,2024,81,3,vocational_or_postsecondary
P031473,2022,21,2,school_qualification
P031473,2024,23,2,school_qualification
P031474,2022,23,2,school_qualification
P031474,2024,25,2,school_qualification
P031475,2022,37,3,vocational_or_postsecondary
P031475,2024,39,3,vocational_or_postsecondary
P031476,2022,39,3,vocational_or_postsecondary
P031476,2024,41,3,vocational_or_postsecondary
P031477,2022,24,2,school_qualification
P031477,2024,26,2,school_qualification
P031478,2022,88,2,school_qualification
P031478,2024,90,2,school_qualification
P031479,2022,47,3,vocational_or_postsecondary
P031479,2024,49,3,vocational_or_postsecondary
P031481,2022,24,2,school_qualification
P031481,2024,26,2,school_qualification
P031482,2022,74,3,vocational_or_postsecondary
P031482,2024,76,3,vocational_or_postsecondary
P031483,2022,32,4,bachelor_or_equivalent
P031483,2024,34,4,bachelor_or_equivalent
P031484,2022,15,1,low_or_none
P031484,2024,17,1,low_or_none
P031485,2022,74,6,doctorate
P031485,2024,76,6,doctorate
P031486,2022,59,3,vocational_or_postsecondary
P031486,2024,61,3,vocational_or_postsecondary
P031487,2022,52,4,bachelor_or_equivalent
P031487,2024,54,4,bachelor_or_equivalent
P031488,2022,20,2,school_qualification
P031488,2024,22,2,school_qualification
P031489,2022,47,3,vocational_or_postsecondary
P031489,2024,49,3,vocational_or_postsecondary
P031490,2022,37,3,vocational_or_postsecondary
P031490,2024,39,3,vocational_or_postsecondary
P031492,2022,66,3,vocational_or_postsecondary
P031492,2024,68,3,vocational_or_postsecondary
P031493,2022,42,4,bachelor_or_equivalent
P031493,2024,44,4,bachelor_or_equivalent
P031494,2024,15,1,low_or_none
P031495,2022,47,2,school_qualification
P031495,2024,49,2,school_qualification
P031496,2022,51,2,school_qualification
P031496,2024,53,2,school_qualification
P031497,2022,20,4,bachelor_or_equivalent
P031497,2024,22,5,master_or_equivalent
P031498,2022,25,3,vocational_or_postsecondary
P031498,2024,27,3,vocational_or_postsecondary
P031499,2022,62,3,vocational_or_postsecondary
P031499,2024,64,3,vocational_or_postsecondary
P031500,2022,54,2,school_qualification
P031500,2024,56,2,school_qualification
P031502,2022,47,3,vocational_or_postsecondary
P031502,2024,49,3,vocational_or_postsecondary
P031503,2022,83,2,school_qualification
P031503,2024,85,2,school_qualification
P031504,2022,80,1,low_or_none
P031504,2024,82,1,low_or_none
P031505,2022,44,3,vocational_or_postsecondary
P031505,2024,46,3,vocational_or_postsecondary
P031506,2022,29,6,doctorate
P031506,2024,31,6,doctorate
P031507,2022,40,3,vocational_or_postsecondary
P031507,2024,42,3,vocational_or_postsecondary
P031508,2022,31,4,bachelor_or_equivalent
P031508,2024,33,4,bachelor_or_equivalent
P031509,2022,33,2,school_qualification
P031509,2024,35,2,school_qualification
P031510,2022,20,4,bachelor_or_equivalent
P031510,2024,22,5,master_or_equivalent
P031511,2022,89,1,low_or_none
P031511,2024,91,1,low_or_none
P031512,2022,77,2,school_qualification
P031512,2024,79,2,school_qualification
P031513,2022,71,3,vocational_or_postsecondary
P031513,2024,73,3,vocational_or_postsecondary
P031514,2022,50,3,vocational_or_postsecondary
P031514,2024,52,3,vocational_or_postsecondary
P031515,2022,55,3,vocational_or_postsecondary
P031515,2024,57,3,vocational_or_postsecondary
P031516,2022,62,2,school_qualification
P031516,2024,64,2,school_qualification
P031517,2022,26,3,vocational_or_postsecondary
P031517,2024,28,4,bachelor_or_equivalent
P031518,2022,31,3,vocational_or_postsecondary
P031518,2024,33,3,vocational_or_postsecondary
P031519,2022,23,2,school_qualification
P031519,2024,25,2,school_qualification
P031520,2024,16,2,school_qualification
P031522,2022,64,2,school_qualification
P031522,2024,66,2,school_qualification
P031523,2022,56,2,school_qualification
P031523,2024,58,2,school_qualification
P031524,2022,27,3,vocational_or_postsecondary
P031524,2024,29,3,vocational_or_postsecondary
P031525,2022,43,3,vocational_or_postsecondary
P031525,2024,45,3,vocational_or_postsecondary
P031526,2022,61,3,vocational_or_postsecondary
P031526,2024,63,3,vocational_or_postsecondary
P031527,2022,26,3,vocational_or_postsecondary
P031527,2024,28,3,vocational_or_postsecondary
P031528,2022,38,2,school_qualification
P031528,2024,40,2,school_qualification
P031529,2022,40,2,school_qualification
P031529,2024,42,2,school_qualification
P031531,2022,55,3,vocational_or_postsecondary
P031531,2024,57,3,vocational_or_postsecondary
P031532,2022,70,2,school_qualification
P031532,2024,72,2,school_qualification
P031533,2022,77,6,doctorate
P031533,2024,79,6,doctorate
P031534,2022,60,3,vocational_or_postsecondary
P031534,2024,62,3,vocational_or_postsecondary
P031535,2022,39,2,school_qualification
P031535,2024,41,2,school_qualification
P031536,2022,52,3,vocational_or_postsecondary
P031536,2024,54,3,vocational_or_postsecondary
P031537,2022,40,2,school_qualification
P031537,2024,42,2,school_qualification
P031538,2022,24,1,low_or_none
P031538,2024,26,1,low_or_none
P031539,2022,67,3,vocational_or_postsecondary
P031539,2024,69,4,bachelor_or_equivalent
P031540,2022,15,1,low_or_none
P031540,2024,17,2,school_qualification
P031541,2022,21,2,school_qualification
P031541,2024,23,3,vocational_or_postsecondary
P031542,2022,51,2,school_qualification
P031542,2024,53,2,school_qualification
P031543,2022,24,2,school_qualification
P031543,2024,26,3,vocational_or_postsecondary
P031544,2022,25,5,master_or_equivalent
P031544,2024,27,5,master_or_equivalent
P031546,2022,28,3,vocational_or_postsecondary
P031546,2024,30,3,vocational_or_postsecondary
P031547,2022,29,4,bachelor_or_equivalent
P031547,2024,31,4,bachelor_or_equivalent
P031548,2022,27,3,vocational_or_postsecondary
P031548,2024,29,4,bachelor_or_equivalent
P031549,2022,46,4,bachelor_or_equivalent
P031549,2024,48,4,bachelor_or_equivalent
P031551,2022,66,3,vocational_or_postsecondary
P031551,2024,68,3,vocational_or_postsecondary
P031552,2022,45,5,master_or_equivalent
P031552,2024,47,5,master_or_equivalent
P031553,2022,41,4,bachelor_or_equivalent
P031553,2024,43,4,bachelor_or_equivalent
P031554,2022,28,2,school_qualification
P031554,2024,30,2,school_qualification
P031556,2022,29,4,bachelor_or_equivalent
P031556,2024,31,4,bachelor_or_equivalent
P031558,2022,57,3,vocational_or_postsecondary
P031558,2024,59,3,vocational_or_postsecondary
P031559,2022,27,2,school_qualification
P031559,2024,29,3,vocational_or_postsecondary
P031561,2022,35,4,bachelor_or_equivalent
P031561,2024,37,4,bachelor_or_equivalent
P031563,2022,48,5,master_or_equivalent
P031563,2024,50,5,master_or_equivalent
P031564,2022,67,1,low_or_none
P031564,2024,69,1,low_or_none
P031566,2022,38,3,vocational_or_postsecondary
P031566,2024,40,3,vocational_or_postsecondary
P031567,2022,66,2,school_qualification
P031567,2024,68,2,school_qualification
P031568,2022,33,3,vocational_or_postsecondary
P031568,2024,35,3,vocational_or_postsecondary
P031569,2022,30,3,vocational_or_postsecondary
P031569,2024,32,3,vocational_or_postsecondary
P031570,2022,33,1,low_or_none
P031570,2024,35,1,low_or_none
P031571,2024,16,2,school_qualification
P031572,2022,66,3,vocational_or_postsecondary
P031572,2024,68,3,vocational_or_postsecondary
P031573,2022,71,3,vocational_or_postsecondary
P031573,2024,73,3,vocational_or_postsecondary
P031574,2022,27,2,school_qualification
P031574,2024,29,2,school_qualification
P031575,2022,22,3,vocational_or_postsecondary
P031575,2024,24,4,bachelor_or_equivalent
P031576,2022,29,3,vocational_or_postsecondary
P031576,2024,31,3,vocational_or_postsecondary
P031577,2022,16,1,low_or_none
P031577,2024,18,2,school_qualification
P031578,2022,27,2,school_qualification
P031578,2024,29,3,vocational_or_postsecondary
P031579,2022,59,3,vocational_or_postsecondary
P031579,2024,61,3,vocational_or_postsecondary
P031580,2022,32,2,school_qualification
P031580,2024,34,2,school_qualification
P031581,2022,24,2,school_qualification
P031581,2024,26,2,school_qualification
P031582,2022,27,4,bachelor_or_equivalent
P031582,2024,29,4,bachelor_or_equivalent
P031583,2022,23,2,school_qualification
P031583,2024,25,3,vocational_or_postsecondary
P031584,2022,37,4,bachelor_or_equivalent
P031584,2024,39,4,bachelor_or_equivalent
P031585,2022,21,2,school_qualification
P031585,2024,23,2,school_qualification
P031586,2022,73,2,school_qualification
P031586,2024,75,3,vocational_or_postsecondary
P031588,2022,63,3,vocational_or_postsecondary
P031588,2024,65,3,vocational_or_postsecondary
P031589,2022,44,1,low_or_none
P031589,2024,46,1,low_or_none
P031590,2022,51,4,bachelor_or_equivalent
P031590,2024,53,4,bachelor_or_equivalent
P031591,2022,28,4,bachelor_or_equivalent
P031591,2024,30,4,bachelor_or_equivalent
P031592,2022,86,2,school_qualification
P031592,2024,88,2,school_qualification
P031593,2022,68,4,bachelor_or_equivalent
P031593,2024,70,4,bachelor_or_equivalent
P031595,2022,53,5,master_or_equivalent
P031595,2024,55,5,master_or_equivalent
P031596,2022,32,4,bachelor_or_equivalent
P031596,2024,34,4,bachelor_or_equivalent
P031598,2022,63,2,school_qualification
P031598,2024,65,2,school_qualification
P031600,2022,32,2,school_qualification
P031600,2024,34,2,school_qualification
P031601,2022,23,5,master_or_equivalent
P031601,2024,25,6,doctorate
P031602,2022,68,1,low_or_none
P031602,2024,70,1,low_or_none
P031603,2022,35,2,school_qualification
P031603,2024,37,2,school_qualification
P031605,2022,43,2,school_qualification
P031605,2024,45,2,school_qualification
P031606,2022,17,2,school_qualification
P031606,2024,19,3,vocational_or_postsecondary
P031607,2022,65,2,school_qualification
P031607,2024,67,2,school_qualification
P031608,2022,76,4,bachelor_or_equivalent
P031608,2024,78,4,bachelor_or_equivalent
P031610,2022,19,3,vocational_or_postsecondary
P031610,2024,21,4,bachelor_or_equivalent
P031611,2022,24,2,school_qualification
P031611,2024,26,2,school_qualification
P031612,2022,26,4,bachelor_or_equivalent
P031612,2024,28,4,bachelor_or_equivalent
P031613,2022,79,1,low_or_none
P031613,2024,81,1,low_or_none
P031615,2022,69,5,master_or_equivalent
P031615,2024,71,5,master_or_equivalent
P031616,2022,61,1,low_or_none
P031616,2024,63,1,low_or_none
P031617,2022,89,4,bachelor_or_equivalent
P031617,2024,91,5,master_or_equivalent
P031618,2022,42,3,vocational_or_postsecondary
P031618,2024,44,3,vocational_or_postsecondary
P031619,2022,25,3,vocational_or_postsecondary
P031619,2024,27,3,vocational_or_postsecondary
P031620,2022,46,3,vocational_or_postsecondary
P031620,2024,48,3,vocational_or_postsecondary
P031621,2022,16,2,school_qualification
P031621,2024,18,2,school_qualification
P031622,2022,48,3,vocational_or_postsecondary
P031622,2024,50,3,vocational_or_postsecondary
P031623,2022,69,4,bachelor_or_equivalent
P031623,2024,71,4,bachelor_or_equivalent
P031624,2022,24,2,school_qualification
P031624,2024,26,3,vocational_or_postsecondary
P031625,2022,61,2,school_qualification
P031625,2024,63,2,school_qualification
P031626,2022,58,3,vocational_or_postsecondary
P031626,2024,60,3,vocational_or_postsecondary
