person_id,ref_date,employment_status,days_employed_last_12m,annual_employment_income,contact_address_id
P026129,2025-12-31,marginal,112,7766.09,A008276
P026132,2025-12-31,employed,290,57906.73,A001108
P026133,2025-12-31,employed,152,21197.19,A012401
P026134,2025-12-31,employed,209,27159.08,A012401
P026135,2025-12-31,employed,301,20480.09,A012401
P026136,2025-12-31,marginal,106,3981.73,A012401
P026138,2025-12-31,employed,342,32233.27,A008277
P026142,2025-12-31,employed,306,17773.75,A005669
P026144,2025-12-31,employed,261,14416.08,A005669
P026145,2025-12-31,employed,302,54655.45,A017625
P026152,2025-12-31,employed,347,12768.27,A010495
P026153,2025-12-31,employed,195,28262.24,NA
P026156,2025-12-31,employed,241,14377.51,A016045
P026157,2025-12-31,no_record,0,0,A016045
P026158,2025-12-31,employed,NA,31574.72,A016045
P026164,2025-12-31,employed,365,53447.9,A003706
P026165,2025-12-31,employed,208,61811.4,A003706
P026166,2025-12-31,employed,283,58590.34,A006822
P026169,2025-12-31,employed,260,21033.23,A010416
P026172,2025-12-31,marginal,112,3748.22,A006753
P026174,2025-12-31,employed,301,35327.8,NA
P026176,2025-12-31,self_employed,321,3071.55,A014729
P026177,2025-12-31,employed,278,22850.03,A014729
P026178,2025-12-31,marginal,43,4101.17,A012784
P026186,2025-12-31,marginal,55,2216.14,NA
P026189,2025-12-31,marginal,98,3978.34,A014736
P026191,2025-12-31,employed,340,45963.09,A014520
P026192,2025-12-31,employed,348,23425.79,A017602
P026195,2025-12-31,employed,234,23930.32,A007077
P026199,2025-12-31,self_employed,182,4270.93,A013916
P026200,2025-12-31,employed,165,60231.49,A013916
P026201,2025-12-31,employed,325,13778.07,A013916
P026204,2025-12-31,employed,365,23158.34,A001358
P026205,2025-12-31,employed,306,35887.89,A006152
P026207,2025-12-31,self_employed,365,64156.22,A015589
P026208,2025-12-31,employed,232,27593.56,A015439
P026209,2025-12-31,employed,163,11528.9,A015439
P026210,2025-12-31,employed,365,48290.23,A015439
P026211,2025-12-31,self_employed,205,29480.7,A015439
P026212,2025-12-31,employed,365,29747.28,A003181
P026213,2025-12-31,marginal,130,3418.58,A013560
P026214,2025-12-31,self_employed,254,12654.22,A003326
P026216,2025-12-31,employed,257,21537.86,A017570
P026217,2025-12-31,employed,319,13928.78,A016245
P026219,2025-12-31,marginal,36,5447.35,A010463
P026223,2025-12-31,employed,258,43464.29,A008449
P026224,2025-12-31,marginal,184,3130.77,A008449
P026225,2025-12-31,employed,247,24019.24,A008449
P026226,2025-12-31,employed,287,26453.47,A016661
P026227,2025-12-31,employed,312,32925.86,A016661
P026231,2025-12-31,employed,269,21388.8,A011168
P026232,2025-12-31,employed,320,57897.48,A000417
P026233,2025-12-31,employed,260,31023.05,A000417
P026234,2025-12-31,marginal,108,3231.31,A012456
P026238,2025-12-31,self_employed,92,9932.18,A017353
P026242,2025-12-31,employed,233,19177.61,A015296
P026245,2025-12-31,employed,315,35913.71,A014291
P026249,2025-12-31,employed,240,18678.66,A017149
P026251,2025-12-31,employed,182,26191.88,A015678
P026255,2025-12-31,marginal,150,2637.34,A004996
P026256,2025-12-31,employed,225,33287.58,A004996
P026257,2025-12-31,employed,358,32102.9,A004996
P026260,2025-12-31,self_employed,365,48713.43,A015591
P026262,2025-12-31,employed,206,16269.21,A016223
P026263,2025-12-31,employed,217,22688.32,A012546
P026264,2025-12-31,employed,315,17294.54,A012546
P026266,2025-12-31,self_employed,171,28432.61,A013604
P026267,2025-12-31,self_employed,74,22999.55,A004630
P026270,2025-12-31,employed,267,31762.28,A013300
P026273,2025-12-31,employed,323,17499.76,A013300
P026274,2025-12-31,employed,289,25992.95,A001319
P026276,2025-12-31,employed,365,36846.18,A001319
P026279,2025-12-31,marginal,96,5334.3,A006514
P026280,2025-12-31,marginal,107,3281.09,A004638
P026281,2025-12-31,employed,299,33507.24,A004638
P026284,2025-12-31,employed,235,22881.03,A004856
P026285,2025-12-31,employed,273,18078.2,A017662
P026286,2025-12-31,employed,324,23422.68,NA
P026289,2025-12-31,employed,365,16174.64,A013559
P026291,2025-12-31,marginal,52,4193.94,A013559
P026292,2025-12-31,self_employed,220,7377.56,A004031
P026293,2025-12-31,employed,321,18644.28,A004031
P026294,2025-12-31,self_employed,268,13177.56,A004031
P026295,2025-12-31,self_employed,229,23416.4,A004031
P026296,2025-12-31,employed,153,16553.06,A003304
P026298,2025-12-31,employed,199,41463.04,A003304
P026300,2025-12-31,employed,232,45167.65,A014707
P026305,2025-12-31,employed,363,40902.26,A012607
P026306,2025-12-31,employed,233,53381.44,A012607
P026309,2025-12-31,employed,313,46562.85,A012073
P026310,2025-12-31,employed,297,24750,A006205
P026311,2025-12-31,self_employed,365,18177.3,A006205
P026313,2025-12-31,employed,322,29512.51,A006428
P026314,2025-12-31,employed,181,18870.6,A014862
P026317,2025-12-31,marginal,80,5103.02,A011444
P026320,2025-12-31,employed,341,38124.33,A003146
P026322,2025-12-31,employed,349,23620.58,A003146
P026326,2025-12-31,employed,343,25766.62,A015614
P026327,2025-12-31,no_record,0,0,A015614
P026328,2025-12-31,employed,182,37741.3,A013230
P026330,2025-12-31,employed,340,42821.07,A002106
P026332,2025-12-31,marginal,219,7496.37,A002106
P026334,2025-12-31,employed,314,39270.17,A001118
P026336,2025-12-31,self_employed,207,38397.06,A013750
P026337,2025-12-31,employed,291,11605.17,A013750
P026338,2025-12-31,self_employed,237,40319.84,A013750
P026339,2025-12-31,employed,353,30591.55,A013750
P026341,2025-12-31,employed,335,15827.53,A003893
P026343,2025-12-31,employed,333,29266.15,A003893
P026345,2025-12-31,employed,365,27208.68,A000952
P026350,2025-12-31,marginal,100,3082.73,A016152
P026356,2025-12-31,employed,NA,21529.6,A008470
P026357,2025-12-31,employed,328,16171.39,A007393
P026360,2025-12-31,self_employed,257,14536.7,A000297
P026365,2025-12-31,employed,365,24261.44,A003415
P026367,2025-12-31,employed,202,15513.68,A003415
P026368,2025-12-31,marginal,109,7338.04,A003415
P026369,2025-12-31,employed,359,65449.15,A001848
P026371,2025-12-31,employed,202,79648.98,A001848
P026374,2025-12-31,employed,253,40846.95,A017497
P026377,2025-12-31,employed,232,17581.86,A017497
P026380,2025-12-31,marginal,91,6591.46,A008736
P026381,2025-12-31,employed,266,68085.2,A011569
P026385,2025-12-31,employed,290,23704.14,A001720
P026388,2025-12-31,marginal,160,6189.08,A012485
P026390,2025-12-31,employed,345,19867.03,A012485
P026391,2025-12-31,employed,283,41897.6,A000645
P026392,2025-12-31,employed,364,38932.95,A000645
P026397,2025-12-31,employed,283,8646.55,A014800
P026399,2025-12-31,employed,284,54019.97,A014800
P026401,2025-12-31,marginal,69,4120.67,A014800
P026402,2025-12-31,marginal,114,5891,A005405
P026403,2025-12-31,employed,280,19485.01,A005405
P026404,2025-12-31,employed,312,27742.42,A007661
P026405,2025-12-31,employed,291,21563.92,A007661
P026406,2025-12-31,employed,350,32054.17,A009632
P026411,2025-12-31,employed,233,27137.46,A009041
P026412,2025-12-31,employed,347,34746.04,A015536
P026414,2025-12-31,marginal,84,5309.31,A015536
P026416,2025-12-31,employed,261,26197.99,A011565
P026417,2025-12-31,marginal,86,7581.95,A010978
P026418,2025-12-31,employed,253,21687.35,A007932
P026424,2025-12-31,employed,236,9037.52,A004220
P026425,2025-12-31,self_employed,257,30868.92,A004220
P026429,2025-12-31,employed,233,23117.47,A015744
P026430,2025-12-31,employed,251,29511.21,A015744
P026431,2025-12-31,employed,212,15067.84,A015744
P026438,2025-12-31,employed,174,15235.22,A010386
P026440,2025-12-31,employed,309,12177.26,A002357
P026447,2025-12-31,employed,227,33359.35,A003312
P026453,2025-12-31,employed,215,31833.94,A014155
P026454,2025-12-31,employed,315,17699.87,A009119
P026455,2025-12-31,employed,301,12827.82,A009119
P026456,2025-12-31,employed,279,20379.14,A009119
P026457,2025-12-31,employed,242,48404.71,A015095
P026458,2025-12-31,employed,165,25981.99,A015095
P026460,2025-12-31,employed,191,38382.32,A012082
P026466,2025-12-31,employed,365,22211.57,A016434
P026469,2025-12-31,marginal,146,4421.07,A013347
P026471,2025-12-31,employed,303,40390.28,A016210
P026473,2025-12-31,no_record,0,0,A012408
P026476,2025-12-31,employed,306,23364.9,A015080
P026477,2025-12-31,self_employed,231,16877.83,A000794
P026478,2025-12-31,marginal,136,8870.74,A000794
P026480,2025-12-31,employed,204,32553.26,A003896
P026485,2025-12-31,employed,222,76786.37,A009354
P026487,2025-12-31,employed,332,33975.79,A015710
P026488,2025-12-31,self_employed,247,25753.97,A010044
P026489,2025-12-31,self_employed,365,31179.39,A007739
P026490,2025-12-31,employed,365,23021.77,A016433
P026495,2025-12-31,marginal,125,4082.99,NA
P026497,2025-12-31,employed,317,31062.51,A003720
P026502,2025-12-31,employed,203,34192.32,A017158
P026503,2025-12-31,employed,292,33102.04,A016871
P026505,2025-12-31,employed,219,27880.06,A002511
P026507,2025-12-31,employed,266,52902.64,A012755
P026508,2025-12-31,employed,299,12158.27,A012755
P026509,2025-12-31,marginal,150,4652.37,A016797
P026510,2025-12-31,employed,205,18866.44,A016797
P026512,2025-12-31,employed,328,31791.15,A010327
P026514,2025-12-31,employed,326,35215.78,A001541
P026515,2025-12-31,employed,365,36052.5,A001541
P026517,2025-12-31,employed,299,36213.68,A012796
P026518,2025-12-31,employed,292,28657.81,A013381
P026519,2025-12-31,self_employed,330,16144.36,A014537
P026520,2025-12-31,employed,223,21442.96,A007502
P026521,2025-12-31,employed,346,22677.61,A007502
P026523,2025-12-31,employed,291,31062.87,A013075
P026525,2025-12-31,employed,283,27685.11,A015851
P026527,2025-12-31,employed,365,19307.24,A004319
P026529,2025-12-31,marginal,120,7794.99,A004319
P026530,2025-12-31,employed,226,35639.19,A004319
P026531,2025-12-31,employed,365,18146.5,A007500
P026532,2025-12-31,employed,217,13399.74,A009643
P026535,2025-12-31,employed,344,26207.25,A017554
P026538,2025-12-31,employed,291,36638.08,A010386
P026541,2025-12-31,employed,350,20206.78,A013967
P026545,2025-12-31,employed,365,19544.15,A005883
P026547,2025-12-31,employed,345,30144.89,A005883
P026549,2025-12-31,employed,255,43263.05,A016024
P026552,2025-12-31,employed,365,23707.54,A016024
P026555,2025-12-31,marginal,117,5106.04,A010924
P026559,2025-12-31,self_employed,249,19961.79,A016434
P026563,2025-12-31,employed,336,22372.84,A006770
P026564,2025-12-31,marginal,149,8044.73,A014241
P026568,2025-12-31,self_employed,NA,63462.82,A009393
P026569,2025-12-31,self_employed,365,44500.78,A004465
P026570,2025-12-31,employed,365,24054.71,A001487
P026571,2025-12-31,marginal,133,5680.15,A002485
P026573,2025-12-31,employed,255,45290.61,A011895
P026574,2025-12-31,employed,314,72271.12,A014246
P026576,2025-12-31,employed,365,46103.27,A013231
P026577,2025-12-31,employed,237,17058.79,A013231
P026578,2025-12-31,employed,281,24616.99,A012210
P026579,2025-12-31,employed,229,27989.04,A012210
P026580,2025-12-31,marginal,88,3688.05,A012210
P026582,2025-12-31,employed,276,48537.13,A007472
P026588,2025-12-31,employed,365,17551.99,A013178
P026593,2025-12-31,employed,146,13081.09,A010656
P026594,2025-12-31,marginal,156,2614.3,A002764
P026597,2025-12-31,employed,313,16557.38,A006943
P026599,2025-12-31,employed,280,54525.35,A017162
P026601,2025-12-31,employed,365,15832.97,A017162
P026604,2025-12-31,employed,200,18674.18,A006839
P026606,2025-12-31,employed,315,17320.61,A006839
P026609,2025-12-31,employed,321,12118.82,A010139
P026614,2025-12-31,employed,216,40469.71,A014093
P026616,2025-12-31,employed,212,37448.93,A016520
P026617,2025-12-31,employed,215,15051.54,A002000
P026619,2025-12-31,self_employed,273,42907.42,A002081
P026620,2025-12-31,self_employed,342,11346.12,A002081
P026621,2025-12-31,employed,266,58485.5,A002081
P026622,2025-12-31,employed,299,36474.48,A002081
P026624,2025-12-31,marginal,100,5435.64,A002602
P026625,2025-12-31,employed,280,59541.45,A002602
P026628,2025-12-31,marginal,144,3201.75,A007130
P026629,2025-12-31,marginal,106,9160.1,A001953
P026631,2025-12-31,employed,301,31067.83,A017586
P026632,2025-12-31,employed,321,28463.54,A017586
P026633,2025-12-31,employed,190,24555.8,A004651
P026635,2025-12-31,employed,365,20616.29,A008065
P026638,2025-12-31,employed,231,18171.2,A009649
P026639,2025-12-31,employed,221,40296.49,A009649
P026641,2025-12-31,employed,353,42729.68,A009649
P026642,2025-12-31,marginal,79,5323.39,A009649
P026646,2025-12-31,employed,340,36313.96,A015674
P026651,2025-12-31,employed,181,42201.28,A007124
P026652,2025-12-31,no_record,0,0,A007124
P026655,2025-12-31,employed,365,35931.79,A007124
P026658,2025-12-31,self_employed,226,17241.62,NA
P026659,2025-12-31,employed,339,31150.88,A013689
P026662,2025-12-31,employed,293,17374.84,A011685
P026667,2025-12-31,employed,302,25755.68,A001393
P026668,2025-12-31,self_employed,312,28332.42,A001393
P026671,2025-12-31,no_record,0,0,A014085
P026672,2025-12-31,marginal,127,2922.3,A004792
P026673,2025-12-31,employed,202,30550.16,A016483
P026676,2025-12-31,employed,129,36165.31,A016483
P026677,2025-12-31,employed,146,44422.75,A016483
P026681,2025-12-31,employed,333,23225.29,A005833
P026683,2025-12-31,employed,289,13667.87,A005833
P026686,2025-12-31,marginal,76,3906.1,A000458
P026687,2025-12-31,no_record,0,0,A017410
P026688,2025-12-31,employed,365,45860.11,A004928
P026689,2025-12-31,employed,269,39934.73,A008786
P026691,2025-12-31,employed,282,21641.12,NA
P026692,2025-12-31,employed,315,48091.06,A006482
P026696,2025-12-31,employed,328,18818.19,A004347
P026700,2025-12-31,employed,260,27164.31,A015874
P026701,2025-12-31,self_employed,274,90935.57,A015874
P026703,2025-12-31,employed,344,30350.64,A011789
P026706,2025-12-31,employed,357,18904.57,A017647
P026707,2025-12-31,employed,259,18310.44,A017647
P026710,2025-12-31,employed,357,51471.83,A001895
P026711,2025-12-31,employed,266,37475.86,A000967
P026712,2025-12-31,employed,349,27043.21,A000967
P026714,2025-12-31,employed,334,35990.89,A000732
P026716,2025-12-31,employed,334,18951.99,A006579
P026717,2025-12-31,employed,281,56106.78,A014263
P026718,2025-12-31,employed,258,21863.1,A017458
P026719,2025-12-31,employed,348,26492.46,A017458
P026721,2025-12-31,employed,365,11122.18,A017458
P026723,2025-12-31,self_employed,204,20670.64,A002744
P026726,2025-12-31,no_record,0,0,A015161
P026727,2025-12-31,employed,245,27173.22,A013804
P026728,2025-12-31,marginal,40,3031.1,A013804
P026729,2025-12-31,employed,365,22671.73,A013804
P026731,2025-12-31,marginal,88,9057.75,A014208
P026733,2025-12-31,marginal,161,4101.71,NA
P026734,2025-12-31,employed,342,56922.13,A015506
P026738,2025-12-31,employed,279,30624.93,A001763
P026739,2025-12-31,employed,360,23193.74,A008256
P026746,2025-12-31,employed,314,99612.57,A013762
P026747,2025-12-31,employed,282,23031.63,A011366
P026754,2025-12-31,employed,365,70129.9,A008435
P026757,2025-12-31,employed,315,23713.11,A008435
P026759,2025-12-31,employed,317,29276.7,A017322
P026760,2025-12-31,employed,335,43430.48,A006037
P026761,2025-12-31,employed,332,37934.28,A006037
P026763,2025-12-31,self_employed,254,20508.74,A015959
P026764,2025-12-31,employed,331,12258.67,A008239
P026765,2025-12-31,employed,365,13547.44,A009848
P026766,2025-12-31,employed,346,13707.21,A017393
P026770,2025-12-31,employed,257,23377.23,A009014
P026773,2025-12-31,employed,252,14440.74,A007002
P026775,2025-12-31,employed,191,18877.93,A007002
P026776,2025-12-31,self_employed,210,29253.37,A001707
P026777,2025-12-31,employed,289,38199.44,A001707
P026779,2025-12-31,employed,365,50459.54,A012432
P026780,2025-12-31,employed,221,16993.64,A016888
P026781,2025-12-31,employed,365,37902.4,A009620
P026782,2025-12-31,employed,250,31151.77,A017026
P026786,2025-12-31,employed,365,16419.96,A010654
P026787,2025-12-31,employed,142,20464.95,A010654
P026789,2025-12-31,marginal,120,7582.61,NA
P026790,2025-12-31,employed,310,23467.1,A006339
P026791,2025-12-31,employed,331,25008.5,A006339
P026792,2025-12-31,employed,235,22065.33,A006339
P026793,2025-12-31,employed,255,22127.4,A005637
P026795,2025-12-31,marginal,111,4996.83,NA
P026796,2025-12-31,marginal,97,3848.14,A006308
P026797,2025-12-31,employed,203,27403.67,A012610
P026798,2025-12-31,employed,314,37628.54,NA
P026800,2025-12-31,employed,327,47047.56,A013113
P026802,2025-12-31,employed,365,43242.48,A009243
P026803,2025-12-31,employed,216,14076.36,A009243
P026810,2025-12-31,employed,318,47342.26,A005079
P026811,2025-12-31,employed,298,23157.12,A008332
P026815,2025-12-31,self_employed,186,82218.58,A017497
P026817,2025-12-31,employed,199,30257.76,A017497
P026819,2025-12-31,employed,302,16324.37,A017497
P026820,2025-12-31,employed,322,26909.09,A008536
P026821,2025-12-31,employed,284,42141.05,NA
P026825,2025-12-31,employed,252,19878.94,A008496
P026828,2025-12-31,employed,234,48003.85,A005028
P026832,2025-12-31,employed,305,36520.95,A004217
P026833,2025-12-31,employed,300,34724.19,A000414
P026836,2025-12-31,employed,176,31217.21,A015178
P026840,2025-12-31,no_record,0,0,A000006
P026841,2025-12-31,employed,337,44118.58,A000006
P026842,2025-12-31,employed,281,29084.18,A016120
P026846,2025-12-31,marginal,83,4206.74,A008255
P026850,2025-12-31,employed,317,25414.3,A008640
P026854,2025-12-31,employed,295,35484.21,A016763
P026855,2025-12-31,self_employed,169,9117.48,A007949
P026860,2025-12-31,employed,271,63729.53,A010320
P026868,2025-12-31,employed,116,37132.52,A012789
P026869,2025-12-31,employed,202,34525.83,A006834
P026873,2025-12-31,employed,365,28025.07,A015858
P026874,2025-12-31,employed,255,36554.99,A015858
P026875,2025-12-31,employed,308,24720.07,A002481
P026876,2025-12-31,employed,158,29847.67,A002481
P026877,2025-12-31,employed,314,13452.67,A003038
P026878,2025-12-31,employed,341,28951.41,A000364
P026881,2025-12-31,self_employed,256,64375.77,A006162
P026883,2025-12-31,employed,299,19942.92,A004246
P026884,2025-12-31,employed,224,21743.87,A012073
P026885,2025-12-31,employed,227,31478.34,A012073
P026886,2025-12-31,employed,260,35235.96,A012073
P026887,2025-12-31,self_employed,139,16118.55,A012073
P026891,2025-12-31,employed,275,35693.18,A010078
P026893,2025-12-31,employed,278,23661.37,A010078
P026894,2025-12-31,employed,297,46344.9,A013673
P026897,2025-12-31,self_employed,218,58966.74,A009213
P026899,2025-12-31,marginal,117,8346.45,A009094
P026900,2025-12-31,employed,267,38414.15,A016653
P026903,2025-12-31,employed,255,44981.75,A003882
P026904,2025-12-31,employed,292,28982.48,A003882
P026906,2025-12-31,employed,258,23258.53,A003882
P026911,2025-12-31,employed,341,57667.01,A005035
P026914,2025-12-31,marginal,124,3629.32,A005035
P026915,2025-12-31,employed,249,11482.9,A008713
P026919,2025-12-31,employed,206,22405.04,A002947
P026922,2025-12-31,employed,330,37968.29,A004507
P026923,2025-12-31,employed,256,45916.39,A004507
P026924,2025-12-31,employed,216,41365.43,A004507
P026925,2025-12-31,employed,351,10977.47,A004507
P026928,2025-12-31,employed,346,20950.95,A016424
P026929,2025-12-31,employed,365,13491.36,A016424
P026931,2025-12-31,employed,365,8039.99,A016424
P026936,2025-12-31,employed,281,28162.79,A016161
P026939,2025-12-31,marginal,88,4993.33,A016161
P026940,2025-12-31,employed,306,26993.17,A013347
P026941,2025-12-31,no_record,0,0,A014773
P026944,2025-12-31,employed,365,19252.99,A012319
P026947,2025-12-31,self_employed,335,10847.93,A002002
P026948,2025-12-31,employed,188,26672.57,A002002
P026951,2025-12-31,employed,354,40841.08,A012116
P026952,2025-12-31,employed,215,28220.19,A012116
P026953,2025-12-31,employed,275,12000.2,A012116
P026955,2025-12-31,employed,246,58947.25,A012116
P026956,2025-12-31,employed,299,36756.8,A001795
P026957,2025-12-31,employed,351,13907.71,A001795
P026958,2025-12-31,employed,302,21993.87,A003734
P026963,2025-12-31,employed,213,22377.53,NA
P026964,2025-12-31,marginal,106,2560.09,A001354
P026966,2025-12-31,employed,313,29580.03,A001354
P026968,2025-12-31,employed,306,28805.43,A016145
P026973,2025-12-31,employed,283,12944.06,A016145
P026974,2025-12-31,employed,203,30292.65,A005591
P026978,2025-12-31,employed,243,14499.81,A014415
P026979,2025-12-31,employed,171,33252.02,A014415
P026980,2025-12-31,employed,208,22946.26,A014415
P026982,2025-12-31,self_employed,296,17383.41,A007919
P026983,2025-12-31,employed,292,38856.37,A007919
P026984,2025-12-31,employed,242,26403.71,A005226
P026985,2025-12-31,employed,310,29448.64,A005226
P026987,2025-12-31,employed,326,32652.93,A005226
P026994,2025-12-31,self_employed,351,46471.52,A014055
P026997,2025-12-31,employed,276,30131.88,A002519
P026998,2025-12-31,employed,146,17624.16,A008146
P026999,2025-12-31,marginal,64,2900.54,A008146
P027001,2025-12-31,self_employed,175,8690.06,A017397
P027002,2025-12-31,employed,208,8821.93,A017397
P027004,2025-12-31,employed,242,71509.53,A005125
P027005,2025-12-31,employed,363,37240.59,A005125
P027008,2025-12-31,employed,165,22073.05,A000248
P027011,2025-12-31,employed,323,23673.31,A007197
P027012,2025-12-31,marginal,33,8632.48,A000775
P027016,2025-12-31,employed,274,37206.92,A012059
P027017,2025-12-31,employed,289,51162.23,A012059
P027018,2025-12-31,employed,255,34153.72,A009818
P027019,2025-12-31,employed,297,34142.93,A009818
P027021,2025-12-31,employed,234,51120,A009818
P027024,2025-12-31,self_employed,258,32915.59,A008781
P027025,2025-12-31,self_employed,260,6577.33,A008781
P027027,2025-12-31,employed,295,24248.31,A004801
P027028,2025-12-31,employed,289,38945.16,A004801
P027032,2025-12-31,marginal,155,3732.69,A001597
P027034,2025-12-31,employed,300,16528.19,NA
P027035,2025-12-31,self_employed,256,35013.24,A000890
P027038,2025-12-31,self_employed,240,29706.86,A017231
P027042,2025-12-31,employed,247,22679.09,A010944
P027046,2025-12-31,employed,337,42692.57,A008099
P027048,2025-12-31,employed,261,20221.42,A000619
P027049,2025-12-31,employed,365,41474.15,NA
P027051,2025-12-31,self_employed,151,30019.86,A009095
P027061,2025-12-31,employed,352,60034.83,A013061
P027063,2025-12-31,employed,365,59772.71,A013359
P027064,2025-12-31,employed,346,39345.64,A001037
P027065,2025-12-31,marginal,41,3742.99,A016271
P027066,2025-12-31,employed,333,36466.81,A016271
P027068,2025-12-31,employed,365,27444.95,A016271
P027069,2025-12-31,employed,273,40185.6,A011889
P027070,2025-12-31,employed,314,24525.9,A011889
P027072,2025-12-31,employed,365,51794.8,A012473
P027074,2025-12-31,no_record,0,0,A012473
P027075,2025-12-31,no_record,0,0,A015004
P027079,2025-12-31,self_employed,196,19862.14,A010874
P027082,2025-12-31,marginal,57,7355.31,A002676
P027083,2025-12-31,employed,283,44244.62,A002676
P027085,2025-12-31,employed,212,24799.47,A002676
P027090,2025-12-31,employed,280,15490.11,A012812
P027091,2025-12-31,employed,307,31158.94,A012812
P027093,2025-12-31,employed,231,31159.65,A006999
P027099,2025-12-31,employed,302,33040.05,A013641
P027100,2025-12-31,employed,320,19799.71,A004232
P027103,2025-12-31,employed,274,22461.91,A015217
P027104,2025-12-31,employed,268,12323.11,A015217
P027108,2025-12-31,marginal,76,4694.62,A003907
P027109,2025-12-31,employed,365,18022.46,NA
P027113,2025-12-31,employed,275,24134.15,A010625
P027120,2025-12-31,employed,365,17761.42,A004023
P027121,2025-12-31,employed,358,26581.96,A006737
P027126,2025-12-31,self_employed,195,34874.05,A003326
P027128,2025-12-31,employed,312,5710.26,A010808
P027132,2025-12-31,employed,248,23148.73,A006101
P027135,2025-12-31,employed,178,56333.37,A017315
P027137,2025-12-31,employed,250,33427.65,A017315
P027138,2025-12-31,employed,277,19858.79,A008346
P027139,2025-12-31,employed,318,40747.69,A008346
P027142,2025-12-31,employed,218,45922.49,A015861
P027144,2025-12-31,employed,365,32045.67,A014951
P027145,2025-12-31,employed,258,46931.89,A014951
P027147,2025-12-31,employed,310,19961.46,A003905
P027148,2025-12-31,marginal,NA,3543.27,A003905
P027150,2025-12-31,marginal,150,3329.22,A003905
P027157,2025-12-31,self_employed,312,3384.34,A016757
P027158,2025-12-31,employed,310,26957.25,NA
P027159,2025-12-31,employed,365,23070.71,A014034
P027164,2025-12-31,no_record,0,0,A008494
P027165,2025-12-31,employed,277,30544.19,A008494
P027166,2025-12-31,no_record,0,0,A004082
P027167,2025-12-31,marginal,122,4979.1,A004082
P027170,2025-12-31,employed,351,15360.71,A009705
P027171,2025-12-31,employed,334,10294.49,A005566
P027173,2025-12-31,employed,365,20184.95,A014704
P027176,2025-12-31,no_record,0,0,A008830
P027177,2025-12-31,employed,NA,23496.52,A008830
P027178,2025-12-31,no_record,0,0,A000303
P027180,2025-12-31,employed,351,49920.97,A000303
P027183,2025-12-31,employed,304,35601.17,A005177
P027187,2025-12-31,employed,256,38634.46,A005338
P027188,2025-12-31,employed,331,20290.7,A011706
P027189,2025-12-31,employed,304,27195.44,A011706
P027192,2025-12-31,employed,194,25567.18,A007302
P027193,2025-12-31,marginal,149,4358.27,A007302
P027194,2025-12-31,employed,138,21731.38,A013154
P027196,2025-12-31,employed,336,41406.96,A003232
P027202,2025-12-31,marginal,92,3497.89,A014608
P027204,2025-12-31,self_employed,242,13585.41,A007499
P027205,2025-12-31,employed,364,34103,A017652
P027206,2025-12-31,employed,357,23823.29,A017652
P027214,2025-12-31,employed,321,37463.58,A014232
P027217,2025-12-31,employed,311,26464.62,A004600
P027220,2025-12-31,self_employed,177,23309.15,A012563
P027225,2025-12-31,employed,309,22301.79,A005081
P027226,2025-12-31,employed,358,11291.35,A005081
P027227,2025-12-31,employed,245,21085.19,A017251
P027229,2025-12-31,employed,234,18886.79,A009247
P027231,2025-12-31,employed,348,37172.54,A016510
P027235,2025-12-31,marginal,121,7396.92,A013003
P027236,2025-12-31,employed,129,23691.34,A013003
P027237,2025-12-31,employed,365,24958.82,A013003
P027238,2025-12-31,employed,348,38895.8,A014020
P027243,2025-12-31,employed,269,35175.3,NA
P027244,2025-12-31,marginal,61,4722.92,A010503
P027246,2025-12-31,employed,365,20885.77,A011079
P027249,2025-12-31,self_employed,294,7887.32,A010035
P027252,2025-12-31,employed,228,61763.9,A010035
P027255,2025-12-31,employed,265,72189.82,A000855
P027257,2025-12-31,employed,300,35366.36,A013717
P027260,2025-12-31,employed,315,36685.93,A013717
P027265,2025-12-31,employed,291,25533.86,A010907
P027266,2025-12-31,employed,263,27084.95,A010907
P027268,2025-12-31,marginal,128,7602.05,A004022
P027269,2025-12-31,self_employed,123,101223.86,A004022
P027270,2025-12-31,no_record,0,0,A004947
P027272,2025-12-31,employed,231,26594.53,A004947
P027274,2025-12-31,employed,359,25433.71,A004947
P027275,2025-12-31,employed,312,22073.9,A004947
P027280,2025-12-31,employed,158,29037.7,A010716
P027281,2025-12-31,employed,221,12322.63,A008521
P027285,2025-12-31,no_record,0,0,A000755
P027286,2025-12-31,employed,365,34325.06,A000755
P027289,2025-12-31,employed,248,16842.56,A011920
P027290,2025-12-31,employed,271,18537.23,NA
P027291,2025-12-31,self_employed,160,63857.5,A011386
P027294,2025-12-31,marginal,76,4463.48,A006632
P027299,2025-12-31,employed,241,15694.49,A013214
P027300,2025-12-31,employed,296,20929.26,A015637
P027301,2025-12-31,employed,365,27450.73,A015637
P027303,2025-12-31,self_employed,88,23395.12,A015637
P027304,2025-12-31,employed,172,11385.09,A006082
P027308,2025-12-31,marginal,42,8290.28,A001220
P027309,2025-12-31,employed,352,31502.85,A001220
P027310,2025-12-31,employed,363,9667.37,A001220
P027314,2025-12-31,employed,365,21074.13,A015209
P027315,2025-12-31,employed,NA,61379.19,A006740
P027317,2025-12-31,employed,315,29060.29,A011514
P027320,2025-12-31,employed,295,9934.28,A010664
P027322,2025-12-31,self_employed,365,42581.1,A014822
P027323,2025-12-31,employed,182,28588.74,A014822
