person_id,true_resident,sex,age,age_group,citizenship_group,true_household_id,true_address_id,true_region_code,true_municipality_code,former_household_id,former_address_id,former_region_code,former_municipality_code,departure_date_true,in_population_register,coverage_status_true,overcoverage_flag_true,undercoverage_flag_true,registered_household_id_sim,registered_address_id_sim,registered_region_code_sim,registered_municipality_code_sim
P032463,1,M,78,65-79,DE,H015379,A011407,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015379,A011407,R04,R04-M02
P032464,1,M,30,25-39,DE,H015379,A011407,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015379,A011407,R04,R04-M02
P032465,1,F,33,25-39,DE,H015379,A011407,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015379,A011407,R04,R04-M02
P032466,1,M,34,25-39,DE,H015379,A011407,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015379,A011407,R04,R04-M02
P032467,1,M,69,65-79,DE,H015380,A014829,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015380,A014829,R12,R12-M02
P032468,1,M,54,40-64,Non-EU,H015380,A014829,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015380,A014829,R12,R12-M02
P032469,1,F,88,80+,DE,H015381,A014702,R09,R09-M01,,,,,,1,correctly_registered,0,0,H015381,A014702,R09,R09-M01
P032470,1,F,62,40-64,DE,H015381,A014702,R09,R09-M01,,,,,,1,correctly_registered,0,0,H015381,A014702,R09,R09-M01
P032471,1,M,71,65-79,DE,H015382,A001079,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015382,A001079,R01,R01-M02
P032472,1,F,6,6-17,DE,H015382,A001079,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015382,A001079,R01,R01-M02
P032473,1,F,74,65-79,DE,H015383,A003852,R03,R03-M01,,,,,,1,correctly_registered,0,0,H015383,A003852,R03,R03-M01
P032474,1,M,62,40-64,DE,H015383,A003852,R03,R03-M01,,,,,,1,correctly_registered,0,0,H015383,A003852,R03,R03-M01
P032475,1,M,70,65-79,DE,H015384,A000080,R01,R01-M03,,,,,,1,correctly_registered,0,0,H015384,A000080,R01,R01-M03
P032476,1,F,63,40-64,EU,H015385,A017738,R12,R12-M03,,,,,,1,correctly_registered,0,0,H015385,A017738,R12,R12-M03
P032477,1,M,59,40-64,Non-EU,H015385,A017738,R12,R12-M03,,,,,,1,correctly_registered,0,0,H015385,A017738,R12,R12-M03
P032478,1,F,2,0-5,DE,H015385,A017738,R12,R12-M03,,,,,,1,correctly_registered,0,0,H015385,A017738,R12,R12-M03
P032479,1,F,16,6-17,DE,H015386,A003062,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015386,A003062,R05,R05-M03
P032480,1,F,76,65-79,DE,H015386,A003062,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015386,A003062,R05,R05-M03
P032481,1,F,49,40-64,DE,H015386,A003062,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015386,A003062,R05,R05-M03
P032482,1,M,54,40-64,DE,H015386,A003062,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015386,A003062,R05,R05-M03
P032483,1,M,86,80+,DE,H015386,A003062,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015386,A003062,R05,R05-M03
P032484,1,F,59,40-64,Non-EU,H015386,A003062,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015386,A003062,R05,R05-M03
P032485,1,M,14,6-17,EU,H015387,A010579,R11,R11-M01,,,,,,1,correctly_registered,0,0,H015387,A010579,R11,R11-M01
P032486,1,M,37,25-39,DE,H015387,A010579,R11,R11-M01,,,,,,1,correctly_registered,0,0,H015387,A010579,R11,R11-M01
P032487,1,M,59,40-64,DE,H015388,A003133,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015388,A003133,R05,R05-M02
P032488,1,M,30,25-39,DE,H015388,A003133,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015388,A003133,R05,R05-M02
P032489,1,M,54,40-64,DE,H015389,A006038,R09,R09-M04,,,,,,1,correctly_registered,0,0,H015389,A006038,R09,R09-M04
P032490,1,F,40,40-64,DE,H015389,A006038,R09,R09-M04,,,,,,1,correctly_registered,0,0,H015389,A006038,R09,R09-M04
P032491,1,M,65,65-79,DE,H015389,A006038,R09,R09-M04,,,,,,1,correctly_registered,0,0,H015389,A006038,R09,R09-M04
P032492,1,F,80,80+,DE,H015390,A003114,R04,R04-M02,,,,,,0,undercoverage,0,1,H015390,A003114,R04,R04-M02
P032493,1,F,17,6-17,DE,H015390,A003114,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015390,A003114,R04,R04-M02
P032494,1,M,18,18-24,Non-EU,H015390,A003114,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015390,A003114,R04,R04-M02
P032495,1,F,45,40-64,DE,H015390,A003114,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015390,A003114,R04,R04-M02
P032496,1,F,34,25-39,DE,H015391,A010440,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015391,A010440,R05,R05-M03
P032497,1,F,78,65-79,EU,H015392,A009734,R09,R09-M02,,,,,,1,correctly_registered,0,0,H015392,A009734,R09,R09-M02
P032498,1,M,31,25-39,EU,H015392,A009734,R09,R09-M02,,,,,,1,correctly_registered,0,0,H015392,A009734,R09,R09-M02
P032499,1,F,29,25-39,DE,H015393,A000444,R06,R06-M01,,,,,,1,correctly_registered,0,0,H015393,A000444,R06,R06-M01
P032500,1,F,22,18-24,DE,H015393,A000444,R06,R06-M01,,,,,,1,correctly_registered,0,0,H015393,A000444,R06,R06-M01
P032501,1,M,75,65-79,DE,H015393,A000444,R06,R06-M01,,,,,,1,correctly_registered,0,0,H015393,A000444,R06,R06-M01
P032502,1,M,4,0-5,DE,H015394,A004283,R03,R03-M01,,,,,,1,correctly_registered,0,0,H015394,A004283,R03,R03-M01
P032503,1,F,40,40-64,EU,H015394,A004283,R03,R03-M01,,,,,,1,correctly_registered,0,0,H015394,A004283,R03,R03-M01
P032504,1,F,89,80+,DE,H015395,A014417,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015395,A014417,R01,R01-M04
P032505,1,M,63,40-64,DE,H015396,A011848,R12,R12-M04,,,,,,1,correctly_registered,0,0,H015396,A011848,R12,R12-M04
P032506,1,M,35,25-39,DE,H015396,A011848,R12,R12-M04,,,,,,1,correctly_registered,0,0,H015396,A011848,R12,R12-M04
P032507,1,M,29,25-39,DE,H015397,A001019,R11,R11-M01,,,,,,1,correctly_registered,0,0,H015397,A001019,R11,R11-M01
P032508,1,M,52,40-64,EU,H015398,A017462,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015398,A017462,R01,R01-M02
P032509,1,F,45,40-64,DE,H015398,A017462,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015398,A017462,R01,R01-M02
P032510,1,M,40,40-64,DE,H015398,A017462,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015398,A017462,R01,R01-M02
P032511,1,M,35,25-39,Non-EU,H015399,A003105,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015399,A003105,R01,R01-M04
P032512,1,F,22,18-24,DE,H015399,A003105,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015399,A003105,R01,R01-M04
P032513,1,F,0,0-5,DE,H015399,A003105,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015399,A003105,R01,R01-M04
P032514,1,F,26,25-39,DE,H015400,A009773,R05,R05-M01,,,,,,1,correctly_registered,0,0,H015400,A009773,R05,R05-M01
P032515,1,M,8,6-17,DE,H015400,A009773,R05,R05-M01,,,,,,1,correctly_registered,0,0,H015400,A009773,R05,R05-M01
P032516,1,F,71,65-79,DE,H015401,A010780,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015401,A010780,R05,R05-M02
P032517,1,F,57,40-64,DE,H015401,A010780,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015401,A010780,R05,R05-M02
P032518,1,F,48,40-64,EU,H015401,A010780,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015401,A010780,R05,R05-M02
P032519,1,F,22,18-24,EU,H015401,A010780,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015401,A010780,R05,R05-M02
P032520,1,F,30,25-39,DE,H015401,A010780,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015401,A010780,R05,R05-M02
P032521,1,F,41,40-64,DE,H015402,A007078,R06,R06-M04,,,,,,1,correctly_registered,0,0,H015402,A007078,R06,R06-M04
P032522,1,M,61,40-64,DE,H015403,A004682,R10,R10-M02,,,,,,1,correctly_registered,0,0,H015403,A004682,R10,R10-M02
P032523,1,M,47,40-64,DE,H015404,A007720,R06,R06-M02,,,,,,1,correctly_registered,0,0,H015404,A007720,R06,R06-M02
P032524,1,M,34,25-39,Non-EU,H015405,A004670,R08,R08-M02,,,,,,1,correctly_registered,0,0,H015405,A004670,R08,R08-M02
P032525,1,F,89,80+,EU,H015406,A016013,R04,R04-M04,,,,,,1,correctly_registered,0,0,H015406,A016013,R04,R04-M04
P032526,1,M,17,6-17,Non-EU,H015406,A016013,R04,R04-M04,,,,,,1,correctly_registered,0,0,H015406,A016013,R04,R04-M04
P032527,1,M,13,6-17,DE,H015406,A016013,R04,R04-M04,,,,,,1,correctly_registered,0,0,H015406,A016013,R04,R04-M04
P032528,1,M,61,40-64,DE,H015406,A016013,R04,R04-M04,,,,,,1,correctly_registered,0,0,H015406,A016013,R04,R04-M04
P032529,1,M,53,40-64,Non-EU,H015407,A002108,R11,R11-M01,,,,,,1,correctly_registered,0,0,H015407,A002108,R11,R11-M01
P032530,1,M,73,65-79,DE,H015408,A011341,R10,R10-M02,,,,,,1,correctly_registered,0,0,H015408,A011341,R10,R10-M02
P032531,1,M,18,18-24,DE,H015409,A005212,R02,R02-M04,,,,,,1,correctly_registered,0,0,H015409,A005212,R02,R02-M04
P032532,1,M,76,65-79,EU,H015409,A005212,R02,R02-M04,,,,,,1,correctly_registered,0,0,H015409,A005212,R02,R02-M04
P032533,1,M,18,18-24,DE,H015410,A007436,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015410,A007436,R02,R02-M02
P032534,1,F,15,6-17,DE,H015411,A006624,R08,R08-M01,,,,,,1,correctly_registered,0,0,H015411,A006624,R08,R08-M01
P032535,1,F,53,40-64,Non-EU,H015412,A011336,R09,R09-M03,,,,,,1,correctly_registered,0,0,H015412,A011336,R09,R09-M03
P032536,1,M,10,6-17,DE,H015412,A011336,R09,R09-M03,,,,,,1,correctly_registered,0,0,H015412,A011336,R09,R09-M03
P032537,1,M,47,40-64,DE,H015413,A013084,R02,R02-M04,,,,,,1,correctly_registered,0,0,H015413,A013084,R02,R02-M04
P032538,1,F,11,6-17,DE,H015414,A016234,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015414,A016234,R05,R05-M04
P032539,1,M,33,25-39,EU,H015414,A016234,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015414,A016234,R05,R05-M04
P032540,1,F,50,40-64,DE,H015415,A000201,R09,R09-M02,,,,,,1,correctly_registered,0,0,H015415,A000201,R09,R09-M02
P032541,1,M,36,25-39,DE,H015415,A000201,R09,R09-M02,,,,,,1,correctly_registered,0,0,H015415,A000201,R09,R09-M02
P032542,1,F,22,18-24,Non-EU,H015415,A000201,R09,R09-M02,,,,,,1,correctly_registered,0,0,H015415,A000201,R09,R09-M02
P032543,1,F,53,40-64,DE,H015415,A000201,R09,R09-M02,,,,,,1,correctly_registered,0,0,H015415,A000201,R09,R09-M02
P032544,1,F,52,40-64,DE,H015415,A000201,R09,R09-M02,,,,,,1,correctly_registered,0,0,H015415,A000201,R09,R09-M02
P032545,1,M,40,40-64,DE,H015415,A000201,R09,R09-M02,,,,,,1,correctly_registered,0,0,H015415,A000201,R09,R09-M02
P032546,1,M,30,25-39,DE,H015416,A005330,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015416,A005330,R05,R05-M03
P032547,1,F,34,25-39,DE,H015417,A016755,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015417,A016755,R05,R05-M02
P032548,1,M,45,40-64,EU,H015417,A016755,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015417,A016755,R05,R05-M02
P032549,1,F,65,65-79,EU,H015417,A016755,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015417,A016755,R05,R05-M02
P032550,1,M,65,65-79,Non-EU,H015417,A016755,R05,R05-M02,,,,,,1,correctly_registered,0,0,H015417,A016755,R05,R05-M02
P032551,1,F,60,40-64,DE,H015418,A014467,R06,R06-M04,,,,,,0,undercoverage,0,1,H015418,A014467,R06,R06-M04
P032552,1,F,1,0-5,DE,H015419,A011167,R09,R09-M04,,,,,,1,correctly_registered,0,0,H015419,A011167,R09,R09-M04
P032553,1,F,86,80+,DE,H015420,A014365,R11,R11-M01,,,,,,1,correctly_registered,0,0,H015420,A014365,R11,R11-M01
P032554,1,M,62,40-64,DE,H015421,A016631,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015421,A016631,R12,R12-M02
P032555,1,M,37,25-39,DE,H015422,A017858,R02,R02-M03,,,,,,1,correctly_registered,0,0,H015422,A017858,R02,R02-M03
P032556,1,M,51,40-64,EU,H015423,A016623,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015423,A016623,R05,R05-M04
P032557,1,M,17,6-17,Non-EU,H015424,A016973,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015424,A016973,R05,R05-M04
P032558,1,F,23,18-24,DE,H015424,A016973,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015424,A016973,R05,R05-M04
P032559,1,M,55,40-64,DE,H015424,A016973,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015424,A016973,R05,R05-M04
P032560,1,M,62,40-64,EU,H015424,A016973,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015424,A016973,R05,R05-M04
P032561,1,F,56,40-64,DE,H015424,A016973,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015424,A016973,R05,R05-M04
P032562,1,F,25,25-39,DE,H015425,A017594,R01,R01-M03,,,,,,1,correctly_registered,0,0,H015425,A017594,R01,R01-M03
P032563,1,F,89,80+,DE,H015426,A010904,R10,R10-M04,,,,,,1,correctly_registered,0,0,H015426,A010904,R10,R10-M04
P032564,1,F,32,25-39,DE,H015426,A010904,R10,R10-M04,,,,,,1,correctly_registered,0,0,H015426,A010904,R10,R10-M04
P032565,1,M,34,25-39,EU,H015426,A010904,R10,R10-M04,,,,,,1,correctly_registered,0,0,H015426,A010904,R10,R10-M04
P032566,1,F,9,6-17,DE,H015426,A010904,R10,R10-M04,,,,,,1,correctly_registered,0,0,H015426,A010904,R10,R10-M04
P032567,1,M,52,40-64,DE,H015427,A002347,R04,R04-M03,,,,,,1,correctly_registered,0,0,H015427,A002347,R04,R04-M03
P032568,1,M,87,80+,DE,H015427,A002347,R04,R04-M03,,,,,,1,correctly_registered,0,0,H015427,A002347,R04,R04-M03
P032569,1,M,12,6-17,DE,H015428,A003606,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015428,A003606,R02,R02-M02
P032570,1,F,31,25-39,DE,H015429,A008713,R01,R01-M03,,,,,,1,correctly_registered,0,0,H015429,A008713,R01,R01-M03
P032571,1,F,2,0-5,DE,H015429,A008713,R01,R01-M03,,,,,,1,correctly_registered,0,0,H015429,A008713,R01,R01-M03
P032572,1,F,42,40-64,DE,H015429,A008713,R01,R01-M03,,,,,,1,correctly_registered,0,0,H015429,A008713,R01,R01-M03
P032573,1,M,5,0-5,DE,H015429,A008713,R01,R01-M03,,,,,,1,correctly_registered,0,0,H015429,A008713,R01,R01-M03
P032574,1,F,25,25-39,DE,H015430,A003136,R12,R12-M04,,,,,,1,correctly_registered,0,0,H015430,A003136,R12,R12-M04
P032575,1,F,63,40-64,DE,H015430,A003136,R12,R12-M04,,,,,,1,correctly_registered,0,0,H015430,A003136,R12,R12-M04
P032576,1,F,32,25-39,DE,H015431,A001898,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015431,A001898,R05,R05-M04
P032577,1,F,44,40-64,Non-EU,H015432,A004350,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015432,A004350,R05,R05-M03
P032578,1,F,24,18-24,DE,H015433,A008816,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015433,A008816,R04,R04-M02
P032579,1,F,50,40-64,DE,H015434,A008050,R12,R12-M04,,,,,,1,correctly_registered,0,0,H015434,A008050,R12,R12-M04
P032580,1,M,44,40-64,DE,H015434,A008050,R12,R12-M04,,,,,,1,correctly_registered,0,0,H015434,A008050,R12,R12-M04
P032581,1,M,12,6-17,DE,H015435,A002203,R04,R04-M03,,,,,,1,correctly_registered,0,0,H015435,A002203,R04,R04-M03
P032582,1,F,58,40-64,DE,H015435,A002203,R04,R04-M03,,,,,,1,correctly_registered,0,0,H015435,A002203,R04,R04-M03
P032583,1,F,12,6-17,EU,H015436,A013630,R03,R03-M01,,,,,,1,correctly_registered,0,0,H015436,A013630,R03,R03-M01
P032584,1,M,76,65-79,DE,H015436,A013630,R03,R03-M01,,,,,,1,correctly_registered,0,0,H015436,A013630,R03,R03-M01
P032585,1,F,30,25-39,DE,H015436,A013630,R03,R03-M01,,,,,,1,correctly_registered,0,0,H015436,A013630,R03,R03-M01
P032586,1,F,40,40-64,DE,H015436,A013630,R03,R03-M01,,,,,,1,correctly_registered,0,0,H015436,A013630,R03,R03-M01
P032587,1,M,36,25-39,DE,H015436,A013630,R03,R03-M01,,,,,,1,correctly_registered,0,0,H015436,A013630,R03,R03-M01
P032588,1,M,27,25-39,DE,H015437,A013368,R02,R02-M04,,,,,,1,correctly_registered,0,0,H015437,A013368,R02,R02-M04
P032589,1,F,68,65-79,EU,H015438,A006123,R12,R12-M03,,,,,,1,correctly_registered,0,0,H015438,A006123,R12,R12-M03
P032590,1,M,95,80+,DE,H015438,A006123,R12,R12-M03,,,,,,1,correctly_registered,0,0,H015438,A006123,R12,R12-M03
P032591,1,F,17,6-17,DE,H015438,A006123,R12,R12-M03,,,,,,1,correctly_registered,0,0,H015438,A006123,R12,R12-M03
P032592,1,F,9,6-17,DE,H015438,A006123,R12,R12-M03,,,,,,1,correctly_registered,0,0,H015438,A006123,R12,R12-M03
P032593,1,F,72,65-79,DE,H015439,A006246,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015439,A006246,R01,R01-M04
P032594,1,M,7,6-17,DE,H015439,A006246,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015439,A006246,R01,R01-M04
P032595,1,M,7,6-17,DE,H015439,A006246,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015439,A006246,R01,R01-M04
P032596,1,M,4,0-5,DE,H015439,A006246,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015439,A006246,R01,R01-M04
P032597,1,M,83,80+,DE,H015440,A014829,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015440,A014829,R12,R12-M02
P032598,1,F,1,0-5,DE,H015440,A014829,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015440,A014829,R12,R12-M02
P032599,1,F,49,40-64,DE,H015440,A014829,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015440,A014829,R12,R12-M02
P032600,1,F,64,40-64,DE,H015440,A014829,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015440,A014829,R12,R12-M02
P032601,1,M,43,40-64,DE,H015440,A014829,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015440,A014829,R12,R12-M02
P032602,1,F,16,6-17,DE,H015441,A013809,R09,R09-M03,,,,,,1,correctly_registered,0,0,H015441,A013809,R09,R09-M03
P032603,1,F,16,6-17,DE,H015441,A013809,R09,R09-M03,,,,,,1,correctly_registered,0,0,H015441,A013809,R09,R09-M03
P032604,1,F,40,40-64,DE,H015441,A013809,R09,R09-M03,,,,,,1,correctly_registered,0,0,H015441,A013809,R09,R09-M03
P032605,1,M,67,65-79,DE,H015441,A013809,R09,R09-M03,,,,,,1,correctly_registered,0,0,H015441,A013809,R09,R09-M03
P032606,1,M,3,0-5,DE,H015442,A009576,R09,R09-M03,,,,,,1,correctly_registered,0,0,H015442,A009576,R09,R09-M03
P032607,1,M,53,40-64,DE,H015443,A010137,R09,R09-M02,,,,,,1,correctly_registered,0,0,H015443,A010137,R09,R09-M02
P032608,1,F,61,40-64,DE,H015444,A011762,R06,R06-M04,,,,,,1,correctly_registered,0,0,H015444,A011762,R06,R06-M04
P032609,1,F,63,40-64,DE,H015444,A011762,R06,R06-M04,,,,,,1,correctly_registered,0,0,H015444,A011762,R06,R06-M04
P032610,1,M,24,18-24,DE,H015445,A002715,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015445,A002715,R05,R05-M04
P032611,1,F,80,80+,DE,H015446,A017598,R07,R07-M04,,,,,,1,correctly_registered,0,0,H015446,A017598,R07,R07-M04
P032612,1,M,16,6-17,EU,H015446,A017598,R07,R07-M04,,,,,,1,correctly_registered,0,0,H015446,A017598,R07,R07-M04
P032613,1,M,22,18-24,DE,H015446,A017598,R07,R07-M04,,,,,,1,correctly_registered,0,0,H015446,A017598,R07,R07-M04
P032614,1,F,62,40-64,DE,H015447,A017306,R09,R09-M04,,,,,,1,correctly_registered,0,0,H015447,A017306,R09,R09-M04
P032615,1,M,15,6-17,DE,H015448,A005738,R11,R11-M01,,,,,,1,correctly_registered,0,0,H015448,A005738,R11,R11-M01
P032616,1,M,65,65-79,DE,H015449,A010429,R05,R05-M03,,,,,,1,correctly_registered,0,0,H015449,A010429,R05,R05-M03
P032617,1,M,11,6-17,DE,H015450,A000002,R12,R12-M03,,,,,,1,correctly_registered,0,0,H015450,A000002,R12,R12-M03
P032618,1,F,18,18-24,DE,H015451,A000713,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015451,A000713,R12,R12-M02
P032619,1,F,58,40-64,DE,H015451,A000713,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015451,A000713,R12,R12-M02
P032620,1,F,14,6-17,DE,H015452,A003735,R06,R06-M04,,,,,,1,correctly_registered,0,0,H015452,A003735,R06,R06-M04
P032621,1,M,46,40-64,DE,H015453,A009367,R02,R02-M04,,,,,,1,correctly_registered,0,0,H015453,A009367,R02,R02-M04
P032622,1,F,46,40-64,DE,H015453,A009367,R02,R02-M04,,,,,,1,correctly_registered,0,0,H015453,A009367,R02,R02-M04
P032623,1,M,64,40-64,Non-EU,H015453,A009367,R02,R02-M04,,,,,,1,correctly_registered,0,0,H015453,A009367,R02,R02-M04
P032624,1,F,6,6-17,EU,H015453,A009367,R02,R02-M04,,,,,,1,correctly_registered,0,0,H015453,A009367,R02,R02-M04
P032625,1,M,0,0-5,DE,H015453,A009367,R02,R02-M04,,,,,,1,correctly_registered,0,0,H015453,A009367,R02,R02-M04
P032626,1,M,57,40-64,DE,H015454,A000958,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015454,A000958,R12,R12-M02
P032627,1,F,57,40-64,DE,H015454,A000958,R12,R12-M02,,,,,,1,correctly_registered,0,0,H015454,A000958,R12,R12-M02
P032628,1,M,64,40-64,DE,H015455,A000239,R04,R04-M01,,,,,,1,correctly_registered,0,0,H015455,A000239,R04,R04-M01
P032629,1,F,47,40-64,DE,H015456,A014800,R09,R09-M01,,,,,,1,correctly_registered,0,0,H015456,A014800,R09,R09-M01
P032630,1,M,60,40-64,Non-EU,H015457,A008188,R11,R11-M03,,,,,,1,correctly_registered,0,0,H015457,A008188,R11,R11-M03
P032631,1,F,60,40-64,DE,H015457,A008188,R11,R11-M03,,,,,,1,correctly_registered,0,0,H015457,A008188,R11,R11-M03
P032632,1,F,5,0-5,DE,H015458,A007248,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015458,A007248,R02,R02-M02
P032633,1,M,53,40-64,DE,H015458,A007248,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015458,A007248,R02,R02-M02
P032634,1,F,32,25-39,DE,H015458,A007248,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015458,A007248,R02,R02-M02
P032635,1,F,55,40-64,DE,H015458,A007248,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015458,A007248,R02,R02-M02
P032636,1,F,30,25-39,DE,H015459,A010726,R03,R03-M02,,,,,,1,correctly_registered,0,0,H015459,A010726,R03,R03-M02
P032637,1,M,58,40-64,DE,H015460,A017744,R02,R02-M03,,,,,,1,correctly_registered,0,0,H015460,A017744,R02,R02-M03
P032638,1,F,67,65-79,DE,H015460,A017744,R02,R02-M03,,,,,,1,correctly_registered,0,0,H015460,A017744,R02,R02-M03
P032639,1,F,21,18-24,EU,H015460,A017744,R02,R02-M03,,,,,,1,correctly_registered,0,0,H015460,A017744,R02,R02-M03
P032640,1,F,36,25-39,Non-EU,H015461,A008255,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015461,A008255,R02,R02-M02
P032641,1,M,56,40-64,DE,H015461,A008255,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015461,A008255,R02,R02-M02
P032642,1,F,49,40-64,DE,H015461,A008255,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015461,A008255,R02,R02-M02
P032643,1,M,43,40-64,EU,H015461,A008255,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015461,A008255,R02,R02-M02
P032644,1,M,79,65-79,EU,H015461,A008255,R02,R02-M02,,,,,,1,correctly_registered,0,0,H015461,A008255,R02,R02-M02
P032645,1,M,53,40-64,DE,H015462,A001811,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015462,A001811,R01,R01-M02
P032646,1,M,11,6-17,DE,H015462,A001811,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015462,A001811,R01,R01-M02
P032647,1,F,55,40-64,EU,H015462,A001811,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015462,A001811,R01,R01-M02
P032648,1,F,23,18-24,DE,H015462,A001811,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015462,A001811,R01,R01-M02
P032649,1,M,22,18-24,DE,H015463,A001721,R09,R09-M03,,,,,,1,correctly_registered,0,0,H015463,A001721,R09,R09-M03
P032650,1,M,38,25-39,Non-EU,H015464,A012216,R06,R06-M02,,,,,,1,correctly_registered,0,0,H015464,A012216,R06,R06-M02
P032651,1,F,10,6-17,DE,H015465,A011767,R01,R01-M02,,,,,,1,correctly_registered,0,0,H015465,A011767,R01,R01-M02
P032652,1,M,58,40-64,Non-EU,H015466,A005542,R09,R09-M04,,,,,,1,correctly_registered,0,0,H015466,A005542,R09,R09-M04
P032653,1,M,21,18-24,DE,H015466,A005542,R09,R09-M04,,,,,,1,correctly_registered,0,0,H015466,A005542,R09,R09-M04
P032654,1,M,41,40-64,Non-EU,H015466,A005542,R09,R09-M04,,,,,,1,correctly_registered,0,0,H015466,A005542,R09,R09-M04
P032655,1,M,34,25-39,DE,H015467,A004998,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015467,A004998,R05,R05-M04
P032656,1,F,38,25-39,EU,H015467,A004998,R05,R05-M04,,,,,,1,correctly_registered,0,0,H015467,A004998,R05,R05-M04
P032657,1,M,22,18-24,DE,H015468,A011066,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015468,A011066,R04,R04-M02
P032658,1,F,6,6-17,EU,H015468,A011066,R04,R04-M02,,,,,,1,correctly_registered,0,0,H015468,A011066,R04,R04-M02
P032659,1,F,35,25-39,DE,H015469,A002186,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015469,A002186,R01,R01-M04
P032660,1,M,27,25-39,DE,H015469,A002186,R01,R01-M04,,,,,,1,correctly_registered,0,0,H015469,A002186,R01,R01-M04
P032661,1,F,30,25-39,Non-EU,H015470,A003074,R12,R12-M03,,,,,,1,correctly_registered,0,0,H015470,A003074,R12,R12-M03
