person_id,school_year,enrolment_flag,institution_type,contact_address_id
P028703,2025/2026,1,school,A014743
P028706,2025/2026,1,school,A006163
P028707,2025/2026,1,vocational_school,A006163
P028711,2025/2026,1,school,A007278
P028714,2025/2026,1,school,A013428
P028716,2025/2026,1,school,A013462
P028717,2025/2026,1,school,A013997
P028725,2025/2026,1,vocational_school,A013273
P028733,2025/2026,1,school,A011951
P028734,2025/2026,1,school,A011951
P028737,2025/2026,1,vocational_school,A003264
P028749,2025/2026,1,school,A012618
P028754,2025/2026,1,school,A001226
P028769,2025/2026,1,school,A017603
P028779,2025/2026,1,school,A016836
P028803,2025/2026,1,school,A011173
P028804,2025/2026,1,,A001715
P028805,2025/2026,1,school,A001715
P028810,2025/2026,1,vocational_school,A011692
P028811,2025/2026,1,vocational_school,A014329
P028817,2025/2026,1,vocational_school,A012234
P028831,2025/2026,1,school,A017313
P028833,2025/2026,1,school,A007078
P028837,2025/2026,1,school,A011566
P028838,2025/2026,1,school,A011566
P028843,2025/2026,1,university,A013485
P028844,2025/2026,1,school,A013485
P028851,2025/2026,1,university,A014755
P028854,2025/2026,1,university,A014755
P028862,2025/2026,1,school,A017605
P028876,2025/2026,1,school,A012172
P028878,2025/2026,1,school,A013882
P028885,2025/2026,1,school,A011375
P028894,2025/2026,1,school,A002028
P028909,2025/2026,1,school,A008586
P028913,2025/2026,1,school,A007185
P028924,2025/2026,1,school,A004916
P028926,2025/2026,1,school,A011874
P028945,2025/2026,1,school,A017830
P028947,2025/2026,1,school,A005818
P028952,2025/2026,1,school,A003300
P028956,2025/2026,1,university,A011640
P028960,2025/2026,1,vocational_school,A014113
P028964,2025/2026,1,university,A002671
P028971,2025/2026,1,school,A001736
P028980,2025/2026,1,school,A004745
P028982,2025/2026,1,vocational_school,A011120
P028983,2025/2026,1,university,A008795
P028987,2025/2026,1,vocational_school,A009152
P028988,2025/2026,1,school,A009152
P028992,2025/2026,1,university,A000344
P028993,2025/2026,1,university,A007125
P028996,2025/2026,1,school,A017092
P028999,2025/2026,1,school,A010784
P029000,2025/2026,1,,A010784
P029002,2025/2026,1,vocational_school,A007773
P029007,2025/2026,1,vocational_school,A010454
P029009,2025/2026,1,school,A010454
P029011,2025/2026,1,school,A014082
P029017,2025/2026,1,vocational_school,A013122
P029019,2025/2026,1,vocational_school,A013122
P029024,2025/2026,1,vocational_school,A008000
P029034,2025/2026,1,school,A004789
P029036,2025/2026,1,school,A004789
P029049,2025/2026,1,school,A004004
P029060,2025/2026,1,university,A006062
P029066,2025/2026,1,vocational_school,A010390
P029069,2025/2026,1,school,A010115
P029077,2025/2026,1,,A008633
P029102,2025/2026,1,university,A007111
P029103,2025/2026,1,school,A003525
P029108,2025/2026,1,vocational_school,A004987
P029111,2025/2026,1,school,A000800
P029115,2025/2026,1,,A008156
P029121,2025/2026,1,vocational_school,A002040
P029126,2025/2026,1,school,A016928
P029130,2025/2026,1,school,A016744
P029131,2025/2026,1,school,A016744
P029132,2025/2026,1,university,A016744
P029136,2025/2026,1,school,A011068
P029138,2025/2026,1,school,A013327
P029139,2025/2026,1,school,A013327
P029140,2025/2026,1,school,A013327
P029144,2025/2026,1,vocational_school,A006294
P029150,2025/2026,1,university,A001984
P029156,2025/2026,1,school,
P029161,2025/2026,1,school,A015481
P029162,2025/2026,1,school,A008788
P029167,2025/2026,1,school,A008608
P029168,2025/2026,1,university,A014468
P029182,2025/2026,1,school,A002287
P029185,2025/2026,1,school,A003722
P029192,2025/2026,1,school,A000069
P029195,2025/2026,1,vocational_school,A009757
P029205,2025/2026,1,university,A009965
P029212,2025/2026,1,university,A011750
P029216,2025/2026,1,school,A003252
P029217,2025/2026,1,,A000170
P029222,2025/2026,1,school,A002434
P029225,2025/2026,1,university,A003241
P029228,2025/2026,1,university,A006099
P029247,2025/2026,1,school,A008591
P029255,2025/2026,1,school,A014614
P029269,2025/2026,1,school,A002371
P029275,2025/2026,1,university,A002729
P029285,2025/2026,1,school,A015581
P029290,2025/2026,1,vocational_school,
P029295,2025/2026,1,university,A006843
P029304,2025/2026,1,university,A017587
P029318,2025/2026,1,school,A002716
P029321,2025/2026,1,vocational_school,A014530
P029331,2025/2026,1,,A000613
P029332,2025/2026,1,school,A000613
P029335,2025/2026,1,vocational_school,A000613
P029345,2025/2026,1,university,A016295
P029349,2025/2026,1,university,A002530
P029353,2025/2026,1,school,A003816
P029355,2025/2026,1,school,A005962
P029359,2025/2026,1,school,A007415
P029360,2025/2026,1,vocational_school,
P029362,2025/2026,1,school,A010076
P029367,2025/2026,1,university,A013992
P029370,2025/2026,1,school,A013081
P029371,2025/2026,1,vocational_school,A007609
P029372,2025/2026,1,school,A013189
P029373,2025/2026,1,university,A016058
P029374,2025/2026,1,vocational_school,A003869
P029381,2025/2026,1,school,A004495
P029383,2025/2026,1,school,A011343
P029390,2025/2026,1,school,A005692
P029394,2025/2026,1,vocational_school,A010504
P029402,2025/2026,1,school,A006699
P029403,2025/2026,1,university,A006699
P029404,2025/2026,1,school,A006463
P029407,2025/2026,1,school,A007985
P029408,2025/2026,1,school,A000474
P029411,2025/2026,1,vocational_school,A017340
P029415,2025/2026,1,vocational_school,A016705
P029423,2025/2026,1,school,A007513
P029425,2025/2026,1,school,A012977
P029426,2025/2026,1,university,A016357
P029427,2025/2026,1,school,A007729
P029429,2025/2026,1,,A007729
P029432,2025/2026,1,,A009856
P029443,2025/2026,1,vocational_school,A011892
P029453,2025/2026,1,school,A007313
P029455,2025/2026,1,school,A017432
P029456,2025/2026,1,,A017432
P029457,2025/2026,1,university,A009822
P029464,2025/2026,1,school,A003598
P029469,2025/2026,1,vocational_school,A001890
P029470,2025/2026,1,school,A001470
P029485,2025/2026,1,vocational_school,A000369
P029487,2025/2026,1,school,A009496
P029492,2025/2026,1,vocational_school,A007436
P029506,2025/2026,1,school,A004663
P029514,2025/2026,1,school,A006846
P029522,2025/2026,1,school,A009676
P029525,2025/2026,1,school,A016594
P029528,2025/2026,1,university,A016594
P029537,2025/2026,1,school,
P029542,2025/2026,1,university,A016739
P029543,2025/2026,1,vocational_school,A016739
P029548,2025/2026,1,university,A009996
P029551,2025/2026,1,school,A007921
P029555,2025/2026,1,vocational_school,A004536
P029556,2025/2026,1,school,A004536
P029557,2025/2026,1,school,A004536
P029558,2025/2026,1,vocational_school,A000989
P029560,2025/2026,1,school,A005312
P029563,2025/2026,1,school,A015884
P029566,2025/2026,1,school,A005100
P029572,2025/2026,1,school,A003907
P029574,2025/2026,1,university,A017500
P029577,2025/2026,1,school,A014503
P029578,2025/2026,1,school,A016468
P029593,2025/2026,1,school,A004107
P029599,2025/2026,1,university,A005416
P029606,2025/2026,1,school,A007612
P029610,2025/2026,1,school,A016427
P029616,2025/2026,1,,A016256
P029619,2025/2026,1,school,A001645
P029630,2025/2026,1,school,A006656
P029653,2025/2026,1,school,A009955
P029654,2025/2026,1,school,A016557
P029662,2025/2026,1,school,A011680
P029687,2025/2026,1,university,A015538
P029698,2025/2026,1,school,A015204
P029706,2025/2026,1,school,A010783
P029711,2025/2026,1,school,
P029721,2025/2026,1,school,A013959
P029732,2025/2026,1,vocational_school,A015126
P029744,2025/2026,1,university,A016689
P029746,2025/2026,1,university,A009066
P029753,2025/2026,1,school,A009536
P029755,2025/2026,1,university,A009536
P029760,2025/2026,1,vocational_school,A008689
P029767,2025/2026,1,school,A004224
P029768,2025/2026,1,school,A004224
P029774,2025/2026,1,university,A009707
P029782,2025/2026,1,,A009888
P029784,2025/2026,1,school,A013533
P029805,2025/2026,1,school,A014996
P029806,2025/2026,1,school,A002405
P029807,2025/2026,1,school,A002405
P029825,2025/2026,1,vocational_school,A008627
P029832,2025/2026,1,school,A015052
P029842,2025/2026,1,school,A009978
P029844,2025/2026,1,vocational_school,A009931
P029852,2025/2026,1,school,A002652
P029857,2025/2026,1,school,A007344
P029859,2025/2026,1,school,A009335
P029872,2025/2026,1,vocational_school,
P029880,2025/2026,1,school,A009893
P029881,2025/2026,1,school,A012752
P029882,2025/2026,1,university,A012752
P029884,2025/2026,1,school,A015993
P029885,2025/2026,1,school,A016125
P029894,2025/2026,1,university,A001264
P029898,2025/2026,1,school,A006144
P029899,2025/2026,1,school,A013197
P029904,2025/2026,1,school,A001487
P029909,2025/2026,1,school,A005157
P029914,2025/2026,1,vocational_school,A009927
P029920,2025/2026,1,vocational_school,A009562
P029926,2025/2026,1,school,A008379
P029931,2025/2026,1,vocational_school,A007120
P029938,2025/2026,1,university,A007426
P029939,2025/2026,1,vocational_school,A007426
P029943,2025/2026,1,university,A012821
P029949,2025/2026,1,school,
P029954,2025/2026,1,university,A011816
P029955,2025/2026,1,school,A011816
P029956,2025/2026,1,school,A005875
P029958,2025/2026,1,school,A002918
P029961,2025/2026,1,vocational_school,A002918
P029962,2025/2026,1,university,A002918
P029964,2025/2026,1,school,A010954
P029965,2025/2026,1,school,A010954
P029966,2025/2026,1,university,A013623
P029971,2025/2026,1,vocational_school,
P029973,2025/2026,1,,A012117
P029975,2025/2026,1,university,A013689
P029986,2025/2026,1,vocational_school,A014327
P029988,2025/2026,1,university,A011668
P029989,2025/2026,1,school,A011668
P029995,2025/2026,1,school,A004888
P029997,2025/2026,1,school,A000771
P030000,2025/2026,1,vocational_school,A015124
P030002,2025/2026,1,school,A015811
P030003,2025/2026,1,university,A000324
P030004,2025/2026,1,school,A004694
P030014,2025/2026,1,school,A008339
P030020,2025/2026,1,school,A006906
P030033,2025/2026,1,university,A012207
P030034,2025/2026,1,vocational_school,A012207
P030043,2025/2026,1,school,A003074
P030044,2025/2026,1,school,A013827
P030047,2025/2026,1,,A013827
P030051,2025/2026,1,school,A006931
P030055,2025/2026,1,school,A011477
P030056,2025/2026,1,vocational_school,A011477
P030064,2025/2026,1,school,A011031
P030089,2025/2026,1,school,A010424
P030091,2025/2026,1,school,A016544
P030094,2025/2026,1,university,A012055
P030101,2025/2026,1,university,A012604
P030106,2025/2026,1,vocational_school,A003438
P030108,2025/2026,1,school,A003438
P030128,2025/2026,1,school,A001497
P030129,2025/2026,1,school,A001497
P030131,2025/2026,1,school,A001497
P030134,2025/2026,1,university,A004820
P030150,2025/2026,1,university,A001994
P030162,2025/2026,1,,A001178
P030164,2025/2026,1,,A014871
P030166,2025/2026,1,school,A011742
P030176,2025/2026,1,school,A015113
P030177,2025/2026,1,school,A017554
P030181,2025/2026,1,vocational_school,A016037
P030186,2025/2026,1,,A002814
P030196,2025/2026,1,school,A007224
P030204,2025/2026,1,university,A012651
P030208,2025/2026,1,school,A002619
P030209,2025/2026,1,university,A002619
P030213,2025/2026,1,school,A004522
P030215,2025/2026,1,school,A014801
P030218,2025/2026,1,school,A015552
P030225,2025/2026,1,school,A011596
P030241,2025/2026,1,school,A016447
P030243,2025/2026,1,university,A016447
P030249,2025/2026,1,vocational_school,A007637
P030257,2025/2026,1,university,A013081
P030271,2025/2026,1,school,A009114
P030277,2025/2026,1,school,A000793
P030281,2025/2026,1,school,A000042
P030292,2025/2026,1,school,A010851
P030297,2025/2026,1,,A017450
P030299,2025/2026,1,school,A017609
P030302,2025/2026,1,school,A017887
P030304,2025/2026,1,school,A015562
P030305,2025/2026,1,school,A010498
P030308,2025/2026,1,vocational_school,A002633
P030312,2025/2026,1,university,A011008
P030315,2025/2026,1,school,A011864
P030319,2025/2026,1,school,A005782
P030323,2025/2026,1,school,A006263
P030326,2025/2026,1,school,A008190
P030330,2025/2026,1,vocational_school,A017648
P030333,2025/2026,1,university,A016221
P030334,2025/2026,1,school,A006655
P030341,2025/2026,1,school,A008794
P030347,2025/2026,1,university,A002886
P030348,2025/2026,1,school,A002789
P030352,2025/2026,1,school,A011716
P030354,2025/2026,1,school,A006697
P030357,2025/2026,1,school,A007443
P030362,2025/2026,1,school,A005632
P030365,2025/2026,1,school,A017267
P030368,2025/2026,1,vocational_school,A010828
P030375,2025/2026,1,school,A013446
P030390,2025/2026,1,school,
P030391,2025/2026,1,,A003162
P030399,2025/2026,1,vocational_school,A013209
P030400,2025/2026,1,school,A012745
P030402,2025/2026,1,vocational_school,A011105
P030419,2025/2026,1,university,A000519
P030420,2025/2026,1,school,A005125
P030423,2025/2026,1,vocational_school,A013793
P030427,2025/2026,1,vocational_school,A002256
P030428,2025/2026,1,school,A002256
P030432,2025/2026,1,school,A013159
P030440,2025/2026,1,vocational_school,A004725
P030443,2025/2026,1,school,A005993
P030449,2025/2026,1,school,A002035
P030460,2025/2026,1,school,A000216
P030462,2025/2026,1,school,A000216
P030467,2025/2026,1,school,A000020
P030471,2025/2026,1,school,A003550
P030475,2025/2026,1,school,A002089
P030482,2025/2026,1,vocational_school,A013564
P030492,2025/2026,1,university,A008966
P030498,2025/2026,1,vocational_school,A010674
P030500,2025/2026,1,,A010674
P030504,2025/2026,1,school,A002274
P030505,2025/2026,1,university,A002274
P030509,2025/2026,1,school,A013020
P030516,2025/2026,1,university,A004537
P030523,2025/2026,1,school,A011381
P030530,2025/2026,1,school,A007973
P030533,2025/2026,1,school,A012123
P030552,2025/2026,1,school,A013264
P030558,2025/2026,1,vocational_school,A004659
P030561,2025/2026,1,university,A017445
P030564,2025/2026,1,school,A008076
P030567,2025/2026,1,vocational_school,A011092
P030581,2025/2026,1,university,A010503
P030584,2025/2026,1,school,A006772
P030585,2025/2026,1,,A002502
P030586,2025/2026,1,school,
P030595,2025/2026,1,school,A012998
P030598,2025/2026,1,school,A014045
P030603,2025/2026,1,university,A005575
P030604,2025/2026,1,vocational_school,A012126
P030616,2025/2026,1,school,A014423
P030617,2025/2026,1,school,A014423
P030627,2025/2026,1,university,A001530
P030642,2025/2026,1,school,A007780
P030645,2025/2026,1,vocational_school,A012923
P030648,2025/2026,1,school,A012377
P030652,2025/2026,1,school,A010293
P030654,2025/2026,1,school,A002767
P030664,2025/2026,1,school,A007888
P030668,2025/2026,1,school,A005239
P030676,2025/2026,1,school,A003445
P030679,2025/2026,1,school,A008311
P030685,2025/2026,1,vocational_school,
P030686,2025/2026,1,school,A014739
P030688,2025/2026,1,school,A013424
P030689,2025/2026,1,school,A013424
P030691,2025/2026,1,school,A013424
P030700,2025/2026,1,school,A013002
P030710,2025/2026,1,school,A015385
P030741,2025/2026,1,school,A017161
P030743,2025/2026,1,school,A010238
P030767,2025/2026,1,school,A016805
P030768,2025/2026,1,school,A010253
P030770,2025/2026,1,school,A013557
P030771,2025/2026,1,university,A013557
P030772,2025/2026,1,school,A013557
P030781,2025/2026,1,school,A003928
P030782,2025/2026,1,school,A002021
P030789,2025/2026,1,vocational_school,A005373
P030794,2025/2026,1,school,A007846
P030799,2025/2026,1,university,A004419
P030804,2025/2026,1,school,A011533
P030813,2025/2026,1,vocational_school,A004408
P030819,2025/2026,1,school,A004809
P030827,2025/2026,1,school,A006300
P030830,2025/2026,1,school,A016417
P030833,2025/2026,1,vocational_school,A010586
P030838,2025/2026,1,vocational_school,A015920
P030839,2025/2026,1,school,A007481
P030849,2025/2026,1,school,A007156
P030852,2025/2026,1,school,A009265
P030864,2025/2026,1,school,A011530
P030868,2025/2026,1,school,A006510
P030869,2025/2026,1,school,A011003
P030900,2025/2026,1,school,A000534
P030908,2025/2026,1,school,A009704
P030912,2025/2026,1,vocational_school,A009704
P030922,2025/2026,1,school,A003225
P030934,2025/2026,1,vocational_school,A001111
P030936,2025/2026,1,school,A000280
P030946,2025/2026,1,school,A011716
P030950,2025/2026,1,vocational_school,A005166
P030959,2025/2026,1,school,A011868
P030971,2025/2026,1,school,A005969
P030974,2025/2026,1,school,A013159
P030976,2025/2026,1,university,A013159
P030984,2025/2026,1,,A010269
P030985,2025/2026,1,vocational_school,A005708
P030989,2025/2026,1,,A016349
P030990,2025/2026,1,university,A016349
P030999,2025/2026,1,school,A016165
P031001,2025/2026,1,school,A016165
P031006,2025/2026,1,school,A017499
P031013,2025/2026,1,school,A007198
P031016,2025/2026,1,,A003311
P031025,2025/2026,1,school,A009998
P031030,2025/2026,1,school,A012932
P031037,2025/2026,1,school,A009966
P031038,2025/2026,1,school,A015026
P031044,2025/2026,1,university,A006193
P031046,2025/2026,1,school,A007138
P031048,2025/2026,1,school,A007138
P031050,2025/2026,1,university,A008785
P031061,2025/2026,1,university,A003691
P031075,2025/2026,1,school,A011348
P031079,2025/2026,1,school,A000125
P031086,2025/2026,1,university,A010741
P031087,2025/2026,1,school,A003287
P031088,2025/2026,1,school,
P031089,2025/2026,1,school,A001137
P031090,2025/2026,1,university,A005264
P031099,2025/2026,1,university,A008206
P031109,2025/2026,1,school,A001350
P031116,2025/2026,1,school,A010264
P031129,2025/2026,1,vocational_school,A004069
P031139,2025/2026,1,university,A011331
P031141,2025/2026,1,vocational_school,
P031147,2025/2026,1,school,A013279
P031166,2025/2026,1,university,A008911
P031173,2025/2026,1,school,A002608
P031174,2025/2026,1,school,A002608
P031175,2025/2026,1,school,A017296
P031179,2025/2026,1,vocational_school,A009746
P031180,2025/2026,1,school,A009746
P031184,2025/2026,1,university,A011595
P031187,2025/2026,1,university,A010093
P031188,2025/2026,1,school,A010093
P031194,2025/2026,1,school,A006069
P031199,2025/2026,1,school,A013413
P031200,2025/2026,1,school,A013413
P031202,2025/2026,1,,A014162
P031209,2025/2026,1,school,A000382
P031222,2025/2026,1,university,
P031229,2025/2026,1,school,A015206
P031230,2025/2026,1,university,A015914
P031248,2025/2026,1,vocational_school,A004776
P031259,2025/2026,1,university,A008754
P031261,2025/2026,1,school,A008754
P031274,2025/2026,1,school,A005715
P031275,2025/2026,1,university,A005715
P031280,2025/2026,1,university,A004288
P031283,2025/2026,1,,A012090
P031285,2025/2026,1,school,A001312
P031286,2025/2026,1,vocational_school,A001312
P031295,2025/2026,1,school,A003110
P031300,2025/2026,1,university,A012220
P031301,2025/2026,1,university,
P031302,2025/2026,1,school,A012220
P031311,2025/2026,1,university,A007308
P031314,2025/2026,1,university,
P031316,2025/2026,1,,A014375
P031327,2025/2026,1,school,A004447
P031332,2025/2026,1,vocational_school,A015804
P031336,2025/2026,1,,A015804
P031344,2025/2026,1,vocational_school,A015861
P031362,2025/2026,1,school,A000796
P031369,2025/2026,1,school,A014418
P031373,2025/2026,1,school,A017909
P031375,2025/2026,1,university,A016526
P031376,2025/2026,1,vocational_school,A006916
P031380,2025/2026,1,university,A011248
P031382,2025/2026,1,school,A014854
P031387,2025/2026,1,university,A002356
P031389,2025/2026,1,vocational_school,A016505
P031393,2025/2026,1,,A016744
P031398,2025/2026,1,vocational_school,A010181
P031400,2025/2026,1,school,A010181
P031409,2025/2026,1,school,A007927
P031410,2025/2026,1,university,A007927
P031423,2025/2026,1,university,A012200
P031426,2025/2026,1,school,A011695
P031427,2025/2026,1,school,A006520
P031433,2025/2026,1,vocational_school,A016129
P031435,2025/2026,1,school,A001005
P031437,2025/2026,1,school,A005599
P031439,2025/2026,1,school,A005599
P031446,2025/2026,1,university,A009200
P031447,2025/2026,1,school,A016520
P031448,2025/2026,1,university,A016520
P031454,2025/2026,1,university,A000809
P031456,2025/2026,1,school,A017390
P031459,2025/2026,1,school,A017390
P031460,2025/2026,1,vocational_school,A010995
P031464,2025/2026,1,school,A011061
P031473,2025/2026,1,university,A010417
P031480,2025/2026,1,school,A009051
P031484,2025/2026,1,university,A006055
P031488,2025/2026,1,vocational_school,A002526
P031491,2025/2026,1,school,A015414
P031494,2025/2026,1,school,A012729
P031510,2025/2026,1,university,A001765
P031520,2025/2026,1,school,A011439
P031541,2025/2026,1,university,A000019
P031543,2025/2026,1,university,A002350
P031545,2025/2026,1,school,A008892
P031550,2025/2026,1,school,A005191
P031571,2025/2026,1,school,A011901
P031577,2025/2026,1,university,A011827
P031585,2025/2026,1,university,A015637
P031594,2025/2026,1,school,A007638
P031597,2025/2026,1,school,A008612
P031599,2025/2026,1,vocational_school,A015379
P031606,2025/2026,1,vocational_school,A017744
P031610,2025/2026,1,university,A001874
P031627,2025/2026,1,school,A008646
P031630,2025/2026,1,school,A000760
P031631,2025/2026,1,vocational_school,A015454
P031634,2025/2026,1,school,A002616
P031635,2025/2026,1,,A002616
P031645,2025/2026,1,vocational_school,A016495
P031650,2025/2026,1,vocational_school,A010624
P031657,2025/2026,1,school,A008542
P031660,2025/2026,1,vocational_school,A014815
P031661,2025/2026,1,vocational_school,A014375
P031665,2025/2026,1,school,A008242
P031673,2025/2026,1,university,A016726
P031674,2025/2026,1,university,A016726
P031682,2025/2026,1,school,A009845
P031694,2025/2026,1,school,A002502
P031700,2025/2026,1,school,A004091
P031704,2025/2026,1,school,A007385
P031720,2025/2026,1,school,A005407
P031731,2025/2026,1,school,A008994
P031744,2025/2026,1,vocational_school,A014126
P031748,2025/2026,1,school,A001805
P031751,2025/2026,1,school,A006403
P031755,2025/2026,1,school,A006261
P031756,2025/2026,1,university,A000331
P031757,2025/2026,1,school,A003829
P031758,2025/2026,1,school,A017354
P031766,2025/2026,1,school,A001103
P031769,2025/2026,1,school,A006867
P031795,2025/2026,1,school,
P031809,2025/2026,1,school,A008449
P031810,2025/2026,1,university,A008449
P031819,2025/2026,1,school,A008571
P031820,2025/2026,1,school,A012185
P031825,2025/2026,1,school,A015899
P031826,2025/2026,1,school,A011154
P031828,2025/2026,1,vocational_school,A002386
P031829,2025/2026,1,school,A002386
P031832,2025/2026,1,school,A008509
P031835,2025/2026,1,university,A017291
P031839,2025/2026,1,vocational_school,A010007
P031842,2025/2026,1,school,A002312
P031854,2025/2026,1,school,A001826
P031856,2025/2026,1,university,A000239
P031874,2025/2026,1,vocational_school,A009015
P031876,2025/2026,1,university,A003958
P031881,2025/2026,1,vocational_school,A006079
P031889,2025/2026,1,school,A016760
P031894,2025/2026,1,university,A013123
P031935,2025/2026,1,school,A016162
P031946,2025/2026,1,school,A003810
P031965,2025/2026,1,school,A000971
P031972,2025/2026,1,vocational_school,A011824
P031985,2025/2026,1,school,A009603
P031986,2025/2026,1,school,A002214
P031989,2025/2026,1,school,A002935
P031991,2025/2026,1,school,A012841
P031995,2025/2026,1,school,A005648
P032000,2025/2026,1,vocational_school,
P032001,2025/2026,1,school,
P032003,2025/2026,1,school,A006132
P032010,2025/2026,1,school,A015317
P032030,2025/2026,1,school,A016370
P032033,2025/2026,1,vocational_school,A000898
P032035,2025/2026,1,school,A000898
P032036,2025/2026,1,university,A000898
P032040,2025/2026,1,university,A011099
P032044,2025/2026,1,,A001290
P032060,2025/2026,1,school,A006805
P032068,2025/2026,1,school,A000256
P032076,2025/2026,1,school,A004429
P032078,2025/2026,1,vocational_school,A004429
P032081,2025/2026,1,school,A015930
P032091,2025/2026,1,school,A004233
P032095,2025/2026,1,school,A012171
P032108,2025/2026,1,vocational_school,A009947
P032112,2025/2026,1,,A012066
P032119,2025/2026,1,school,A010180
P032138,2025/2026,1,school,A004522
P032151,2025/2026,1,school,A012297
P032152,2025/2026,1,vocational_school,A012297
P032167,2025/2026,1,university,A000444
P032171,2025/2026,1,,A015397
P032176,2025/2026,1,school,A008234
P032179,2025/2026,1,university,A016289
P032181,2025/2026,1,school,A001067
P032192,2025/2026,1,school,A015831
P032195,2025/2026,1,university,A006296
P032203,2025/2026,1,university,A000465
P032205,2025/2026,1,,A013279
P032215,2025/2026,1,vocational_school,A017692
P032218,2025/2026,1,school,A013283
P032219,2025/2026,1,school,A013283
P032221,2025/2026,1,school,A005110
P032231,2025/2026,1,school,A001733
P032234,2025/2026,1,school,A003545
P032236,2025/2026,1,school,A010491
P032239,2025/2026,1,vocational_school,A003940
P032243,2025/2026,1,,A006929
P032251,2025/2026,1,school,A014755
P032252,2025/2026,1,school,A001295
P032256,2025/2026,1,vocational_school,A001030
P032270,2025/2026,1,school,A001137
P032273,2025/2026,1,school,A010657
P032277,2025/2026,1,school,A004055
P032293,2025/2026,1,vocational_school,A004751
P032294,2025/2026,1,school,A013606
P032296,2025/2026,1,vocational_school,A007290
P032305,2025/2026,1,school,A011666
P032316,2025/2026,1,school,A005255
P032318,2025/2026,1,university,A012212
P032320,2025/2026,1,university,A007872
P032321,2025/2026,1,university,A007872
P032328,2025/2026,1,vocational_school,A007130
P032341,2025/2026,1,school,A012074
P032344,2025/2026,1,school,A013147
P032345,2025/2026,1,school,A014062
P032352,2025/2026,1,school,A011810
P032354,2025/2026,1,,A014406
P032355,2025/2026,1,school,A014406
P032371,2025/2026,1,school,A009210
P032372,2025/2026,1,school,A013564
P032375,2025/2026,1,,A013564
P032380,2025/2026,1,school,A017426
P032388,2025/2026,1,vocational_school,A011899
P032393,2025/2026,1,school,A008393
P032394,2025/2026,1,university,A016041
P032398,2025/2026,1,vocational_school,A014230
P032400,2025/2026,1,vocational_school,A006763
P032402,2025/2026,1,vocational_school,A012443
P032404,2025/2026,1,school,A012443
P032407,2025/2026,1,school,A011242
P032410,2025/2026,1,vocational_school,A004461
P032411,2025/2026,1,school,A007188
P032417,2025/2026,1,school,A012330
P032418,2025/2026,1,school,A012330
P032428,2025/2026,1,school,A004538
P032429,2025/2026,1,university,A004538
P032430,2025/2026,1,university,A010242
P032431,2025/2026,1,school,A010242
P032432,2025/2026,1,school,A012604
P032436,2025/2026,1,vocational_school,A005961
P032444,2025/2026,1,school,
P032452,2025/2026,1,school,A000304
P032453,2025/2026,1,university,A011138
P032455,2025/2026,1,school,A011138
P032472,2025/2026,1,,A001079
P032479,2025/2026,1,school,A003062
P032485,2025/2026,1,school,A010579
P032493,2025/2026,1,school,A003114
P032500,2025/2026,1,university,A000444
P032512,2025/2026,1,vocational_school,A003105
P032515,2025/2026,1,school,A009773
P032519,2025/2026,1,university,A010780
P032527,2025/2026,1,school,A016013
P032531,2025/2026,1,university,A005212
P032534,2025/2026,1,school,A006624
P032536,2025/2026,1,school,A011336
P032538,2025/2026,1,school,A016234
P032557,2025/2026,1,vocational_school,A016973
P032562,2025/2026,1,university,A017594
P032566,2025/2026,1,school,A010904
P032569,2025/2026,1,school,A003606
P032571,2025/2026,1,,A010641
P032578,2025/2026,1,university,A008816
P032581,2025/2026,1,school,A002203
P032582,2025/2026,1,,A002203
P032583,2025/2026,1,school,A013630
P032591,2025/2026,1,school,A006123
P032592,2025/2026,1,school,A006123
P032594,2025/2026,1,school,A006246
P032595,2025/2026,1,vocational_school,A006246
P032602,2025/2026,1,school,A013809
P032603,2025/2026,1,school,A013809
P032610,2025/2026,1,university,A002715
P032612,2025/2026,1,school,A017598
P032613,2025/2026,1,university,A017598
P032615,2025/2026,1,school,A005738
P032617,2025/2026,1,school,A000002
P032620,2025/2026,1,school,A003735
P032646,2025/2026,1,school,A001811
P032651,2025/2026,1,school,A011767
P032653,2025/2026,1,university,A005542
P032658,2025/2026,1,school,A011066
P032666,2025/2026,1,school,A013526
P032667,2025/2026,1,school,A017135
P032673,2025/2026,1,university,A015483
P032674,2025/2026,1,vocational_school,A015483
P032676,2025/2026,1,school,A015483
P032678,2025/2026,1,university,A011708
P032681,2025/2026,1,school,A014000
P032684,2025/2026,1,school,A010585
P032686,2025/2026,1,vocational_school,A004696
P032695,2025/2026,1,vocational_school,A006511
P032696,2025/2026,1,school,A008081
P032697,2025/2026,1,vocational_school,A008081
P032699,2025/2026,1,school,A008081
P032710,2025/2026,1,vocational_school,A006458
P032716,2025/2026,1,university,A001540
P032724,2025/2026,1,school,A009092
P032734,2025/2026,1,school,A016164
P032736,2025/2026,1,school,A013440
P032738,2025/2026,1,school,A013727
P032742,2025/2026,1,school,A014262
P032751,2025/2026,1,school,A004745
P032770,2025/2026,1,vocational_school,A005328
P032771,2025/2026,1,school,A014957
P032784,2025/2026,1,school,A004121
P032787,2025/2026,1,school,A001641
P032791,2025/2026,1,vocational_school,A001641
P032799,2025/2026,1,school,A014631
P032801,2025/2026,1,school,A000231
P032812,2025/2026,1,school,A001834
P032820,2025/2026,1,school,A008771
P032823,2025/2026,1,school,A011198
P032830,2025/2026,1,school,A008646
