person_id,school_year,enrolment_flag,institution_type,contact_address_id,population_age,in_population_register,flag_age_check_unavailable,flag_missing_institution_type,flag_invalid_institution_type,flag_implausible_enrolment_age
P028184,2025/2026,1,school,A007603,12,TRUE,FALSE,FALSE,FALSE,FALSE
P028186,2025/2026,1,school,A007603,9,TRUE,FALSE,FALSE,FALSE,FALSE
P028196,2025/2026,1,university,A016588,20,TRUE,FALSE,FALSE,FALSE,FALSE
P028199,2025/2026,1,school,A007640,13,TRUE,FALSE,FALSE,FALSE,FALSE
P028204,2025/2026,1,school,A002808,14,TRUE,FALSE,FALSE,FALSE,FALSE
P028211,2025/2026,1,school,A012232,6,TRUE,FALSE,FALSE,FALSE,FALSE
P028224,2025/2026,1,vocational_school,A006229,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028229,2025/2026,1,school,A011337,6,TRUE,FALSE,FALSE,FALSE,FALSE
P028233,2025/2026,1,school,A010401,13,TRUE,FALSE,FALSE,FALSE,FALSE
P028239,2025/2026,1,vocational_school,A017399,24,TRUE,FALSE,FALSE,FALSE,FALSE
P028243,2025/2026,1,school,A014777,11,TRUE,FALSE,FALSE,FALSE,FALSE
P028244,2025/2026,1,school,A014777,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028246,2025/2026,1,university,A005091,22,TRUE,FALSE,FALSE,FALSE,FALSE
P028251,2025/2026,1,vocational_school,A012387,11,TRUE,FALSE,FALSE,FALSE,FALSE
P028254,2025/2026,1,vocational_school,A007883,23,TRUE,FALSE,FALSE,FALSE,FALSE
P028268,2025/2026,1,school,A000007,12,TRUE,FALSE,FALSE,FALSE,FALSE
P028269,2025/2026,1,university,A007663,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P028278,2025/2026,1,university,A000629,19,TRUE,FALSE,FALSE,FALSE,FALSE
P028279,2025/2026,1,school,A000093,14,TRUE,FALSE,FALSE,FALSE,FALSE
P028282,2025/2026,1,school,A000093,16,TRUE,FALSE,FALSE,FALSE,FALSE
P028284,2025/2026,1,vocational_school,A013018,6,TRUE,FALSE,FALSE,FALSE,FALSE
P028298,2025/2026,1,university,A015150,21,TRUE,FALSE,FALSE,FALSE,FALSE
P028302,2025/2026,1,school,A009150,12,TRUE,FALSE,FALSE,FALSE,FALSE
P028307,2025/2026,1,NA,A002943,49,TRUE,FALSE,TRUE,FALSE,TRUE
P028309,2025/2026,1,vocational_school,A017926,18,TRUE,FALSE,FALSE,FALSE,FALSE
P028310,2025/2026,1,university,A017926,30,TRUE,FALSE,FALSE,FALSE,FALSE
P028319,2025/2026,1,school,A010011,11,TRUE,FALSE,FALSE,FALSE,FALSE
P028320,2025/2026,1,school,A009161,12,TRUE,FALSE,FALSE,FALSE,FALSE
P028327,2025/2026,1,vocational_school,A003127,7,TRUE,FALSE,FALSE,FALSE,FALSE
P028336,2025/2026,1,school,NA,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028338,2025/2026,1,NA,A010660,23,TRUE,FALSE,TRUE,FALSE,FALSE
P028345,2025/2026,1,university,A011892,18,TRUE,FALSE,FALSE,FALSE,FALSE
P028356,2025/2026,1,NA,A013492,95,TRUE,FALSE,TRUE,FALSE,TRUE
P028365,2025/2026,1,school,A002761,7,TRUE,FALSE,FALSE,FALSE,FALSE
P028371,2025/2026,1,university,A010858,24,TRUE,FALSE,FALSE,FALSE,FALSE
P028394,2025/2026,1,school,A004761,16,TRUE,FALSE,FALSE,FALSE,FALSE
P028396,2025/2026,1,vocational_school,A009030,18,TRUE,FALSE,FALSE,FALSE,FALSE
P028405,2025/2026,1,university,A011212,22,TRUE,FALSE,FALSE,FALSE,FALSE
P028409,2025/2026,1,school,A016588,16,TRUE,FALSE,FALSE,FALSE,FALSE
P028413,2025/2026,1,school,A011332,NA,TRUE,TRUE,FALSE,FALSE,FALSE
P028418,2025/2026,1,university,A014842,23,TRUE,FALSE,FALSE,FALSE,FALSE
P028438,2025/2026,1,school,A003219,16,TRUE,FALSE,FALSE,FALSE,FALSE
P028450,2025/2026,1,school,A015594,7,TRUE,FALSE,FALSE,FALSE,FALSE
P028455,2025/2026,1,school,A009065,17,TRUE,FALSE,FALSE,FALSE,FALSE
P028459,2025/2026,1,vocational_school,NA,14,TRUE,FALSE,FALSE,FALSE,FALSE
P028468,2025/2026,1,school,A005517,9,TRUE,FALSE,FALSE,FALSE,FALSE
P028469,2025/2026,1,school,A017586,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P028479,2025/2026,1,university,A010530,20,TRUE,FALSE,FALSE,FALSE,FALSE
P028486,2025/2026,1,school,A011788,9,TRUE,FALSE,FALSE,FALSE,FALSE
P028494,2025/2026,1,school,A005222,14,TRUE,FALSE,FALSE,FALSE,FALSE
P028498,2025/2026,1,NA,A002224,14,TRUE,FALSE,TRUE,FALSE,FALSE
P028500,2025/2026,1,vocational_school,A011399,20,TRUE,FALSE,FALSE,FALSE,FALSE
P028510,2025/2026,1,school,A007544,15,TRUE,FALSE,FALSE,FALSE,FALSE
P028511,2025/2026,1,vocational_school,A005278,19,TRUE,FALSE,FALSE,FALSE,FALSE
P028515,2025/2026,1,vocational_school,A008517,23,TRUE,FALSE,FALSE,FALSE,FALSE
P028516,2025/2026,1,vocational_school,A002607,29,TRUE,FALSE,FALSE,FALSE,FALSE
P028528,2025/2026,1,school,A006376,15,TRUE,FALSE,FALSE,FALSE,FALSE
P028530,2025/2026,1,university,A001111,23,TRUE,FALSE,FALSE,FALSE,FALSE
P028538,2025/2026,1,school,A001490,13,TRUE,FALSE,FALSE,FALSE,FALSE
P028539,2025/2026,1,school,A001490,13,TRUE,FALSE,FALSE,FALSE,FALSE
P028543,2025/2026,1,school,A001972,11,TRUE,FALSE,FALSE,FALSE,FALSE
P028551,2025/2026,1,vocational_school,A001027,25,TRUE,FALSE,FALSE,FALSE,FALSE
P028561,2025/2026,1,school,A005439,12,TRUE,FALSE,FALSE,FALSE,FALSE
P028570,2025/2026,1,school,A007424,17,TRUE,FALSE,FALSE,FALSE,FALSE
P028579,2025/2026,1,university,A012352,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P028582,2025/2026,1,vocational_school,A003760,11,TRUE,FALSE,FALSE,FALSE,FALSE
P028583,2025/2026,1,school,A003760,6,TRUE,FALSE,FALSE,FALSE,FALSE
P028591,2025/2026,1,school,A008321,13,TRUE,FALSE,FALSE,FALSE,FALSE
P028592,2025/2026,1,NA,A008321,40,TRUE,FALSE,TRUE,FALSE,TRUE
P028593,2025/2026,1,school,A008321,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028599,2025/2026,1,school,A016863,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028603,2025/2026,1,vocational_school,A002810,29,TRUE,FALSE,FALSE,FALSE,FALSE
P028604,2025/2026,1,school,A002810,6,TRUE,FALSE,FALSE,FALSE,FALSE
P028605,2025/2026,1,university,A002810,22,TRUE,FALSE,FALSE,FALSE,FALSE
P028615,2025/2026,1,school,A003787,6,TRUE,FALSE,FALSE,FALSE,FALSE
P028619,2025/2026,1,vocational_school,A015093,20,TRUE,FALSE,FALSE,FALSE,FALSE
P028622,2025/2026,1,vocational_school,A000609,7,TRUE,FALSE,FALSE,FALSE,FALSE
P028625,2025/2026,1,school,A000609,16,TRUE,FALSE,FALSE,FALSE,FALSE
P028653,2025/2026,1,school,A012559,7,TRUE,FALSE,FALSE,FALSE,FALSE
P028654,2025/2026,1,university,A014333,18,TRUE,FALSE,FALSE,FALSE,FALSE
P028655,2025/2026,1,university,A014333,18,TRUE,FALSE,FALSE,FALSE,FALSE
P028658,2025/2026,1,school,A017314,8,TRUE,FALSE,FALSE,FALSE,FALSE
P028671,2025/2026,1,school,A001863,15,TRUE,FALSE,FALSE,FALSE,FALSE
P028677,2025/2026,1,school,A010726,6,TRUE,FALSE,FALSE,FALSE,FALSE
P028681,2025/2026,1,school,A002760,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028691,2025/2026,1,vocational_school,A008696,20,TRUE,FALSE,FALSE,FALSE,FALSE
P028694,2025/2026,1,university,A005818,18,TRUE,FALSE,FALSE,FALSE,FALSE
P028698,2025/2026,1,school,A003679,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028699,2025/2026,1,school,A003679,8,TRUE,FALSE,FALSE,FALSE,FALSE
P028703,2025/2026,1,school,A014743,7,TRUE,FALSE,FALSE,FALSE,FALSE
P028706,2025/2026,1,school,A006163,14,TRUE,FALSE,FALSE,FALSE,FALSE
P028707,2025/2026,1,vocational_school,A006163,26,TRUE,FALSE,FALSE,FALSE,FALSE
P028711,2025/2026,1,school,A007278,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P028714,2025/2026,1,school,A013428,9,TRUE,FALSE,FALSE,FALSE,FALSE
P028716,2025/2026,1,school,A013462,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028717,2025/2026,1,school,A013997,16,TRUE,FALSE,FALSE,FALSE,FALSE
P028725,2025/2026,1,vocational_school,A013273,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028733,2025/2026,1,school,A011951,8,TRUE,FALSE,FALSE,FALSE,FALSE
P028734,2025/2026,1,school,A011951,14,TRUE,FALSE,FALSE,FALSE,FALSE
P028737,2025/2026,1,vocational_school,A003264,28,TRUE,FALSE,FALSE,FALSE,FALSE
P028749,2025/2026,1,school,A012618,7,TRUE,FALSE,FALSE,FALSE,FALSE
P028754,2025/2026,1,school,A001226,17,TRUE,FALSE,FALSE,FALSE,FALSE
P028769,2025/2026,1,school,A017603,16,TRUE,FALSE,FALSE,FALSE,FALSE
P028779,2025/2026,1,school,A016836,8,TRUE,FALSE,FALSE,FALSE,FALSE
P028803,2025/2026,1,school,A011173,11,TRUE,FALSE,FALSE,FALSE,FALSE
P028804,2025/2026,1,NA,A001715,6,TRUE,FALSE,TRUE,FALSE,FALSE
P028805,2025/2026,1,school,A001715,14,TRUE,FALSE,FALSE,FALSE,FALSE
P028810,2025/2026,1,vocational_school,A011692,25,TRUE,FALSE,FALSE,FALSE,FALSE
P028811,2025/2026,1,vocational_school,A014329,17,TRUE,FALSE,FALSE,FALSE,FALSE
P028817,2025/2026,1,vocational_school,A012234,17,TRUE,FALSE,FALSE,FALSE,FALSE
P028831,2025/2026,1,school,A017313,7,TRUE,FALSE,FALSE,FALSE,FALSE
P028833,2025/2026,1,school,A007078,8,TRUE,FALSE,FALSE,FALSE,FALSE
P028837,2025/2026,1,school,A011566,8,TRUE,FALSE,FALSE,FALSE,FALSE
P028838,2025/2026,1,school,A011566,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028843,2025/2026,1,university,A013485,26,TRUE,FALSE,FALSE,FALSE,FALSE
P028844,2025/2026,1,school,A013485,15,TRUE,FALSE,FALSE,FALSE,FALSE
P028851,2025/2026,1,university,A014755,22,TRUE,FALSE,FALSE,FALSE,FALSE
P028854,2025/2026,1,university,A014755,22,TRUE,FALSE,FALSE,FALSE,FALSE
P028862,2025/2026,1,school,A017605,12,TRUE,FALSE,FALSE,FALSE,FALSE
P028876,2025/2026,1,school,A012172,12,TRUE,FALSE,FALSE,FALSE,FALSE
P028878,2025/2026,1,school,A013882,9,TRUE,FALSE,FALSE,FALSE,FALSE
P028885,2025/2026,1,school,A011375,15,TRUE,FALSE,FALSE,FALSE,FALSE
P028894,2025/2026,1,school,A002028,14,TRUE,FALSE,FALSE,FALSE,FALSE
P028909,2025/2026,1,school,A008586,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028913,2025/2026,1,school,A007185,12,TRUE,FALSE,FALSE,FALSE,FALSE
P028924,2025/2026,1,school,A004916,13,TRUE,FALSE,FALSE,FALSE,FALSE
P028926,2025/2026,1,school,A011874,10,TRUE,FALSE,FALSE,FALSE,FALSE
P028945,2025/2026,1,school,A017830,16,TRUE,FALSE,FALSE,FALSE,FALSE
P028947,2025/2026,1,school,A005818,9,TRUE,FALSE,FALSE,FALSE,FALSE
P028952,2025/2026,1,school,A003300,13,TRUE,FALSE,FALSE,FALSE,FALSE
P028956,2025/2026,1,university,A011640,22,TRUE,FALSE,FALSE,FALSE,FALSE
P028960,2025/2026,1,vocational_school,A014113,14,TRUE,FALSE,FALSE,FALSE,FALSE
P028964,2025/2026,1,university,A002671,23,TRUE,FALSE,FALSE,FALSE,FALSE
P028971,2025/2026,1,school,A001736,9,TRUE,FALSE,FALSE,FALSE,FALSE
P028980,2025/2026,1,school,A004745,6,TRUE,FALSE,FALSE,FALSE,FALSE
P028982,2025/2026,1,vocational_school,A011120,17,TRUE,FALSE,FALSE,FALSE,FALSE
P028983,2025/2026,1,university,A008795,22,TRUE,FALSE,FALSE,FALSE,FALSE
P028987,2025/2026,1,vocational_school,A009152,22,TRUE,FALSE,FALSE,FALSE,FALSE
P028988,2025/2026,1,school,A009152,13,TRUE,FALSE,FALSE,FALSE,FALSE
P028992,2025/2026,1,university,A000344,18,TRUE,FALSE,FALSE,FALSE,FALSE
P028993,2025/2026,1,university,A007125,18,TRUE,FALSE,FALSE,FALSE,FALSE
P028996,2025/2026,1,school,A017092,16,TRUE,FALSE,FALSE,FALSE,FALSE
P028999,2025/2026,1,school,A010784,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029000,2025/2026,1,NA,A010784,36,TRUE,FALSE,TRUE,FALSE,TRUE
P029002,2025/2026,1,vocational_school,A007773,21,TRUE,FALSE,FALSE,FALSE,FALSE
P029007,2025/2026,1,vocational_school,A010454,6,TRUE,FALSE,FALSE,FALSE,FALSE
P029009,2025/2026,1,school,A010454,9,TRUE,FALSE,FALSE,FALSE,FALSE
P029011,2025/2026,1,school,A014082,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029017,2025/2026,1,vocational_school,A013122,22,TRUE,FALSE,FALSE,FALSE,FALSE
P029019,2025/2026,1,vocational_school,A013122,14,TRUE,FALSE,FALSE,FALSE,FALSE
P029024,2025/2026,1,vocational_school,A008000,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029034,2025/2026,1,school,A004789,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029036,2025/2026,1,school,A004789,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029049,2025/2026,1,school,A004004,6,TRUE,FALSE,FALSE,FALSE,FALSE
P029060,2025/2026,1,university,A006062,21,TRUE,FALSE,FALSE,FALSE,FALSE
P029066,2025/2026,1,vocational_school,A010390,19,TRUE,FALSE,FALSE,FALSE,FALSE
P029069,2025/2026,1,school,A010115,14,TRUE,FALSE,FALSE,FALSE,FALSE
P029077,2025/2026,1,NA,A008633,39,TRUE,FALSE,TRUE,FALSE,TRUE
P029102,2025/2026,1,university,A007111,30,TRUE,FALSE,FALSE,FALSE,FALSE
P029103,2025/2026,1,school,A003525,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029108,2025/2026,1,vocational_school,A004987,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029111,2025/2026,1,school,A000800,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029115,2025/2026,1,NA,A008156,38,TRUE,FALSE,TRUE,FALSE,TRUE
P029121,2025/2026,1,vocational_school,A002040,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029126,2025/2026,1,school,A016928,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029130,2025/2026,1,school,A016744,11,TRUE,FALSE,FALSE,FALSE,FALSE
P029131,2025/2026,1,school,A016744,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029132,2025/2026,1,university,A016744,18,TRUE,FALSE,FALSE,FALSE,FALSE
P029136,2025/2026,1,school,A011068,15,TRUE,FALSE,FALSE,FALSE,FALSE
P029138,2025/2026,1,school,A013327,12,TRUE,FALSE,FALSE,FALSE,FALSE
P029139,2025/2026,1,school,A013327,7,TRUE,FALSE,FALSE,FALSE,FALSE
P029140,2025/2026,1,school,A013327,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029144,2025/2026,1,vocational_school,A006294,12,TRUE,FALSE,FALSE,FALSE,FALSE
P029150,2025/2026,1,university,A001984,24,TRUE,FALSE,FALSE,FALSE,FALSE
P029156,2025/2026,1,school,NA,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029161,2025/2026,1,school,A015481,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029162,2025/2026,1,school,A008788,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029167,2025/2026,1,school,A008608,14,TRUE,FALSE,FALSE,FALSE,FALSE
P029168,2025/2026,1,university,A014468,21,TRUE,FALSE,FALSE,FALSE,FALSE
P029182,2025/2026,1,school,A002287,9,TRUE,FALSE,FALSE,FALSE,FALSE
P029185,2025/2026,1,school,A003722,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029192,2025/2026,1,school,A000069,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029195,2025/2026,1,vocational_school,A009757,9,TRUE,FALSE,FALSE,FALSE,FALSE
P029205,2025/2026,1,university,A009965,24,TRUE,FALSE,FALSE,FALSE,FALSE
P029212,2025/2026,1,university,A011750,30,TRUE,FALSE,FALSE,FALSE,FALSE
P029216,2025/2026,1,school,A003252,12,TRUE,FALSE,FALSE,FALSE,FALSE
P029217,2025/2026,1,NA,A000170,NA,FALSE,TRUE,TRUE,FALSE,FALSE
P029222,2025/2026,1,school,A002434,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029225,2025/2026,1,university,A003241,20,TRUE,FALSE,FALSE,FALSE,FALSE
P029228,2025/2026,1,university,A006099,22,TRUE,FALSE,FALSE,FALSE,FALSE
P029247,2025/2026,1,school,A008591,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029255,2025/2026,1,school,A014614,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P029269,2025/2026,1,school,A002371,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029275,2025/2026,1,university,A002729,23,TRUE,FALSE,FALSE,FALSE,FALSE
P029285,2025/2026,1,school,A015581,6,TRUE,FALSE,FALSE,FALSE,FALSE
P029290,2025/2026,1,vocational_school,NA,23,TRUE,FALSE,FALSE,FALSE,FALSE
P029295,2025/2026,1,university,A006843,21,TRUE,FALSE,FALSE,FALSE,FALSE
P029304,2025/2026,1,university,A017587,22,TRUE,FALSE,FALSE,FALSE,FALSE
P029318,2025/2026,1,school,A002716,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029321,2025/2026,1,vocational_school,A014530,19,TRUE,FALSE,FALSE,FALSE,FALSE
P029331,2025/2026,1,NA,A000613,50,TRUE,FALSE,TRUE,FALSE,TRUE
P029332,2025/2026,1,school,A000613,7,TRUE,FALSE,FALSE,FALSE,FALSE
P029335,2025/2026,1,vocational_school,A000613,21,TRUE,FALSE,FALSE,FALSE,FALSE
P029345,2025/2026,1,university,A016295,22,TRUE,FALSE,FALSE,FALSE,FALSE
P029349,2025/2026,1,university,A002530,21,TRUE,FALSE,FALSE,FALSE,FALSE
P029353,2025/2026,1,school,A003816,7,TRUE,FALSE,FALSE,FALSE,FALSE
P029355,2025/2026,1,school,A005962,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029359,2025/2026,1,school,A007415,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029360,2025/2026,1,vocational_school,NA,30,TRUE,FALSE,FALSE,FALSE,FALSE
P029362,2025/2026,1,school,A010076,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029367,2025/2026,1,university,A013992,22,TRUE,FALSE,FALSE,FALSE,FALSE
P029370,2025/2026,1,school,A013081,12,TRUE,FALSE,FALSE,FALSE,FALSE
P029371,2025/2026,1,vocational_school,A007609,20,TRUE,FALSE,FALSE,FALSE,FALSE
P029372,2025/2026,1,school,A013189,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029373,2025/2026,1,university,A016058,24,TRUE,FALSE,FALSE,FALSE,FALSE
P029374,2025/2026,1,vocational_school,A003869,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029381,2025/2026,1,school,A004495,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029383,2025/2026,1,school,A011343,6,TRUE,FALSE,FALSE,FALSE,FALSE
P029390,2025/2026,1,school,A005692,6,TRUE,FALSE,FALSE,FALSE,FALSE
P029394,2025/2026,1,vocational_school,A010504,18,TRUE,FALSE,FALSE,FALSE,FALSE
P029402,2025/2026,1,school,A006699,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029403,2025/2026,1,university,A006699,20,TRUE,FALSE,FALSE,FALSE,FALSE
P029404,2025/2026,1,school,A006463,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029407,2025/2026,1,school,A007985,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029408,2025/2026,1,school,A000474,7,TRUE,FALSE,FALSE,FALSE,FALSE
P029411,2025/2026,1,vocational_school,A017340,14,TRUE,FALSE,FALSE,FALSE,FALSE
P029415,2025/2026,1,vocational_school,A016705,24,TRUE,FALSE,FALSE,FALSE,FALSE
P029423,2025/2026,1,school,A007513,12,TRUE,FALSE,FALSE,FALSE,FALSE
P029425,2025/2026,1,school,A012977,9,TRUE,FALSE,FALSE,FALSE,FALSE
P029426,2025/2026,1,university,A016357,21,TRUE,FALSE,FALSE,FALSE,FALSE
P029427,2025/2026,1,school,A007729,14,TRUE,FALSE,FALSE,FALSE,FALSE
P029429,2025/2026,1,NA,A007729,6,TRUE,FALSE,TRUE,FALSE,FALSE
P029432,2025/2026,1,NA,A009856,24,TRUE,FALSE,TRUE,FALSE,FALSE
P029443,2025/2026,1,vocational_school,A011892,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029453,2025/2026,1,school,A007313,7,TRUE,FALSE,FALSE,FALSE,FALSE
P029455,2025/2026,1,school,A017432,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029456,2025/2026,1,NA,A017432,34,TRUE,FALSE,TRUE,FALSE,FALSE
P029457,2025/2026,1,university,A009822,18,TRUE,FALSE,FALSE,FALSE,FALSE
P029464,2025/2026,1,school,A003598,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029469,2025/2026,1,vocational_school,A001890,24,TRUE,FALSE,FALSE,FALSE,FALSE
P029470,2025/2026,1,school,A001470,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029485,2025/2026,1,vocational_school,A000369,NA,FALSE,TRUE,FALSE,FALSE,FALSE
P029487,2025/2026,1,school,A009496,9,TRUE,FALSE,FALSE,FALSE,FALSE
P029492,2025/2026,1,vocational_school,A007436,7,TRUE,FALSE,FALSE,FALSE,FALSE
P029506,2025/2026,1,school,A004663,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029514,2025/2026,1,school,A006846,11,TRUE,FALSE,FALSE,FALSE,FALSE
P029522,2025/2026,1,school,A009676,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029525,2025/2026,1,school,A016594,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029528,2025/2026,1,university,A016594,22,TRUE,FALSE,FALSE,FALSE,FALSE
P029537,2025/2026,1,school,NA,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029542,2025/2026,1,university,A016739,26,TRUE,FALSE,FALSE,FALSE,FALSE
P029543,2025/2026,1,vocational_school,A016739,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029548,2025/2026,1,university,A009996,21,TRUE,FALSE,FALSE,FALSE,FALSE
P029551,2025/2026,1,school,A007921,14,TRUE,FALSE,FALSE,FALSE,FALSE
P029555,2025/2026,1,vocational_school,A004536,12,TRUE,FALSE,FALSE,FALSE,FALSE
P029556,2025/2026,1,school,A004536,11,TRUE,FALSE,FALSE,FALSE,FALSE
P029557,2025/2026,1,school,A004536,9,TRUE,FALSE,FALSE,FALSE,FALSE
P029558,2025/2026,1,vocational_school,A000989,9,TRUE,FALSE,FALSE,FALSE,FALSE
P029560,2025/2026,1,school,A005312,11,TRUE,FALSE,FALSE,FALSE,FALSE
P029563,2025/2026,1,school,A015884,15,TRUE,FALSE,FALSE,FALSE,FALSE
P029566,2025/2026,1,school,A005100,14,TRUE,FALSE,FALSE,FALSE,FALSE
P029572,2025/2026,1,school,A003907,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029574,2025/2026,1,university,A017500,20,TRUE,FALSE,FALSE,FALSE,FALSE
P029577,2025/2026,1,school,A014503,12,TRUE,FALSE,FALSE,FALSE,FALSE
P029578,2025/2026,1,school,A016468,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029593,2025/2026,1,school,A004107,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029599,2025/2026,1,university,A005416,22,TRUE,FALSE,FALSE,FALSE,FALSE
P029606,2025/2026,1,school,A007612,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029610,2025/2026,1,school,A016427,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029616,2025/2026,1,NA,A016256,35,TRUE,FALSE,TRUE,FALSE,FALSE
P029619,2025/2026,1,school,A001645,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029630,2025/2026,1,school,A006656,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029653,2025/2026,1,school,A009955,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029654,2025/2026,1,school,A016557,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029662,2025/2026,1,school,A011680,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029687,2025/2026,1,university,A015538,24,TRUE,FALSE,FALSE,FALSE,FALSE
P029698,2025/2026,1,school,A015204,7,TRUE,FALSE,FALSE,FALSE,FALSE
P029706,2025/2026,1,school,A010783,15,TRUE,FALSE,FALSE,FALSE,FALSE
P029711,2025/2026,1,school,NA,14,TRUE,FALSE,FALSE,FALSE,FALSE
P029721,2025/2026,1,school,A013959,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029732,2025/2026,1,vocational_school,A015126,23,TRUE,FALSE,FALSE,FALSE,FALSE
P029744,2025/2026,1,university,A016689,18,TRUE,FALSE,FALSE,FALSE,FALSE
P029746,2025/2026,1,university,A009066,19,TRUE,FALSE,FALSE,FALSE,FALSE
P029753,2025/2026,1,school,A009536,12,TRUE,FALSE,FALSE,FALSE,FALSE
P029755,2025/2026,1,university,A009536,25,TRUE,FALSE,FALSE,FALSE,FALSE
P029760,2025/2026,1,vocational_school,A008689,19,TRUE,FALSE,FALSE,FALSE,FALSE
P029767,2025/2026,1,school,A004224,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029768,2025/2026,1,school,A004224,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029774,2025/2026,1,university,A009707,23,TRUE,FALSE,FALSE,FALSE,FALSE
P029782,2025/2026,1,NA,A009888,0,TRUE,FALSE,TRUE,FALSE,FALSE
P029784,2025/2026,1,school,A013533,13,TRUE,FALSE,FALSE,FALSE,FALSE
P029805,2025/2026,1,school,A014996,16,TRUE,FALSE,FALSE,FALSE,FALSE
P029806,2025/2026,1,school,A002405,9,TRUE,FALSE,FALSE,FALSE,FALSE
P029807,2025/2026,1,school,A002405,8,TRUE,FALSE,FALSE,FALSE,FALSE
P029825,2025/2026,1,vocational_school,A008627,23,TRUE,FALSE,FALSE,FALSE,FALSE
P029832,2025/2026,1,school,A015052,17,TRUE,FALSE,FALSE,FALSE,FALSE
P029842,2025/2026,1,school,A009978,9,TRUE,FALSE,FALSE,FALSE,FALSE
P029844,2025/2026,1,vocational_school,A009931,18,TRUE,FALSE,FALSE,FALSE,FALSE
P029852,2025/2026,1,school,A002652,12,TRUE,FALSE,FALSE,FALSE,FALSE
P029857,2025/2026,1,school,A007344,6,TRUE,FALSE,FALSE,FALSE,FALSE
P029859,2025/2026,1,school,A009335,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029872,2025/2026,1,vocational_school,NA,10,TRUE,FALSE,FALSE,FALSE,FALSE
P029880,2025/2026,1,school,A009893,12,TRUE,FALSE,FALSE,FALSE,FALSE
