person_id,ref_date,employment_status,days_employed_last_12m,annual_employment_income,contact_address_id,flag_invalid_employment_status,flag_negative_income,flag_invalid_days_employed,population_age,in_population_register,flag_age_check_unavailable,flag_employed_under_15
P023583,2025-12-31,employed,248,38539.91,A003477,FALSE,FALSE,FALSE,37,TRUE,FALSE,FALSE
P023584,2025-12-31,employed,284,28073.03,A003477,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P023585,2025-12-31,self_employed,346,8763.21,A003100,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P023586,2025-12-31,self_employed,180,11216.86,A006721,FALSE,FALSE,FALSE,67,TRUE,FALSE,FALSE
P023587,2025-12-31,employed,185,20990.66,A010918,FALSE,FALSE,FALSE,59,TRUE,FALSE,FALSE
P023590,2025-12-31,employed,186,14071.95,A001043,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P023591,2025-12-31,employed,365,18928.64,A014601,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE
P023593,2025-12-31,marginal,99,6344.05,A014601,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P023594,2025-12-31,employed,316,37257.45,A014601,FALSE,FALSE,FALSE,56,TRUE,FALSE,FALSE
P023595,2025-12-31,employed,215,17236.19,A007584,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P023596,2025-12-31,employed,301,26365.86,A007584,FALSE,FALSE,FALSE,18,TRUE,FALSE,FALSE
P023599,2025-12-31,employed,262,30759.64,A006499,FALSE,FALSE,FALSE,51,TRUE,FALSE,FALSE
P023603,2025-12-31,employed,281,18133.93,A007499,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P023606,2025-12-31,employed,295,23346.61,A014745,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P023615,2025-12-31,marginal,40,5698.08,A001766,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P023616,2025-12-31,no_record,0,0,A000590,FALSE,FALSE,FALSE,22,TRUE,FALSE,FALSE
P023618,2025-12-31,no_record,0,0,A000590,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P023623,2025-12-31,marginal,123,4998.66,A014263,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P023624,2025-12-31,self_employed,275,9664.32,A014263,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P023626,2025-12-31,self_employed,305,25674.13,A015888,FALSE,FALSE,FALSE,23,TRUE,FALSE,FALSE
P023627,2025-12-31,employed,291,30058.53,A015888,FALSE,FALSE,FALSE,22,TRUE,FALSE,FALSE
P023629,2025-12-31,employed,199,12295.26,A015888,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE
P023630,2025-12-31,employed,258,20098.5,A015888,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P023631,2025-12-31,employed,272,13941.85,A015888,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P023633,2025-12-31,employed,278,27742.42,A003309,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P023635,2025-12-31,employed,282,38180.33,A004678,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P023637,2025-12-31,employed,365,45004.06,A004678,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P023639,2025-12-31,employed,230,30245.02,A008596,FALSE,FALSE,FALSE,59,TRUE,FALSE,FALSE
P023640,2025-12-31,self_employed,365,13484.57,A004468,FALSE,FALSE,FALSE,33,TRUE,FALSE,FALSE
P023641,2025-12-31,no_record,0,0,A005365,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P023643,2025-12-31,employed,365,21370.41,A007781,FALSE,FALSE,FALSE,19,TRUE,FALSE,FALSE
P023644,2025-12-31,employed,241,46237.69,A007781,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P023646,2025-12-31,employed,246,22160.25,A011831,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P023647,2025-12-31,marginal,104,4844.9,A007781,FALSE,FALSE,FALSE,50,TRUE,FALSE,FALSE
P023649,2025-12-31,employed,246,19410.82,A015671,FALSE,FALSE,FALSE,51,TRUE,FALSE,FALSE
P023650,2025-12-31,employed,277,38782.06,A015671,FALSE,FALSE,FALSE,53,TRUE,FALSE,FALSE
P023653,2025-12-31,marginal,118,5780.17,A003161,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P023656,2025-12-31,employed,274,18242.97,A007738,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P023657,2025-12-31,employed,365,26815.31,A014351,FALSE,FALSE,FALSE,58,TRUE,FALSE,FALSE
P023658,2025-12-31,employed,335,32154.04,A001994,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE
P023659,2025-12-31,no_record,0,0,A013072,FALSE,FALSE,FALSE,23,TRUE,FALSE,FALSE
P023661,2025-12-31,marginal,162,6767,A013354,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P023663,2025-12-31,employed,288,28861.07,A012398,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P023666,2025-12-31,employed,286,19780.42,A012398,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P023670,2025-12-31,employed,266,36846.27,A017318,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE
P023672,2025-12-31,self_employed,187,15813.19,A017940,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P023675,2025-12-31,marginal,90,4129.33,A018000,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P023682,2025-12-31,self_employed,267,32029.19,A017701,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P023683,2025-12-31,self_employed,253,46128.45,A010253,FALSE,FALSE,FALSE,20,TRUE,FALSE,FALSE
P023684,2025-12-31,employed,365,31202.37,A010253,FALSE,FALSE,FALSE,51,TRUE,FALSE,FALSE
P023685,2025-12-31,employed,323,17481.01,A009729,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P023686,2025-12-31,employed,352,22190.89,A011312,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P023688,2025-12-31,employed,283,14740.34,A011312,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P023691,2025-12-31,employed,251,30029.1,A011312,FALSE,FALSE,FALSE,20,TRUE,FALSE,FALSE
P023692,2025-12-31,self_employed,181,71395.49,A002389,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P023693,2025-12-31,employed,317,42648.74,A013517,FALSE,FALSE,FALSE,40,TRUE,FALSE,FALSE
P023694,2025-12-31,employed,365,21622.49,A013517,FALSE,FALSE,FALSE,22,TRUE,FALSE,FALSE
P023696,2025-12-31,employed,290,31241.05,A004888,FALSE,FALSE,FALSE,66,TRUE,FALSE,FALSE
P023697,2025-12-31,self_employed,245,26664.19,A004888,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P023698,2025-12-31,employed,266,20125.21,A004888,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P023700,2025-12-31,employed,273,15780.33,A006977,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P023703,2025-12-31,employed,290,39639.05,A016202,FALSE,FALSE,FALSE,31,TRUE,FALSE,FALSE
P023707,2025-12-31,employed,365,11255.39,A000876,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P023709,2025-12-31,employed,328,33830.74,A000876,FALSE,FALSE,FALSE,37,TRUE,FALSE,FALSE
P023710,2025-12-31,employed,361,24470.65,A000876,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P023713,2025-12-31,self_employed,246,54449.14,A001565,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P023714,2025-12-31,employed,278,18149.78,A001565,FALSE,FALSE,FALSE,59,TRUE,FALSE,FALSE
P023717,2025-12-31,employed,302,21029.69,A000379,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P023719,2025-12-31,employed,209,27768.78,A015892,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P023720,2025-12-31,no_record,0,0,A015892,FALSE,FALSE,FALSE,72,TRUE,FALSE,FALSE
P023721,2025-12-31,marginal,70,8966.18,NA,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P023723,2025-12-31,no_record,0,0,A012020,FALSE,FALSE,FALSE,9,TRUE,FALSE,FALSE
P023726,2025-12-31,marginal,83,5142.38,A012020,FALSE,FALSE,FALSE,37,TRUE,FALSE,FALSE
P023728,2025-12-31,employed,329,19659.6,A009279,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P023731,2025-12-31,employed,299,19380.32,A005212,FALSE,FALSE,FALSE,51,TRUE,FALSE,FALSE
P023733,2025-12-31,marginal,111,7881.79,A008043,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P023734,2025-12-31,employed,272,34570.53,A008043,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P023738,2025-12-31,employed,328,21151.68,A003037,FALSE,FALSE,FALSE,53,TRUE,FALSE,FALSE
P023743,2025-12-31,employed,207,38552.67,A005182,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P023744,2025-12-31,employed,190,52773.96,A000606,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P023745,2025-12-31,employed,255,21931.18,A000606,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P023746,2025-12-31,employed,311,10294.31,A000606,FALSE,FALSE,FALSE,47,TRUE,FALSE,FALSE
P023747,2025-12-31,employed,265,59233.38,NA,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P023751,2025-12-31,self_employed,296,16565.71,A000666,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P023755,2025-12-31,employed,357,23044.44,A003057,FALSE,FALSE,FALSE,43,TRUE,FALSE,FALSE
P023757,2025-12-31,marginal,55,5552.63,A010504,FALSE,FALSE,FALSE,62,TRUE,FALSE,FALSE
P023761,2025-12-31,employed,271,25324.17,A004026,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P023763,2025-12-31,employed,264,14015.37,A004013,FALSE,FALSE,FALSE,45,TRUE,FALSE,FALSE
P023767,2025-12-31,employed,365,29003.18,A004336,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P023768,2025-12-31,employed,353,32164.92,A008326,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P023770,2025-12-31,employed,317,34167.96,NA,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P023774,2025-12-31,employed,269,10825.72,A011062,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P023777,2025-12-31,employed,365,57286.12,A005192,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P023780,2025-12-31,employed,289,22590.34,A010710,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P023781,2025-12-31,marginal,123,4035.91,A010710,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P023783,2025-12-31,employed,335,15522.06,A010277,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P023784,2025-12-31,employed,308,40729.22,A010277,FALSE,FALSE,FALSE,43,TRUE,FALSE,FALSE
P023786,2025-12-31,employed,283,23663.49,A016552,FALSE,FALSE,FALSE,19,TRUE,FALSE,FALSE
P023787,2025-12-31,employed,334,17520.73,A006497,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P023792,2025-12-31,self_employed,251,13051.25,A006632,FALSE,FALSE,FALSE,33,TRUE,FALSE,FALSE
P023793,2025-12-31,employed,306,31176.33,A006632,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P023795,2025-12-31,employed,245,30383.29,A001639,FALSE,FALSE,FALSE,62,TRUE,FALSE,FALSE
P023798,2025-12-31,no_record,0,0,A005105,FALSE,FALSE,FALSE,5,TRUE,FALSE,FALSE
P023801,2025-12-31,employed,315,12453.84,A002191,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P023805,2025-12-31,employed,325,22642.12,A017539,FALSE,FALSE,FALSE,18,TRUE,FALSE,FALSE
P023808,2025-12-31,employed,365,28840.19,A013378,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P023810,2025-12-31,marginal,108,3576.74,A013378,FALSE,FALSE,FALSE,23,TRUE,FALSE,FALSE
P023812,2025-12-31,employed,365,100040.96,A014199,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P023813,2025-12-31,employed,337,30103.04,A014199,FALSE,FALSE,FALSE,59,TRUE,FALSE,FALSE
P023816,2025-12-31,employed,292,25304.56,A012511,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P023818,2025-12-31,employed,222,26314.47,A008715,FALSE,FALSE,FALSE,53,TRUE,FALSE,FALSE
P023825,2025-12-31,employed,235,28403.32,A016190,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P023837,2025-12-31,marginal,111,6243.47,A001913,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P023839,2025-12-31,employed,364,25607.06,NA,FALSE,FALSE,FALSE,23,TRUE,FALSE,FALSE
P023847,2025-12-31,marginal,201,3731.57,A006664,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P023848,2025-12-31,employed,335,29141.94,A011388,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P023850,2025-12-31,employed,264,15084.51,A014300,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P023851,2025-12-31,self_employed,255,19798.34,A014300,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P023852,2025-12-31,marginal,161,7700.76,A014545,FALSE,FALSE,FALSE,18,TRUE,FALSE,FALSE
P023854,2025-12-31,employed,181,38142.64,A014545,FALSE,FALSE,FALSE,33,TRUE,FALSE,FALSE
P023855,2025-12-31,employed,286,28415.05,A014545,FALSE,FALSE,FALSE,62,TRUE,FALSE,FALSE
P023856,2025-12-31,employed,204,19990.61,A008932,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P023857,2025-12-31,employed,310,7464.9,A008932,FALSE,FALSE,FALSE,56,TRUE,FALSE,FALSE
P023858,2025-12-31,employed,315,69505.31,NA,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P023860,2025-12-31,employed,277,28246.19,A011703,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P023861,2025-12-31,self_employed,318,39859.74,A011703,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P023862,2025-12-31,self_employed,180,25216.65,A011703,FALSE,FALSE,FALSE,33,TRUE,FALSE,FALSE
P023864,2025-12-31,employed,211,58327.75,A009161,FALSE,FALSE,FALSE,45,TRUE,FALSE,FALSE
P023873,2025-12-31,employed,309,33049.28,A001541,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P023874,2025-12-31,marginal,75,4769.91,A001541,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P023875,2025-12-31,employed,222,20012.02,A005147,FALSE,FALSE,FALSE,56,TRUE,FALSE,FALSE
P023879,2025-12-31,self_employed,327,18888.39,A016153,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE
P023881,2025-12-31,employed,283,26977.7,A010074,FALSE,FALSE,FALSE,46,TRUE,FALSE,FALSE
P023882,2025-12-31,employed,296,20166.41,A007870,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P023883,2025-12-31,employed,273,8928.71,A010272,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P023884,2025-12-31,employed,221,15631.42,A010272,FALSE,FALSE,FALSE,43,TRUE,FALSE,FALSE
P023886,2025-12-31,employed,340,15948.57,A013840,FALSE,FALSE,FALSE,63,TRUE,FALSE,FALSE
P023891,2025-12-31,employed,235,12570.01,A005767,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P023892,2025-12-31,self_employed,326,7186.61,A002799,FALSE,FALSE,FALSE,99,TRUE,FALSE,FALSE
P023896,2025-12-31,self_employed,365,77496.87,A009566,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P023897,2025-12-31,self_employed,222,27073.04,A017616,FALSE,FALSE,FALSE,40,TRUE,FALSE,FALSE
P023898,2025-12-31,employed,333,42728.54,A017616,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P023899,2025-12-31,no_record,0,0,A017616,FALSE,FALSE,FALSE,72,TRUE,FALSE,FALSE
P023902,2025-12-31,employed,289,41742.87,A017814,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P023906,2025-12-31,employed,302,21851.82,A001267,FALSE,FALSE,FALSE,58,TRUE,FALSE,FALSE
P023909,2025-12-31,employed,308,35091.52,A001267,FALSE,FALSE,FALSE,51,TRUE,FALSE,FALSE
P023910,2025-12-31,employed,355,52259.4,A009446,FALSE,FALSE,FALSE,63,TRUE,FALSE,FALSE
P023911,2025-12-31,employed,296,35839.71,NA,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P023914,2025-12-31,employed,319,NA,A016177,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P023916,2025-12-31,employed,NA,25575.99,A012184,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P023918,2025-12-31,employed,243,33934.89,A009424,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P023922,2025-12-31,employed,269,13003.22,A013155,FALSE,FALSE,FALSE,33,TRUE,FALSE,FALSE
P023924,2025-12-31,employed,255,18793.53,A013693,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P023928,2025-12-31,marginal,137,7631.9,A014798,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P023931,2025-12-31,marginal,178,4567.3,A001833,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P023933,2025-12-31,self_employed,242,9054.48,A015060,FALSE,FALSE,FALSE,37,TRUE,FALSE,FALSE
P023934,2025-12-31,employed,319,25268.88,A015624,FALSE,FALSE,FALSE,53,TRUE,FALSE,FALSE
P023935,2025-12-31,employed,281,35078.36,A015624,FALSE,FALSE,FALSE,33,TRUE,FALSE,FALSE
P023938,2025-12-31,employed,245,21778.67,A013501,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P023939,2025-12-31,employed,238,29632.46,A013501,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P023941,2025-12-31,employed,187,15783.45,A002721,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P023946,2025-12-31,marginal,128,7636.23,A001041,FALSE,FALSE,FALSE,40,TRUE,FALSE,FALSE
P023948,2025-12-31,employed,314,34442.71,A017249,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P023951,2025-12-31,no_record,0,0,A003356,FALSE,FALSE,FALSE,10,TRUE,FALSE,FALSE
P023952,2025-12-31,employed,336,20237.64,A004561,FALSE,FALSE,FALSE,31,TRUE,FALSE,FALSE
P023953,2025-12-31,employed,365,13608.93,A004561,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P023954,2025-12-31,employed,304,36839.79,A012198,FALSE,FALSE,FALSE,40,TRUE,FALSE,FALSE
P023955,2025-12-31,employed,209,19223.86,A012198,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P023956,2025-12-31,employed,269,28927.26,A007829,FALSE,FALSE,FALSE,63,TRUE,FALSE,FALSE
P023957,2025-12-31,employed,330,22865.97,A003344,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P023962,2025-12-31,self_employed,249,NA,A002610,FALSE,FALSE,FALSE,46,TRUE,FALSE,FALSE
P023966,2025-12-31,marginal,98,4548.55,A005257,FALSE,FALSE,FALSE,64,TRUE,FALSE,FALSE
P023967,2025-12-31,employed,354,28154.05,A006833,FALSE,FALSE,FALSE,58,TRUE,FALSE,FALSE
P023969,2025-12-31,marginal,161,5891.68,A017497,FALSE,FALSE,FALSE,56,TRUE,FALSE,FALSE
P023971,2025-12-31,employed,245,30342.18,A004616,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P023972,2025-12-31,employed,278,30242.99,A009548,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P023975,2025-12-31,employed,340,16600.66,A008479,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P023976,2025-12-31,employed,365,38875.47,A008479,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P023977,2025-12-31,marginal,98,4617.79,A000504,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P023979,2025-12-31,marginal,65,5816.07,A002778,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P023980,2025-12-31,employed,234,34074.46,A002778,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P023981,2025-12-31,employed,217,28239.06,A002778,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P023982,2025-12-31,employed,301,16801.97,A002296,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P023986,2025-12-31,employed,346,14013.3,A017434,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P023989,2025-12-31,marginal,137,4533.3,A001174,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P023992,2025-12-31,employed,353,39990.23,A015934,FALSE,FALSE,FALSE,52,TRUE,FALSE,FALSE
P023995,2025-12-31,self_employed,365,6159.67,A012885,FALSE,FALSE,FALSE,32,TRUE,FALSE,FALSE
P023996,2025-12-31,self_employed,175,25301.65,A016735,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P023997,2025-12-31,employed,259,22685.37,A016735,FALSE,FALSE,FALSE,58,TRUE,FALSE,FALSE
P023999,2025-12-31,employed,296,38713.74,A012003,FALSE,FALSE,FALSE,51,TRUE,FALSE,FALSE
P024001,2025-12-31,employed,264,85591.81,A003667,FALSE,FALSE,FALSE,37,TRUE,FALSE,FALSE
P024006,2025-12-31,employed,198,55459.34,A012935,FALSE,FALSE,FALSE,31,TRUE,FALSE,FALSE
P024008,2025-12-31,employed,287,31477,A004421,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P024009,2025-12-31,employed,286,55707.42,A001682,FALSE,FALSE,FALSE,43,TRUE,FALSE,FALSE
P024010,2025-12-31,employed,268,14805.91,A001682,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P024011,2025-12-31,marginal,191,12108.27,A001682,FALSE,FALSE,FALSE,41,TRUE,FALSE,FALSE
P024012,2025-12-31,employed,365,32178.7,A014521,FALSE,FALSE,FALSE,46,TRUE,FALSE,FALSE
P024015,2025-12-31,self_employed,150,28571.97,A000573,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P024017,2025-12-31,employed,339,18498.92,A006647,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE
P024018,2025-12-31,marginal,99,5588.83,A006933,FALSE,FALSE,FALSE,25,TRUE,FALSE,FALSE
P024028,2025-12-31,employed,226,32405.11,A009159,FALSE,FALSE,FALSE,31,TRUE,FALSE,FALSE
P024029,2025-12-31,self_employed,101,61526.67,A009159,FALSE,FALSE,FALSE,45,TRUE,FALSE,FALSE
P024030,2025-12-31,employed,188,35662.62,A009159,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P024031,2025-12-31,self_employed,304,71499.74,A009159,FALSE,FALSE,FALSE,48,TRUE,FALSE,FALSE
P024033,2025-12-31,marginal,138,6331.28,A016037,FALSE,FALSE,FALSE,55,TRUE,FALSE,FALSE
P024034,2025-12-31,employed,269,34286.11,A016037,FALSE,FALSE,FALSE,43,TRUE,FALSE,FALSE
P024035,2025-12-31,employed,287,28242.44,A012408,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P024036,2025-12-31,no_record,0,0,A012408,FALSE,FALSE,FALSE,17,TRUE,FALSE,FALSE
P024039,2025-12-31,employed,268,31700.37,A015209,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P024040,2025-12-31,employed,334,33025.24,A015209,FALSE,FALSE,FALSE,65,TRUE,FALSE,FALSE
P024041,2025-12-31,employed,291,14679.6,A002388,FALSE,FALSE,FALSE,26,TRUE,FALSE,FALSE
P024043,2025-12-31,employed,246,24585.15,A005553,FALSE,FALSE,FALSE,49,TRUE,FALSE,FALSE
P024044,2025-12-31,employed,275,36225.11,A015063,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P024046,2025-12-31,employed,278,69368.65,A011329,FALSE,FALSE,FALSE,18,TRUE,FALSE,FALSE
P024048,2025-12-31,employed,269,8658.98,A014556,FALSE,FALSE,FALSE,62,TRUE,FALSE,FALSE
P024049,2025-12-31,employed,339,19553.12,A014556,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P024052,2025-12-31,employed,228,30747.28,A014558,FALSE,FALSE,FALSE,42,TRUE,FALSE,FALSE
P024055,2025-12-31,self_employed,229,82256.68,A001793,FALSE,FALSE,FALSE,23,TRUE,FALSE,FALSE
P024056,2025-12-31,employed,274,20158.8,A001793,FALSE,FALSE,FALSE,24,TRUE,FALSE,FALSE
P024057,2025-12-31,employed,365,6896.13,A001793,FALSE,FALSE,FALSE,18,TRUE,FALSE,FALSE
P024058,2025-12-31,no_record,0,0,A001793,FALSE,FALSE,FALSE,38,TRUE,FALSE,FALSE
P024060,2025-12-31,employed,294,28934.31,A017483,FALSE,FALSE,FALSE,60,TRUE,FALSE,FALSE
P024061,2025-12-31,marginal,122,3786.54,A017483,FALSE,FALSE,FALSE,39,TRUE,FALSE,FALSE
P024064,2025-12-31,employed,258,29124.49,A011119,FALSE,FALSE,FALSE,27,TRUE,FALSE,FALSE
P024065,2025-12-31,marginal,127,6484.55,A001689,FALSE,FALSE,FALSE,54,TRUE,FALSE,FALSE
P024066,2025-12-31,self_employed,255,6326.56,A001689,FALSE,FALSE,FALSE,35,TRUE,FALSE,FALSE
P024068,2025-12-31,no_record,0,0,A006960,FALSE,FALSE,FALSE,59,TRUE,FALSE,FALSE
P024069,2025-12-31,employed,310,11406.51,A006960,FALSE,FALSE,FALSE,29,TRUE,FALSE,FALSE
P024070,2025-12-31,no_record,0,0,A006960,FALSE,FALSE,FALSE,76,TRUE,FALSE,FALSE
P024073,2025-12-31,marginal,222,5437.95,A017719,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P024075,2025-12-31,employed,309,21708.36,A001871,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
P024078,2025-12-31,employed,289,11384.43,A012024,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P024081,2025-12-31,employed,275,32369.26,A011666,FALSE,FALSE,FALSE,34,TRUE,FALSE,FALSE
P024083,2025-12-31,no_record,0,0,A000019,FALSE,FALSE,FALSE,21,TRUE,FALSE,FALSE
P024085,2025-12-31,self_employed,239,7049.6,A017097,FALSE,FALSE,FALSE,61,TRUE,FALSE,FALSE
P024088,2025-12-31,employed,250,31874.07,A017097,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P024089,2025-12-31,self_employed,201,63316.59,A001360,FALSE,FALSE,FALSE,57,TRUE,FALSE,FALSE
P024091,2025-12-31,employed,194,39437.4,A001360,FALSE,FALSE,FALSE,36,TRUE,FALSE,FALSE
P024095,2025-12-31,self_employed,171,66803.45,A002870,FALSE,FALSE,FALSE,28,TRUE,FALSE,FALSE
P024097,2025-12-31,employed,231,26285.79,A000683,FALSE,FALSE,FALSE,51,TRUE,FALSE,FALSE
P024098,2025-12-31,marginal,75,6974.56,A000683,FALSE,FALSE,FALSE,30,TRUE,FALSE,FALSE
P024106,2025-12-31,employed,277,20183.25,A000271,FALSE,FALSE,FALSE,44,TRUE,FALSE,FALSE
