person_id,household_id,address_id,region_code,municipality_code,sex,age,age_group,citizenship_group,registration_status,in_population_register,in_employment_register,employment_signal,flag_employed_under_15,employment_contact_address_id,in_tax_register,tax_signal,flag_tax_under_14,tax_contact_address_id,in_education_register,education_signal,flag_implausible_enrolment_age,education_contact_address_id,n_auxiliary_sources,n_activity_signals,observed_source_status,flag_no_activity_signal,flag_registered_without_activity,flag_auxiliary_only,flag_auxiliary_only_with_activity,flag_any_cross_register_plausibility_issue,n_contact_addresses_available,n_distinct_contact_addresses,flag_auxiliary_address_conflict,consistent_auxiliary_address_id,n_contact_addresses_matching_population,flag_population_auxiliary_address_disagreement,consistent_auxiliary_region_code,consistent_auxiliary_municipality_code
P020758,H009875,A013851,R08,R08-M02,M,59,40-64,DE,main_residence,1,1,1,FALSE,A013851,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A013851,1,FALSE,R08,R08-M02
P020759,H009876,A010522,R12,R12-M01,F,82,80+,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020760,H009877,A011716,R12,R12-M02,F,78,65-79,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020761,H009877,A011716,R12,R12-M02,M,57,40-64,DE,main_residence,1,1,1,FALSE,A011716,1,1,FALSE,A011716,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A011716,2,FALSE,R12,R12-M02
P020762,H009877,A011716,R12,R12-M02,F,9,6-17,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A011716,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A011716,1,FALSE,R12,R12-M02
P020763,H009878,A006589,R12,R12-M03,M,47,40-64,DE,main_residence,1,1,1,FALSE,A006589,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A006589,1,FALSE,R12,R12-M03
P020764,H009879,A016752,R12,R12-M02,M,64,40-64,DE,secondary_residence,1,0,0,FALSE,NA,1,1,FALSE,A016752,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A016752,1,FALSE,R12,R12-M02
P020765,H009879,A016752,R12,R12-M02,M,29,25-39,DE,main_residence,1,1,1,FALSE,A016752,1,1,FALSE,A016752,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A016752,2,FALSE,R12,R12-M02
P020766,H009880,A012223,R08,R08-M03,M,67,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020767,H009880,A012223,R08,R08-M03,F,44,40-64,DE,main_residence,1,1,1,FALSE,NA,1,1,FALSE,A012223,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012223,1,FALSE,R08,R08-M03
P020768,H009880,A012223,R08,R08-M03,F,10,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A012223,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012223,1,FALSE,R08,R08-M03
P020769,H009881,A016911,R12,R12-M02,F,65,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020770,H009882,A007949,R07,R07-M03,F,62,40-64,DE,main_residence,1,1,1,FALSE,A007949,1,1,FALSE,A007949,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A007949,2,FALSE,R07,R07-M03
P020771,H009882,A007949,R07,R07-M03,F,58,40-64,DE,main_residence,1,1,1,FALSE,A007949,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007949,1,FALSE,R07,R07-M03
P020772,H009882,A007949,R07,R07-M03,M,63,40-64,DE,main_residence,1,1,1,FALSE,A007949,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007949,1,FALSE,R07,R07-M03
P020773,H009883,A002882,R01,R01-M04,F,23,18-24,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020774,H009883,A002882,R01,R01-M04,M,14,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A002882,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A002882,1,FALSE,R01,R01-M04
P020775,H009884,A016640,R05,R05-M04,M,30,25-39,DE,main_residence,1,1,1,FALSE,A016640,1,1,FALSE,A016640,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A016640,2,FALSE,R05,R05-M04
P020776,H009884,A016640,R05,R05-M04,M,74,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020777,H009885,A001099,R01,R01-M01,M,92,80+,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020778,H009886,A008768,R11,R11-M04,F,70,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020779,H009887,A004047,R02,R02-M02,M,13,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A000626,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A000626,0,TRUE,R02,R02-M04
P020780,H009888,A006712,R01,R01-M03,M,32,25-39,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020781,H009888,A006712,R01,R01-M03,M,68,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020782,H009888,A006712,R01,R01-M03,F,25,25-39,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A006712,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A006712,1,FALSE,R01,R01-M03
P020783,H009888,A006712,R01,R01-M03,F,73,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020784,H009888,A006712,R01,R01-M03,F,46,40-64,DE,main_residence,1,1,1,FALSE,A006712,1,1,FALSE,A006712,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A006712,2,FALSE,R01,R01-M03
P020785,H009889,A008854,R01,R01-M02,F,57,40-64,Non-EU,main_residence,1,1,1,FALSE,A008854,1,1,FALSE,A008854,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A008854,2,FALSE,R01,R01-M02
P020786,H009889,A008854,R01,R01-M02,M,10,6-17,DE,main_residence,1,1,0,FALSE,A004012,0,0,FALSE,NA,1,1,FALSE,A008854,2,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,TRUE,NA,1,FALSE,NA,NA
P020787,H009890,A000021,R02,R02-M04,F,14,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A000021,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A000021,1,FALSE,R02,R02-M04
P020788,H009890,A000021,R02,R02-M04,M,70,65-79,Non-EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020789,H009891,A009055,R06,R06-M02,M,4,0-5,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020790,H009891,A009055,R06,R06-M02,F,69,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020791,H009891,A009055,R06,R06-M02,M,40,40-64,DE,main_residence,1,1,1,FALSE,A009055,1,1,FALSE,A009055,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A009055,2,FALSE,R06,R06-M02
P020792,H009891,A009055,R06,R06-M02,M,24,18-24,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020793,H009892,A011278,R12,R12-M02,F,36,25-39,DE,main_residence,1,1,1,FALSE,A011278,1,1,FALSE,A011278,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A011278,2,FALSE,R12,R12-M02
P020794,H009892,A011278,R12,R12-M02,M,37,25-39,Non-EU,main_residence,1,1,1,FALSE,A011278,1,1,FALSE,A011278,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A011278,2,FALSE,R12,R12-M02
P020795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,FALSE,A017666,0,0,FALSE,NA,0,0,FALSE,NA,1,1,auxiliary_only_with_activity,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,FALSE,A017666,NA,FALSE,R03,R03-M02
P020796,H009893,A017666,R03,R03-M02,M,32,25-39,DE,main_residence,1,1,1,FALSE,A017666,1,1,FALSE,A017666,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A017666,2,FALSE,R03,R03-M02
P020797,H009894,A009981,R05,R05-M04,F,48,40-64,Non-EU,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A009981,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A009981,1,FALSE,R05,R05-M04
P020798,H009895,A009847,R12,R12-M02,F,56,40-64,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A009847,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A009847,1,FALSE,R12,R12-M02
P020799,H009896,A015261,R09,R09-M02,F,70,65-79,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A015261,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015261,1,FALSE,R09,R09-M02
P020800,H009897,A009843,R05,R05-M01,F,14,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A009843,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A009843,1,FALSE,R05,R05-M01
P020801,H009898,A017814,R05,R05-M03,M,59,40-64,DE,main_residence,1,1,1,FALSE,A017814,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A017814,1,FALSE,R05,R05-M03
P020802,H009898,A017814,R05,R05-M03,F,59,40-64,DE,secondary_residence,1,1,1,FALSE,A017814,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A017814,1,FALSE,R05,R05-M03
P020803,H009898,A017814,R05,R05-M03,F,20,18-24,DE,main_residence,1,1,1,FALSE,A017814,0,0,FALSE,NA,1,1,FALSE,A017814,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A017814,2,FALSE,R05,R05-M03
P020804,H009899,A003518,R01,R01-M04,F,63,40-64,DE,main_residence,1,1,1,FALSE,A003518,1,1,FALSE,A003518,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A003518,2,FALSE,R01,R01-M04
P020805,H009899,A003518,R01,R01-M04,F,5,0-5,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A003518,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A003518,1,FALSE,R01,R01-M04
P020806,H009899,A003518,R01,R01-M04,M,3,0-5,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020807,H009899,A003518,R01,R01-M04,M,60,40-64,DE,main_residence,1,1,1,FALSE,A003518,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A003518,1,FALSE,R01,R01-M04
P020808,H009900,A012296,R10,R10-M03,M,81,80+,EU,secondary_residence,1,0,0,FALSE,NA,1,1,FALSE,A012296,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012296,1,FALSE,R10,R10-M03
P020809,H009900,A012296,R10,R10-M03,M,63,40-64,Non-EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020810,H009900,A012296,R10,R10-M03,F,54,40-64,EU,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A012296,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A012296,1,FALSE,R10,R10-M03
P020811,H009900,A012296,R10,R10-M03,M,44,40-64,DE,main_residence,1,1,1,FALSE,A012296,1,1,FALSE,A012296,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A012296,2,FALSE,R10,R10-M03
P020812,H009901,A017470,R04,R04-M02,M,58,40-64,DE,main_residence,1,1,1,FALSE,A017470,1,1,FALSE,A017470,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A017470,2,FALSE,R04,R04-M02
P020813,H009902,A013140,R02,R02-M03,F,37,25-39,EU,main_residence,1,1,1,FALSE,A013140,1,1,FALSE,A013140,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A013140,2,FALSE,R02,R02-M03
P020814,H009902,A013140,R02,R02-M03,M,35,25-39,Non-EU,main_residence,1,1,1,FALSE,A013140,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A013140,1,FALSE,R02,R02-M03
P020815,H009903,A013691,R05,R05-M02,M,90,80+,Non-EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020816,H009903,A013691,R05,R05-M02,F,73,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020817,H009904,A006681,R12,R12-M04,F,29,25-39,DE,main_residence,1,1,1,FALSE,A006681,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A006681,1,FALSE,R12,R12-M04
P020818,H009904,A006681,R12,R12-M04,M,13,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A006681,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A006681,1,FALSE,R12,R12-M04
P020819,H009904,A006681,R12,R12-M04,F,77,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020820,H009904,A006681,R12,R12-M04,F,39,25-39,Non-EU,secondary_residence,1,1,1,FALSE,A006681,1,1,FALSE,A006681,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A006681,2,FALSE,R12,R12-M04
P020821,H009904,A006681,R12,R12-M04,F,22,18-24,DE,main_residence,1,1,1,FALSE,A006681,0,0,FALSE,NA,1,1,FALSE,A006681,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A006681,2,FALSE,R12,R12-M04
P020822,H009905,A001666,R10,R10-M01,F,43,40-64,DE,main_residence,1,1,1,FALSE,A001666,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A001666,1,FALSE,R10,R10-M01
P020823,H009906,A002632,R09,R09-M03,M,53,40-64,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A002632,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A002632,1,FALSE,R09,R09-M03
P020824,H009906,A002632,R09,R09-M03,M,18,18-24,Non-EU,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A002632,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A002632,1,FALSE,R09,R09-M03
P020825,H009906,A002632,R09,R09-M03,F,23,18-24,DE,main_residence,1,1,1,FALSE,A002632,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A002632,1,FALSE,R09,R09-M03
P020826,H009907,A011745,R01,R01-M01,F,11,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A011745,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A011745,1,FALSE,R01,R01-M01
P020827,H009908,A017502,R01,R01-M03,M,69,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020828,H009909,A015287,R01,R01-M03,F,14,6-17,Non-EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A015287,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015287,1,FALSE,R01,R01-M03
P020829,H009909,A015287,R01,R01-M03,M,26,25-39,DE,main_residence,1,1,1,FALSE,A015287,1,1,FALSE,A015287,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A015287,2,FALSE,R01,R01-M03
P020830,H009910,A010226,R03,R03-M02,F,63,40-64,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020831,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,FALSE,A010226,0,0,FALSE,NA,0,0,FALSE,NA,1,1,auxiliary_only_with_activity,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,FALSE,A010226,NA,FALSE,R03,R03-M02
P020832,H009910,A010226,R03,R03-M02,M,55,40-64,EU,main_residence,1,1,1,FALSE,A010226,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A010226,1,FALSE,R03,R03-M02
P020833,H009911,A017139,R12,R12-M01,F,53,40-64,DE,main_residence,1,1,1,FALSE,A017139,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A017139,1,FALSE,R12,R12-M01
P020834,H009912,A009785,R11,R11-M01,M,66,65-79,NA,main_residence,1,1,1,FALSE,A009785,1,1,FALSE,A009785,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A009785,2,FALSE,R11,R11-M01
P020835,H009913,A017435,R03,R03-M04,M,5,0-5,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020836,H009913,A017435,R03,R03-M04,F,64,40-64,DE,main_residence,1,1,1,FALSE,A017435,1,1,FALSE,A017435,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A017435,2,FALSE,R03,R03-M04
P020837,H009914,A009624,R05,R05-M03,F,13,6-17,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A009624,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A009624,1,FALSE,R05,R05-M03
P020838,H009915,A008961,R06,R06-M03,F,34,25-39,Non-EU,main_residence,1,1,1,FALSE,A005703,1,1,FALSE,A008961,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,TRUE,NA,1,FALSE,NA,NA
P020839,H009916,A009946,R03,R03-M01,M,58,40-64,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A009946,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A009946,1,FALSE,R03,R03-M01
P020840,H009916,A009946,R03,R03-M01,M,10,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A009946,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A009946,1,FALSE,R03,R03-M01
P020841,H009917,A015890,R01,R01-M02,M,60,40-64,DE,main_residence,1,0,0,FALSE,NA,1,1,FALSE,A015890,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015890,1,FALSE,R01,R01-M02
P020842,H009917,A015890,R01,R01-M02,F,70,65-79,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020843,H009917,A015890,R01,R01-M02,F,18,18-24,DE,main_residence,1,1,1,FALSE,A015890,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015890,1,FALSE,R01,R01-M02
P020844,H009917,A015890,R01,R01-M02,M,30,25-39,DE,main_residence,1,1,1,FALSE,A015890,1,1,FALSE,A015890,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A015890,2,FALSE,R01,R01-M02
P020845,H009917,A015890,R01,R01-M02,M,51,40-64,DE,main_residence,1,1,1,FALSE,A015890,0,0,FALSE,NA,0,0,FALSE,NA,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A015890,1,FALSE,R01,R01-M02
P020846,H009917,A015890,R01,R01-M02,M,78,65-79,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020847,H009918,A008095,R02,R02-M04,F,10,6-17,EU,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A008095,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A008095,1,FALSE,R02,R02-M04
P020848,H009918,A008095,R02,R02-M04,F,81,80+,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020849,H009919,A007511,R12,R12-M01,M,19,18-24,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
P020850,H009919,A007511,R12,R12-M01,F,9,6-17,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,1,1,FALSE,A007511,1,1,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,FALSE,A007511,1,FALSE,R12,R12-M01
P020851,H009919,A007511,R12,R12-M01,F,42,40-64,DE,main_residence,1,1,1,FALSE,A007511,1,1,FALSE,A007511,0,0,FALSE,NA,2,2,registered_with_auxiliary_record,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,A007511,2,FALSE,R12,R12-M01
P020852,H009920,A005850,R12,R12-M02,F,91,80+,DE,main_residence,1,0,0,FALSE,NA,0,0,FALSE,NA,0,0,FALSE,NA,0,0,registered_only,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,FALSE,NA,0,FALSE,NA,NA
