person_id,tax_year,tax_filing_flag,taxable_income,contact_address_id,flag_invalid_tax_year,flag_negative_taxable_income,population_age,in_population_register,flag_age_check_unavailable,flag_tax_under_14
P029972,2025,1,29984.69,A017643,FALSE,FALSE,50,TRUE,FALSE,FALSE
P029973,2025,1,18105.06,A005872,FALSE,FALSE,31,TRUE,FALSE,FALSE
P029976,2025,1,16543.7,A004312,FALSE,FALSE,32,TRUE,FALSE,FALSE
P029977,2025,1,117887.02,A015470,FALSE,FALSE,64,TRUE,FALSE,FALSE
P029978,2025,1,75356.55,A015470,FALSE,FALSE,48,TRUE,FALSE,FALSE
P029980,2025,1,34379.12,A008934,FALSE,FALSE,31,TRUE,FALSE,FALSE
P029985,2025,1,59297.4,A012805,FALSE,FALSE,43,TRUE,FALSE,FALSE
P029986,2025,1,56689.55,A005211,FALSE,FALSE,31,TRUE,FALSE,FALSE
P029989,2025,1,37417.81,A005556,FALSE,FALSE,48,TRUE,FALSE,FALSE
P029990,2025,1,24694.61,A008411,FALSE,FALSE,50,TRUE,FALSE,FALSE
P029994,2025,1,29991.78,A012268,FALSE,FALSE,28,TRUE,FALSE,FALSE
P029996,2025,1,15422.97,A002573,FALSE,FALSE,93,TRUE,FALSE,FALSE
P029997,2025,1,64490.08,A009592,FALSE,FALSE,48,TRUE,FALSE,FALSE
P029999,2025,1,26061.7,A001264,FALSE,FALSE,60,TRUE,FALSE,FALSE
P030000,2025,1,35032.66,A007441,FALSE,FALSE,33,TRUE,FALSE,FALSE
P030003,2025,1,48868.12,A007441,FALSE,FALSE,50,TRUE,FALSE,FALSE
P030007,2025,1,23368.69,A008522,FALSE,FALSE,49,TRUE,FALSE,FALSE
P030008,2025,1,22395.94,A005021,FALSE,FALSE,37,TRUE,FALSE,FALSE
P030010,2025,1,16946.24,A008599,FALSE,FALSE,41,TRUE,FALSE,FALSE
P030011,2025,1,19228.6,NA,FALSE,FALSE,51,TRUE,FALSE,FALSE
P030012,2025,1,7469.74,A002417,FALSE,FALSE,67,TRUE,FALSE,FALSE
P030015,2025,0,0,A011136,FALSE,FALSE,13,TRUE,FALSE,FALSE
P030016,2025,1,31282.69,A011136,FALSE,FALSE,48,TRUE,FALSE,FALSE
P030020,2025,1,26737.39,A002138,FALSE,FALSE,54,TRUE,FALSE,FALSE
P030022,2025,1,36141.95,A006778,FALSE,FALSE,50,TRUE,FALSE,FALSE
P030023,2025,1,25837.04,NA,FALSE,FALSE,58,TRUE,FALSE,FALSE
P030024,2025,1,54115.49,A006778,FALSE,FALSE,55,TRUE,FALSE,FALSE
P030026,2025,1,24549.2,A000181,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P030027,2025,1,14379.6,A000181,FALSE,FALSE,35,TRUE,FALSE,FALSE
P030029,2025,1,46376.57,A000307,FALSE,FALSE,51,TRUE,FALSE,FALSE
P030032,2025,1,16056.31,A000307,FALSE,FALSE,60,TRUE,FALSE,FALSE
P030035,2025,1,19947.91,A004824,FALSE,FALSE,18,TRUE,FALSE,FALSE
P030037,2025,1,26256.59,A008792,FALSE,FALSE,30,TRUE,FALSE,FALSE
P030043,2025,1,141291.94,A009167,FALSE,FALSE,62,TRUE,FALSE,FALSE
P030044,2025,1,8728.07,A009167,FALSE,FALSE,74,TRUE,FALSE,FALSE
P030045,2025,1,32640.65,A001713,FALSE,FALSE,30,TRUE,FALSE,FALSE
P030048,2025,1,5376.44,A001281,FALSE,FALSE,36,TRUE,FALSE,FALSE
P030050,2025,1,7615.54,A017747,FALSE,FALSE,21,TRUE,FALSE,FALSE
P030051,2025,1,65424.68,A006787,FALSE,FALSE,28,TRUE,FALSE,FALSE
P030053,2025,1,15370.28,A004778,FALSE,FALSE,61,TRUE,FALSE,FALSE
P030054,2025,1,70695.53,A004778,FALSE,FALSE,35,TRUE,FALSE,FALSE
P030056,2025,1,25633.06,A008410,FALSE,FALSE,45,TRUE,FALSE,FALSE
P030062,2025,1,110345.68,A016320,FALSE,FALSE,48,TRUE,FALSE,FALSE
P030067,2025,1,0,A016072,FALSE,FALSE,15,TRUE,FALSE,FALSE
P030068,2025,1,NA,A004977,FALSE,FALSE,35,TRUE,FALSE,FALSE
P030069,2025,0,0,A013315,FALSE,FALSE,0,TRUE,FALSE,FALSE
P030071,2025,1,20729.71,A013315,FALSE,FALSE,61,TRUE,FALSE,FALSE
P030074,2025,1,48413.69,A013315,FALSE,FALSE,25,TRUE,FALSE,FALSE
P030075,2025,1,19520.51,A000146,FALSE,FALSE,57,TRUE,FALSE,FALSE
P030077,2025,1,12592.4,A002328,FALSE,FALSE,53,TRUE,FALSE,FALSE
P030078,2025,1,9864.42,A002328,FALSE,FALSE,22,TRUE,FALSE,FALSE
P030079,2025,1,NA,A002328,FALSE,FALSE,65,TRUE,FALSE,FALSE
P030084,2025,1,19747.19,A005968,FALSE,FALSE,60,TRUE,FALSE,FALSE
P030086,2025,1,34867.67,A005218,FALSE,FALSE,63,TRUE,FALSE,FALSE
P030088,2025,1,34350.69,A014557,FALSE,FALSE,70,TRUE,FALSE,FALSE
P030090,2025,1,22408.13,A003455,FALSE,FALSE,71,TRUE,FALSE,FALSE
P030092,2025,1,46578.83,A000386,FALSE,FALSE,47,TRUE,FALSE,FALSE
P030094,2025,1,20919.68,A008466,FALSE,FALSE,65,TRUE,FALSE,FALSE
P030095,2025,1,26210.29,A010026,FALSE,FALSE,78,TRUE,FALSE,FALSE
P030098,2025,1,71572.01,A007887,FALSE,FALSE,37,TRUE,FALSE,FALSE
P030099,2025,1,28502.03,A007887,FALSE,FALSE,69,TRUE,FALSE,FALSE
P030101,2025,1,9657.81,A007887,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030104,2025,1,19660.35,A013352,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030105,2025,1,39358.52,A013352,FALSE,FALSE,54,TRUE,FALSE,FALSE
P030109,2025,1,46788.32,A012451,FALSE,FALSE,47,TRUE,FALSE,FALSE
P030110,2025,1,72634.06,A001047,FALSE,FALSE,53,TRUE,FALSE,FALSE
P030116,2025,1,60112.34,A012949,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030117,2025,1,20865.85,A010516,FALSE,FALSE,36,TRUE,FALSE,FALSE
P030119,2025,1,74547.99,A012262,FALSE,FALSE,42,TRUE,FALSE,FALSE
P030123,2025,1,31193.79,A008978,FALSE,FALSE,30,TRUE,FALSE,FALSE
P030128,2025,1,20983.69,A001943,FALSE,FALSE,44,TRUE,FALSE,FALSE
P030129,2025,1,34117.56,A009734,FALSE,FALSE,58,TRUE,FALSE,FALSE
P030133,2025,1,17556.57,A004604,FALSE,FALSE,51,TRUE,FALSE,FALSE
P030136,2025,1,20063,A006636,FALSE,FALSE,62,TRUE,FALSE,FALSE
P030142,2025,1,18143.88,A004397,FALSE,FALSE,53,TRUE,FALSE,FALSE
P030145,2025,1,24560.87,A001480,FALSE,FALSE,62,TRUE,FALSE,FALSE
P030147,2025,1,23732.41,A012306,FALSE,FALSE,30,TRUE,FALSE,FALSE
P030148,2025,1,42444.62,A012306,FALSE,FALSE,42,TRUE,FALSE,FALSE
P030149,2025,1,77406.4,A007515,FALSE,FALSE,41,TRUE,FALSE,FALSE
P030152,2025,1,35872.83,A010309,FALSE,FALSE,46,TRUE,FALSE,FALSE
P030153,2025,1,17388.56,A010241,FALSE,FALSE,48,TRUE,FALSE,FALSE
P030155,2025,1,68705.18,A001510,FALSE,FALSE,39,TRUE,FALSE,FALSE
P030157,2025,1,24168.39,A006150,FALSE,FALSE,39,TRUE,FALSE,FALSE
P030159,2025,1,48804.86,A010923,FALSE,FALSE,61,TRUE,FALSE,FALSE
P030160,2025,1,20259.15,A014656,FALSE,FALSE,33,TRUE,FALSE,FALSE
P030163,2025,1,92641.33,A001687,FALSE,FALSE,55,TRUE,FALSE,FALSE
P030164,2025,1,98188.62,A014204,FALSE,FALSE,26,TRUE,FALSE,FALSE
P030165,2025,1,25762.86,A010335,FALSE,FALSE,77,TRUE,FALSE,FALSE
P030167,2025,1,10118.24,A003677,FALSE,FALSE,88,TRUE,FALSE,FALSE
P030168,2025,1,9917.85,A003677,FALSE,FALSE,83,TRUE,FALSE,FALSE
P030172,2025,1,13987.71,A007996,FALSE,FALSE,38,TRUE,FALSE,FALSE
P030174,2025,1,11139.46,A009948,FALSE,FALSE,31,TRUE,FALSE,FALSE
P030176,2025,1,91786.06,A009948,FALSE,FALSE,41,TRUE,FALSE,FALSE
P030179,2025,1,37092.09,A008104,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030183,2025,1,47469.64,A000683,FALSE,FALSE,33,TRUE,FALSE,FALSE
P030184,2025,1,18336.11,A000683,FALSE,FALSE,21,TRUE,FALSE,FALSE
P030185,2025,1,32723.75,A017665,FALSE,FALSE,25,TRUE,FALSE,FALSE
P030186,2025,1,62075.81,A000575,FALSE,FALSE,37,TRUE,FALSE,FALSE
P030188,2025,1,32282.76,A003322,FALSE,FALSE,29,TRUE,FALSE,FALSE
P030197,2025,1,13968.66,A013802,FALSE,FALSE,38,TRUE,FALSE,FALSE
P030200,2025,1,25073.6,A001628,FALSE,FALSE,39,TRUE,FALSE,FALSE
P030201,2025,1,NA,A002446,FALSE,FALSE,31,TRUE,FALSE,FALSE
P030202,2025,1,36820.82,A002446,FALSE,FALSE,56,TRUE,FALSE,FALSE
P030205,2025,1,14406.84,NA,FALSE,FALSE,49,TRUE,FALSE,FALSE
P030207,2025,1,118098.37,NA,FALSE,FALSE,29,TRUE,FALSE,FALSE
P030208,2025,1,14531.87,A016693,FALSE,FALSE,32,TRUE,FALSE,FALSE
P030210,2025,1,8512.3,A016693,FALSE,FALSE,72,TRUE,FALSE,FALSE
P030212,2025,1,55265.35,A004840,FALSE,FALSE,52,TRUE,FALSE,FALSE
P030213,2025,1,12458.83,A004840,FALSE,FALSE,73,TRUE,FALSE,FALSE
P030214,2025,1,18627.17,NA,FALSE,FALSE,73,TRUE,FALSE,FALSE
P030215,2025,1,25318.11,A017354,FALSE,FALSE,53,TRUE,FALSE,FALSE
P030217,2025,1,9683.1,A004658,FALSE,FALSE,18,TRUE,FALSE,FALSE
P030221,2025,1,34150.98,A005399,FALSE,FALSE,32,TRUE,FALSE,FALSE
P030224,2025,1,20144.32,A006093,FALSE,FALSE,48,TRUE,FALSE,FALSE
P030225,2025,1,35827.33,A010042,FALSE,FALSE,61,TRUE,FALSE,FALSE
P030228,2025,1,23530.58,A010987,FALSE,FALSE,38,TRUE,FALSE,FALSE
P030232,2025,1,12987.31,A009226,FALSE,FALSE,52,TRUE,FALSE,FALSE
P030236,2025,1,10687.62,NA,FALSE,FALSE,22,TRUE,FALSE,FALSE
P030240,2025,1,10996.48,A009472,FALSE,FALSE,30,TRUE,FALSE,FALSE
P030241,2025,1,31964.63,A009080,FALSE,FALSE,51,TRUE,FALSE,FALSE
P030242,2025,1,49021.29,A009080,FALSE,FALSE,30,TRUE,FALSE,FALSE
P030244,2025,1,12639.71,A003267,FALSE,FALSE,30,TRUE,FALSE,FALSE
P030245,2025,1,28552.92,A003267,FALSE,FALSE,55,TRUE,FALSE,FALSE
P030247,2025,1,21648.91,A003267,FALSE,FALSE,50,TRUE,FALSE,FALSE
P030251,2025,1,57350.92,A000348,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030256,2025,1,9516.33,A013740,FALSE,FALSE,43,TRUE,FALSE,FALSE
P030259,2025,1,NA,A009091,FALSE,TRUE,22,TRUE,FALSE,FALSE
P030260,2025,1,53050.61,A009091,FALSE,FALSE,26,TRUE,FALSE,FALSE
P030261,2025,1,57454.21,A009091,FALSE,FALSE,36,TRUE,FALSE,FALSE
P030263,2025,1,19025.08,A016372,FALSE,FALSE,77,TRUE,FALSE,FALSE
P030264,2025,1,23006.49,A016372,FALSE,FALSE,39,TRUE,FALSE,FALSE
P030265,2025,1,8880.78,NA,FALSE,FALSE,79,TRUE,FALSE,FALSE
P030269,2025,1,44810.68,A004441,FALSE,FALSE,31,TRUE,FALSE,FALSE
P030270,2025,1,5531.79,A013541,FALSE,FALSE,18,TRUE,FALSE,FALSE
P030273,2025,1,12182.94,A010532,FALSE,FALSE,43,TRUE,FALSE,FALSE
P030275,2025,1,4899.13,A010532,FALSE,FALSE,23,TRUE,FALSE,FALSE
P030277,2025,1,23644.29,A017464,FALSE,FALSE,36,TRUE,FALSE,FALSE
P030279,2025,1,18126.3,A008213,FALSE,FALSE,44,TRUE,FALSE,FALSE
P030285,2025,1,33167.84,A003575,FALSE,FALSE,64,TRUE,FALSE,FALSE
P030288,2025,1,12412.04,A003575,FALSE,FALSE,61,TRUE,FALSE,FALSE
P030290,2025,1,14701.9,A011755,FALSE,FALSE,78,TRUE,FALSE,FALSE
P030292,2025,1,38593.06,A016165,FALSE,FALSE,52,TRUE,FALSE,FALSE
P030296,2025,1,53364.4,A016408,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030298,2025,1,9056.97,A016408,FALSE,FALSE,19,TRUE,FALSE,FALSE
P030299,2025,1,40029.93,A016408,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030300,2025,1,9485.07,A012853,FALSE,FALSE,23,TRUE,FALSE,FALSE
P030302,2025,1,9339.19,A006257,FALSE,FALSE,71,TRUE,FALSE,FALSE
P030303,2025,1,12975.82,A006257,FALSE,FALSE,64,TRUE,FALSE,FALSE
P030304,2025,1,38015.18,A010557,FALSE,FALSE,32,TRUE,FALSE,FALSE
P030305,2025,1,14629.18,A010557,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030306,2025,1,44612.78,A010557,FALSE,FALSE,26,TRUE,FALSE,FALSE
P030311,2025,1,14836.79,A012085,FALSE,FALSE,56,TRUE,FALSE,FALSE
P030312,2025,1,22610.26,A012085,FALSE,FALSE,43,TRUE,FALSE,FALSE
P030313,2025,1,12083.05,A004839,FALSE,FALSE,44,TRUE,FALSE,FALSE
P030314,2025,1,35236.8,A004839,FALSE,FALSE,64,TRUE,FALSE,FALSE
P030315,2025,1,30021.66,A004839,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030319,2025,1,53869.36,A004263,FALSE,FALSE,53,TRUE,FALSE,FALSE
P030321,2025,1,31273.61,A004263,FALSE,FALSE,47,TRUE,FALSE,FALSE
P030322,2025,1,14783.95,A004263,FALSE,FALSE,70,TRUE,FALSE,FALSE
P030323,2025,1,8736.29,A004263,FALSE,FALSE,65,TRUE,FALSE,FALSE
P030329,2025,1,46163.89,A011522,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P030330,2025,1,39184.83,A011522,FALSE,FALSE,57,TRUE,FALSE,FALSE
P030333,2025,1,13672.21,A002973,FALSE,FALSE,51,TRUE,FALSE,FALSE
P030336,2025,1,53884.66,A011079,FALSE,FALSE,48,TRUE,FALSE,FALSE
P030337,2025,1,30066.16,A011079,FALSE,FALSE,45,TRUE,FALSE,FALSE
P030338,2025,1,32704.73,A007764,FALSE,FALSE,54,TRUE,FALSE,FALSE
P030339,2025,1,41779.15,A007764,FALSE,FALSE,41,TRUE,FALSE,FALSE
P030341,2025,1,26548.2,A007764,FALSE,FALSE,56,TRUE,FALSE,FALSE
P030344,2025,1,22541.1,A006191,FALSE,FALSE,46,TRUE,FALSE,FALSE
P030347,2025,1,26991.99,A001304,FALSE,FALSE,39,TRUE,FALSE,FALSE
P030349,2025,1,41552.98,A001304,FALSE,FALSE,44,TRUE,FALSE,FALSE
P030351,2025,1,9446.68,A008368,FALSE,FALSE,66,TRUE,FALSE,FALSE
P030352,2025,1,63009.26,A008368,FALSE,FALSE,58,TRUE,FALSE,FALSE
P030356,2025,1,30488.69,A003657,FALSE,FALSE,36,TRUE,FALSE,FALSE
P030358,2025,1,102332.51,A003657,FALSE,FALSE,46,TRUE,FALSE,FALSE
P030364,2025,1,17877.61,A002759,FALSE,FALSE,78,TRUE,FALSE,FALSE
P030366,2025,1,9635.72,A010729,FALSE,FALSE,69,TRUE,FALSE,FALSE
P030368,2025,1,30861.26,A010729,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030370,2025,1,17875.27,A011831,FALSE,FALSE,38,TRUE,FALSE,FALSE
P030372,2025,1,28099.73,A011831,FALSE,FALSE,51,TRUE,FALSE,FALSE
P030373,2025,1,26468.04,A003452,FALSE,FALSE,25,TRUE,FALSE,FALSE
P030374,2025,1,65252.56,A003452,FALSE,FALSE,34,TRUE,FALSE,FALSE
P030377,2025,1,23339.26,A016043,FALSE,FALSE,64,TRUE,FALSE,FALSE
P030382,2025,1,35785.35,A010221,FALSE,FALSE,55,TRUE,FALSE,FALSE
P030387,2025,1,20279.12,A001964,FALSE,FALSE,74,TRUE,FALSE,FALSE
P030391,2025,1,16915.19,A010990,FALSE,FALSE,64,TRUE,FALSE,FALSE
P030394,2025,1,18651.64,A014551,FALSE,FALSE,32,TRUE,FALSE,FALSE
P030398,2025,1,41469.58,A008525,FALSE,FALSE,55,TRUE,FALSE,FALSE
P030406,2025,1,23400.93,A004053,FALSE,FALSE,47,TRUE,FALSE,FALSE
P030408,2025,1,59723.1,A011519,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030412,2025,1,11915.1,A002270,FALSE,FALSE,50,TRUE,FALSE,FALSE
P030414,2025,1,15475.14,A013173,FALSE,FALSE,69,TRUE,FALSE,FALSE
P030415,2025,1,68441.65,A013173,FALSE,FALSE,53,TRUE,FALSE,FALSE
P030424,2025,1,58513.63,A014753,FALSE,FALSE,33,TRUE,FALSE,FALSE
P030425,2025,1,73706.81,A014753,FALSE,FALSE,59,TRUE,FALSE,FALSE
P030428,2025,1,NA,A009820,FALSE,FALSE,57,TRUE,FALSE,FALSE
P030429,2025,1,111852.42,A016663,FALSE,FALSE,58,TRUE,FALSE,FALSE
P030430,2025,1,18534.91,A015494,FALSE,FALSE,48,TRUE,FALSE,FALSE
P030431,2025,1,83583.59,A005075,FALSE,FALSE,57,TRUE,FALSE,FALSE
P030433,2025,1,6899.94,A005075,FALSE,FALSE,23,TRUE,FALSE,FALSE
P030436,2025,1,28707.19,A000983,FALSE,FALSE,42,TRUE,FALSE,FALSE
P030440,2025,1,68727.4,A000983,FALSE,FALSE,55,TRUE,FALSE,FALSE
P030441,2025,1,33953.78,A016699,FALSE,FALSE,26,TRUE,FALSE,FALSE
P030442,2025,1,15636.45,A001765,FALSE,FALSE,76,TRUE,FALSE,FALSE
P030443,2025,0,0,A013215,FALSE,FALSE,8,TRUE,FALSE,FALSE
P030444,2025,1,31384.81,A006128,FALSE,FALSE,42,TRUE,FALSE,FALSE
P030445,2025,0,0,A006128,FALSE,FALSE,73,TRUE,FALSE,FALSE
P030446,2025,1,26463.52,A006128,FALSE,FALSE,37,TRUE,FALSE,FALSE
P030456,2025,1,108710.32,A017180,FALSE,FALSE,52,TRUE,FALSE,FALSE
P030458,2025,1,50627.15,A017180,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030462,2025,1,73445.87,A005708,FALSE,FALSE,49,TRUE,FALSE,FALSE
P030463,2025,1,49651.77,A008286,FALSE,FALSE,25,TRUE,FALSE,FALSE
P030468,2025,1,15832.23,A016880,FALSE,FALSE,91,TRUE,FALSE,FALSE
P030469,2025,1,16872.04,A002391,FALSE,FALSE,46,TRUE,FALSE,FALSE
P030470,2025,1,17752.28,A000551,FALSE,FALSE,41,TRUE,FALSE,FALSE
P030472,2025,1,50641.31,A000551,FALSE,FALSE,33,TRUE,FALSE,FALSE
P030475,2025,1,54786.23,A003249,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030476,2025,1,26950.27,A009695,FALSE,FALSE,62,TRUE,FALSE,FALSE
P030483,2025,1,42015.99,A008423,FALSE,FALSE,41,TRUE,FALSE,FALSE
P030484,2025,0,0,A005989,FALSE,FALSE,93,TRUE,FALSE,FALSE
P030487,2025,1,23758.44,A016797,FALSE,FALSE,59,TRUE,FALSE,FALSE
P030488,2025,1,54859.68,A013055,FALSE,FALSE,36,TRUE,FALSE,FALSE
P030489,2025,0,-0,A011716,FALSE,FALSE,14,TRUE,FALSE,FALSE
P030490,2025,1,76373.22,A009703,FALSE,FALSE,56,TRUE,FALSE,FALSE
P030491,2025,1,20100.49,A010484,FALSE,FALSE,67,TRUE,FALSE,FALSE
P030493,2025,1,38865.53,A010484,FALSE,FALSE,47,TRUE,FALSE,FALSE
P030494,2025,1,4328.46,A010484,FALSE,FALSE,20,TRUE,FALSE,FALSE
P030495,2025,1,74408.17,A010484,FALSE,FALSE,34,TRUE,FALSE,FALSE
P030496,2025,1,8303.57,A005957,FALSE,FALSE,82,TRUE,FALSE,FALSE
P030499,2025,1,33455.21,A007404,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030503,2025,1,22977.64,A002232,FALSE,FALSE,38,TRUE,FALSE,FALSE
P030505,2025,1,45203.75,A008735,FALSE,FALSE,56,TRUE,FALSE,FALSE
P030506,2025,1,18826.57,A008735,FALSE,FALSE,46,TRUE,FALSE,FALSE
P030507,2025,1,39953.77,A005621,FALSE,FALSE,39,TRUE,FALSE,FALSE
P030511,2025,1,37856.59,A005621,FALSE,FALSE,37,TRUE,FALSE,FALSE
P030514,2025,1,67717.83,A002790,FALSE,FALSE,51,TRUE,FALSE,FALSE
P030517,2025,1,25967.9,A002790,FALSE,FALSE,43,TRUE,FALSE,FALSE
P030518,2025,1,16791.95,A002790,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030519,2025,1,69141.3,A011791,FALSE,FALSE,32,TRUE,FALSE,FALSE
P030520,2025,1,62771.66,A011791,FALSE,FALSE,38,TRUE,FALSE,FALSE
P030521,2025,1,49205.07,A009153,FALSE,FALSE,51,TRUE,FALSE,FALSE
P030522,2025,1,30528.98,A009451,FALSE,FALSE,33,TRUE,FALSE,FALSE
P030526,2025,1,49028.98,A008241,FALSE,FALSE,52,TRUE,FALSE,FALSE
P030527,2025,1,20457.36,A016971,FALSE,FALSE,60,TRUE,FALSE,FALSE
P030530,2025,1,14775.87,A003661,FALSE,FALSE,29,TRUE,FALSE,FALSE
P030538,2025,1,42954.53,A000194,FALSE,FALSE,43,TRUE,FALSE,FALSE
P030539,2025,1,30212.7,A017768,FALSE,FALSE,35,TRUE,FALSE,FALSE
P030542,2025,1,82465.56,A014494,FALSE,FALSE,54,TRUE,FALSE,FALSE
P030547,2025,1,28943.25,A004649,FALSE,FALSE,38,TRUE,FALSE,FALSE
P030548,2025,1,11602.43,A004649,FALSE,FALSE,62,TRUE,FALSE,FALSE
P030551,2025,1,16380.25,A001154,FALSE,FALSE,25,TRUE,FALSE,FALSE
P030552,2025,1,26548.99,A013381,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030555,2025,1,11166.59,A013381,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P030556,2025,1,12284.49,A013381,FALSE,FALSE,46,TRUE,FALSE,FALSE
P030561,2025,1,13319.72,A010979,FALSE,FALSE,61,TRUE,FALSE,FALSE
P030562,2025,1,26214.03,A011403,FALSE,FALSE,48,TRUE,FALSE,FALSE
P030564,2025,1,18295.37,A011127,FALSE,FALSE,59,TRUE,FALSE,FALSE
P030565,2025,1,NA,A006048,FALSE,FALSE,47,TRUE,FALSE,FALSE
P030567,2025,1,18802.57,A012877,FALSE,FALSE,45,TRUE,FALSE,FALSE
P030568,2025,1,44164.15,A012877,FALSE,FALSE,41,TRUE,FALSE,FALSE
P030569,2025,1,40045.5,A009495,FALSE,FALSE,57,TRUE,FALSE,FALSE
P030570,2025,1,49058.87,A009495,FALSE,FALSE,54,TRUE,FALSE,FALSE
P030571,2025,1,30897.01,A007268,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030574,2025,1,14577.6,A003628,FALSE,FALSE,43,TRUE,FALSE,FALSE
P030576,2025,1,43755.38,A013781,FALSE,FALSE,31,TRUE,FALSE,FALSE
P030579,2025,1,16897.17,A006946,FALSE,FALSE,25,TRUE,FALSE,FALSE
P030583,2025,1,NA,A015004,FALSE,TRUE,45,TRUE,FALSE,FALSE
P030588,2025,1,33418.79,A008113,FALSE,FALSE,29,TRUE,FALSE,FALSE
P030590,2025,1,34975.77,A011365,FALSE,FALSE,59,TRUE,FALSE,FALSE
P030592,2025,1,9400.16,A010029,FALSE,FALSE,49,TRUE,FALSE,FALSE
P030594,2025,1,28702.39,A010029,FALSE,FALSE,33,TRUE,FALSE,FALSE
P030596,2025,1,44054.4,NA,FALSE,FALSE,54,TRUE,FALSE,FALSE
P030598,2025,1,40047.49,A000438,FALSE,FALSE,35,TRUE,FALSE,FALSE
P030600,2025,1,25412.06,A017038,FALSE,FALSE,64,TRUE,FALSE,FALSE
P030604,2025,1,58765.26,A017313,FALSE,FALSE,35,TRUE,FALSE,FALSE
P030607,2025,1,30392.68,A001264,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030611,2025,1,64996.09,A003860,FALSE,FALSE,34,TRUE,FALSE,FALSE
P030613,2025,1,61761.84,A003860,FALSE,FALSE,25,TRUE,FALSE,FALSE
P030618,2025,1,64827.25,A000621,FALSE,FALSE,54,TRUE,FALSE,FALSE
P030620,2025,1,22061.29,A000621,FALSE,FALSE,34,TRUE,FALSE,FALSE
P030622,2025,1,54643.17,A006709,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030624,2025,1,49497.04,A015378,FALSE,FALSE,33,TRUE,FALSE,FALSE
P030625,2025,1,15570.63,A015378,FALSE,FALSE,76,TRUE,FALSE,FALSE
P030629,2025,1,25403.26,A001549,FALSE,FALSE,58,TRUE,FALSE,FALSE
P030630,2025,0,0,A001549,FALSE,FALSE,NA,FALSE,TRUE,FALSE
P030631,2025,1,16020.06,A010236,FALSE,FALSE,43,TRUE,FALSE,FALSE
P030632,2025,1,30334.01,A002498,FALSE,FALSE,39,TRUE,FALSE,FALSE
P030635,2025,1,44726.69,A014331,FALSE,FALSE,64,TRUE,FALSE,FALSE
P030637,2025,1,10326.84,A014331,FALSE,FALSE,69,TRUE,FALSE,FALSE
P030638,2025,1,12953.51,A014331,FALSE,FALSE,68,TRUE,FALSE,FALSE
P030641,2025,1,52663.22,A014096,FALSE,FALSE,64,TRUE,FALSE,FALSE
P030645,2025,1,41144,A003325,FALSE,FALSE,37,TRUE,FALSE,FALSE
P030649,2025,1,36569.62,A004889,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030650,2025,1,16207.7,A004889,FALSE,FALSE,27,TRUE,FALSE,FALSE
P030652,2025,1,44606.18,A014542,FALSE,FALSE,47,TRUE,FALSE,FALSE
P030655,2025,1,102367.11,A014542,FALSE,FALSE,56,TRUE,FALSE,FALSE
P030658,2025,1,5808.39,A010845,FALSE,FALSE,20,TRUE,FALSE,FALSE
P030660,2025,1,12680.32,A012870,FALSE,FALSE,21,TRUE,FALSE,FALSE
P030661,2025,1,29397.31,A014825,FALSE,FALSE,48,TRUE,FALSE,FALSE
P030664,2025,1,12970.8,A014825,FALSE,FALSE,43,TRUE,FALSE,FALSE
P030667,2025,1,42781.96,A006251,FALSE,FALSE,53,TRUE,FALSE,FALSE
P030671,2025,1,29565.81,A001777,FALSE,FALSE,40,TRUE,FALSE,FALSE
P030672,2025,1,49065.45,A001777,FALSE,FALSE,25,TRUE,FALSE,FALSE
P030673,2025,1,17559.16,A009699,FALSE,FALSE,79,TRUE,FALSE,FALSE
P030677,2025,1,16612.76,A013414,FALSE,FALSE,70,TRUE,FALSE,FALSE
P030679,2025,1,15701.35,A012189,FALSE,FALSE,57,TRUE,FALSE,FALSE
P030685,2025,1,24855.89,A011001,FALSE,FALSE,37,TRUE,FALSE,FALSE
P030687,2025,1,43421.3,A000537,FALSE,FALSE,36,TRUE,FALSE,FALSE
P030688,2025,1,30625.64,A000537,FALSE,FALSE,41,TRUE,FALSE,FALSE
P030689,2025,1,13432.78,A000537,FALSE,FALSE,26,TRUE,FALSE,FALSE
