analysis_address_id,analysis_region_code,analysis_municipality_code,observed_persons,registered_persons,auxiliary_only_persons,persons_with_positive_activity,persons_with_multiple_positive_signals,persons_with_address_conflict,clarification_cases
A003221,R06,R06-M04,5,5,0,5,1,1,1
A003455,R06,R06-M04,3,2,1,1,0,0,1
A003489,R06,R06-M04,6,6,0,4,2,0,0
A003507,R06,R06-M04,6,6,0,4,3,0,0
A003659,R06,R06-M04,4,4,0,4,2,1,1
A003671,R06,R06-M04,2,2,0,0,0,0,0
A003679,R06,R06-M04,5,5,0,3,1,0,0
A003735,R06,R06-M04,10,10,0,5,2,0,0
A003737,R06,R06-M04,3,3,0,1,1,0,0
A003816,R06,R06-M04,4,3,1,3,1,0,1
A003830,R06,R06-M04,2,2,0,2,0,0,0
A003905,R06,R06-M04,5,5,0,4,2,0,0
A004039,R06,R06-M04,1,1,0,0,0,0,0
A004045,R06,R06-M04,4,4,0,4,4,0,0
A004156,R06,R06-M04,5,5,0,5,2,0,0
A004163,R06,R06-M04,5,5,0,3,0,0,0
A004311,R06,R06-M04,3,3,0,3,0,0,1
A004315,R06,R06-M04,2,2,0,1,0,0,0
A004337,R06,R06-M04,7,7,0,6,4,0,0
A004472,R06,R06-M04,12,12,0,9,5,0,0
A004478,R06,R06-M04,2,2,0,2,1,0,0
A004587,R06,R06-M04,11,11,0,10,6,0,1
A004639,R06,R06-M04,12,12,0,8,6,0,0
A004824,R06,R06-M04,1,1,0,0,0,0,0
A004945,R06,R06-M04,11,11,0,5,0,0,0
A004959,R06,R06-M04,1,1,0,0,0,0,0
A005106,R06,R06-M04,4,4,0,4,3,0,0
A005220,R06,R06-M04,3,3,0,3,2,0,0
A005245,R06,R06-M04,5,5,0,3,0,0,0
A005246,R06,R06-M04,2,2,0,1,0,0,0
A005253,R06,R06-M04,11,11,0,7,3,1,1
A005265,R06,R06-M04,5,5,0,3,0,0,0
A005346,R06,R06-M04,2,2,0,2,0,0,1
A005386,R06,R06-M04,3,3,0,3,1,0,0
A005555,R06,R06-M04,2,2,0,1,0,0,0
A005626,R06,R06-M04,8,8,0,5,2,0,0
A005708,R06,R06-M04,13,13,0,9,3,0,0
A005938,R06,R06-M04,2,2,0,2,0,0,0
A005966,R06,R06-M04,3,3,0,3,2,0,0
A006193,R06,R06-M04,4,4,0,2,1,0,0
A006221,R06,R06-M04,1,1,0,1,0,0,0
A006286,R06,R06-M04,5,5,0,3,3,0,0
A006470,R06,R06-M04,1,1,0,0,0,0,0
A006525,R06,R06-M04,2,2,0,1,0,0,1
A006677,R06,R06-M04,4,4,0,3,1,0,0
A006808,R06,R06-M04,1,1,0,1,1,0,0
A006931,R06,R06-M04,12,12,0,9,2,0,0
A006973,R06,R06-M04,2,2,0,1,1,0,0
A006993,R06,R06-M04,2,2,0,2,0,0,0
A007078,R06,R06-M04,6,6,0,5,2,0,0
A007302,R06,R06-M04,3,3,0,1,1,0,0
A007366,R06,R06-M04,2,2,0,2,1,0,0
A007409,R06,R06-M04,5,5,0,5,1,0,1
A007509,R06,R06-M04,5,4,1,3,2,0,1
A007623,R06,R06-M04,3,3,0,2,2,1,1
A007711,R06,R06-M04,5,5,0,3,1,0,0
A007732,R06,R06-M04,1,1,0,1,0,0,0
A007935,R06,R06-M04,2,2,0,0,0,0,0
A008184,R06,R06-M04,2,2,0,1,0,0,0
A008243,R06,R06-M04,3,3,0,3,2,0,0
A008475,R06,R06-M04,2,2,0,2,1,0,0
A008580,R06,R06-M04,7,7,0,6,3,0,0
A008789,R06,R06-M04,4,4,0,1,0,0,0
A008974,R06,R06-M04,3,3,0,2,0,0,0
A008975,R06,R06-M04,3,3,0,1,1,0,0
A009062,R06,R06-M04,3,3,0,2,2,0,0
A009093,R06,R06-M04,1,1,0,1,0,0,0
A009350,R06,R06-M04,10,10,0,8,2,0,0
A009386,R06,R06-M04,9,9,0,6,3,0,0
A009473,R06,R06-M04,5,5,0,3,1,0,0
A009544,R06,R06-M04,4,4,0,4,1,0,0
A009613,R06,R06-M04,9,9,0,7,4,0,0
A009617,R06,R06-M04,1,1,0,1,1,0,0
A009842,R06,R06-M04,1,1,0,1,0,0,0
A009855,R06,R06-M04,3,3,0,3,0,0,0
A009937,R06,R06-M04,1,1,0,1,1,0,0
A010034,R06,R06-M04,2,2,0,2,2,0,0
A010103,R06,R06-M04,2,2,0,2,2,0,0
A010242,R06,R06-M04,7,6,1,4,2,0,1
A010308,R06,R06-M04,1,1,0,0,0,0,0
A010431,R06,R06-M04,4,4,0,4,3,0,0
A010438,R06,R06-M04,2,2,0,2,1,0,0
A010575,R06,R06-M04,5,5,0,2,0,0,0
A010630,R06,R06-M04,8,6,2,6,1,0,2
A010635,R06,R06-M04,3,3,0,3,3,0,0
A010665,R06,R06-M04,3,3,0,1,0,0,0
A010731,R06,R06-M04,3,3,0,1,1,0,0
A010822,R06,R06-M04,6,6,0,4,1,0,0
A010827,R06,R06-M04,5,5,0,3,3,0,0
A010913,R06,R06-M04,13,13,0,8,2,0,1
A010919,R06,R06-M04,2,2,0,1,1,0,0
A010986,R06,R06-M04,1,1,0,1,1,0,0
A011109,R06,R06-M04,2,2,0,2,1,0,0
A011154,R06,R06-M04,2,2,0,1,0,0,0
A011206,R06,R06-M04,3,3,0,3,3,0,0
A011222,R06,R06-M04,8,8,0,7,1,0,0
A011266,R06,R06-M04,1,1,0,1,1,0,0
A011274,R06,R06-M04,9,9,0,7,4,0,0
A011305,R06,R06-M04,12,11,1,11,4,0,1
A011652,R06,R06-M04,2,2,0,1,0,0,0
A011696,R06,R06-M04,2,2,0,2,1,0,0
A011725,R06,R06-M04,5,5,0,3,1,0,0
A011762,R06,R06-M04,2,2,0,2,1,0,0
A011791,R06,R06-M04,4,4,0,4,2,0,0
A011802,R06,R06-M04,4,4,0,3,0,0,0
A011810,R06,R06-M04,6,6,0,5,1,0,0
A011822,R06,R06-M04,4,4,0,4,0,0,0
A011834,R06,R06-M04,2,2,0,1,0,0,0
A011975,R06,R06-M04,2,1,1,1,0,0,1
A012084,R06,R06-M04,12,12,0,9,3,0,0
A012191,R06,R06-M04,10,10,0,8,4,0,0
A012352,R06,R06-M04,7,6,1,4,2,0,1
A012396,R06,R06-M04,4,4,0,3,1,0,0
A012433,R06,R06-M04,12,12,0,9,5,1,1
A012486,R06,R06-M04,1,1,0,0,0,0,0
A012569,R06,R06-M04,1,1,0,1,1,0,0
A012658,R06,R06-M04,8,8,0,8,3,0,0
A012703,R06,R06-M04,1,0,1,1,0,0,1
A012710,R06,R06-M04,19,19,0,16,5,0,0
A012745,R06,R06-M04,20,19,1,15,7,1,2
A012814,R06,R06-M04,5,5,0,3,2,0,0
A012971,R06,R06-M04,10,10,0,8,5,0,0
A013062,R06,R06-M04,2,2,0,2,1,0,0
A013079,R06,R06-M04,2,2,0,2,1,0,0
A013164,R06,R06-M04,4,4,0,1,0,0,0
A013182,R06,R06-M04,5,4,1,3,0,0,1
A013247,R06,R06-M04,4,4,0,4,1,0,0
A013610,R06,R06-M04,3,3,0,3,1,0,0
A013618,R06,R06-M04,3,3,0,2,0,0,0
A013625,R06,R06-M04,4,4,0,3,2,0,1
A013928,R06,R06-M04,2,2,0,1,0,0,0
A013946,R06,R06-M04,3,3,0,3,1,0,0
A014039,R06,R06-M04,3,3,0,2,0,0,0
A014258,R06,R06-M04,12,11,1,9,4,0,1
A014377,R06,R06-M04,1,1,0,0,0,0,0
A014406,R06,R06-M04,9,8,1,7,1,0,1
A014467,R06,R06-M04,1,1,0,0,0,0,0
A014582,R06,R06-M04,4,4,0,3,2,0,0
A014616,R06,R06-M04,2,2,0,2,2,0,0
A014685,R06,R06-M04,2,2,0,2,1,0,0
A014720,R06,R06-M04,7,7,0,5,1,0,0
A014901,R06,R06-M04,3,2,1,3,0,0,1
A015253,R06,R06-M04,6,6,0,6,3,0,0
A015259,R06,R06-M04,2,2,0,1,0,0,0
A015334,R06,R06-M04,3,3,0,2,0,0,0
A015491,R06,R06-M04,2,2,0,1,1,0,0
A015511,R06,R06-M04,4,4,0,2,1,0,0
A015575,R06,R06-M04,3,3,0,1,0,0,0
A015599,R06,R06-M04,1,1,0,1,0,0,0
A015690,R06,R06-M04,1,1,0,1,1,0,0
A016251,R06,R06-M04,3,3,0,1,1,0,0
A016313,R06,R06-M04,16,16,0,15,7,0,0
A016417,R06,R06-M04,5,5,0,4,0,0,0
A016498,R06,R06-M04,4,4,0,3,2,0,0
A016539,R06,R06-M04,7,7,0,2,1,0,0
A016622,R06,R06-M04,12,12,0,10,4,0,0
A016665,R06,R06-M04,4,4,0,1,0,0,0
A016699,R06,R06-M04,1,1,0,0,0,0,0
A016724,R06,R06-M04,4,4,0,3,1,0,1
A016799,R06,R06-M04,2,2,0,2,2,0,0
A016847,R06,R06-M04,2,2,0,2,0,0,0
A017078,R06,R06-M04,3,3,0,3,2,0,0
A017133,R06,R06-M04,2,2,0,2,1,0,0
A017177,R06,R06-M04,6,6,0,5,1,0,1
A017347,R06,R06-M04,3,3,0,3,2,0,0
A017478,R06,R06-M04,5,5,0,3,1,0,0
A017501,R06,R06-M04,7,7,0,6,2,0,0
A017686,R06,R06-M04,7,7,0,5,3,0,0
A017831,R06,R06-M04,5,5,0,4,2,0,0
A017851,R06,R06-M04,11,11,0,6,5,1,1
A017977,R06,R06-M04,5,5,0,3,2,0,0
A017989,R06,R06-M04,5,5,0,4,1,0,0
A000010,R07,R07-M01,2,2,0,2,1,0,0
A000116,R07,R07-M01,2,2,0,1,1,0,0
A000257,R07,R07-M01,4,4,0,2,1,0,0
A000378,R07,R07-M01,1,1,0,1,1,0,0
A000386,R07,R07-M01,2,2,0,2,1,1,1
A000587,R07,R07-M01,5,4,1,4,3,0,1
A000694,R07,R07-M01,2,2,0,2,2,0,0
A000724,R07,R07-M01,4,4,0,4,0,0,0
A000763,R07,R07-M01,1,1,0,1,0,0,0
A000866,R07,R07-M01,2,1,1,2,1,0,1
A000892,R07,R07-M01,2,2,0,0,0,0,0
A000997,R07,R07-M01,3,3,0,2,1,0,0
A001445,R07,R07-M01,9,9,0,4,3,0,0
A001476,R07,R07-M01,9,8,1,5,3,0,1
A001661,R07,R07-M01,2,1,1,2,1,0,1
A002295,R07,R07-M01,3,3,0,2,0,0,0
A002301,R07,R07-M01,1,1,0,1,0,0,0
A003009,R07,R07-M01,8,8,0,7,3,0,0
A003148,R07,R07-M01,2,2,0,1,1,0,0
A003214,R07,R07-M01,1,1,0,1,0,0,0
A003517,R07,R07-M01,6,6,0,4,2,0,0
A003656,R07,R07-M01,3,3,0,2,1,0,0
A003747,R07,R07-M01,7,7,0,5,2,0,0
A004442,R07,R07-M01,2,2,0,0,0,0,0
A004476,R07,R07-M01,1,1,0,1,0,0,0
A004667,R07,R07-M01,4,4,0,2,1,0,0
A005019,R07,R07-M01,1,1,0,1,0,0,0
A005057,R07,R07-M01,7,7,0,5,4,0,0
A005067,R07,R07-M01,1,1,0,1,1,0,0
A005210,R07,R07-M01,2,2,0,2,1,0,0
A005221,R07,R07-M01,1,1,0,1,1,0,0
A005308,R07,R07-M01,4,4,0,3,1,0,0
A005411,R07,R07-M01,11,11,0,7,2,0,0
A005430,R07,R07-M01,1,1,0,1,0,0,0
A005559,R07,R07-M01,7,7,0,6,3,0,0
A005690,R07,R07-M01,2,2,0,0,0,0,0
A005740,R07,R07-M01,3,3,0,3,3,0,0
A006013,R07,R07-M01,1,1,0,1,1,0,0
A006291,R07,R07-M01,1,1,0,0,0,0,0
A006598,R07,R07-M01,6,6,0,2,0,0,0
A006620,R07,R07-M01,7,7,0,6,3,0,0
A006710,R07,R07-M01,2,2,0,1,0,0,0
A006761,R07,R07-M01,3,3,0,1,0,0,0
A006796,R07,R07-M01,6,6,0,6,2,0,0
A006895,R07,R07-M01,6,6,0,5,1,0,0
A006904,R07,R07-M01,3,3,0,3,0,0,0
A007034,R07,R07-M01,1,1,0,0,0,0,0
A007546,R07,R07-M01,3,3,0,2,2,1,1
A007718,R07,R07-M01,4,4,0,3,2,0,0
A007793,R07,R07-M01,5,5,0,5,2,1,1
A007956,R07,R07-M01,5,5,0,4,4,0,0
A008144,R07,R07-M01,2,2,0,2,1,0,0
A008166,R07,R07-M01,8,8,0,5,1,0,0
A008228,R07,R07-M01,5,3,2,5,1,0,2
A008265,R07,R07-M01,6,6,0,3,0,0,0
A008490,R07,R07-M01,8,8,0,6,2,0,0
A008850,R07,R07-M01,1,1,0,0,0,0,0
A008869,R07,R07-M01,3,3,0,3,1,0,0
A008937,R07,R07-M01,3,3,0,2,1,1,1
A009039,R07,R07-M01,4,4,0,3,2,0,0
A009135,R07,R07-M01,6,6,0,3,1,0,0
A009163,R07,R07-M01,6,6,0,5,2,0,0
A009210,R07,R07-M01,3,3,0,2,0,0,0
A009260,R07,R07-M01,9,9,0,8,4,0,1
A009653,R07,R07-M01,8,8,0,5,4,1,1
A009665,R07,R07-M01,1,1,0,1,0,0,0
A009762,R07,R07-M01,2,2,0,2,0,0,0
A009788,R07,R07-M01,2,2,0,1,0,0,0
A009791,R07,R07-M01,4,4,0,1,0,0,0
A009927,R07,R07-M01,3,3,0,2,1,0,0
A010071,R07,R07-M01,2,2,0,2,0,0,0
A010116,R07,R07-M01,4,4,0,2,0,0,0
A010143,R07,R07-M01,6,6,0,3,0,0,0
A010172,R07,R07-M01,3,3,0,1,0,0,1
A010380,R07,R07-M01,2,2,0,2,2,0,0
A010660,R07,R07-M01,8,8,0,7,3,0,0
A010710,R07,R07-M01,2,2,0,2,1,1,1
A011141,R07,R07-M01,1,1,0,1,0,0,0
A011252,R07,R07-M01,2,2,0,1,1,0,0
A011342,R07,R07-M01,1,1,0,1,0,0,0
A011554,R07,R07-M01,4,4,0,2,0,0,0
A011752,R07,R07-M01,6,6,0,4,3,1,1
A012402,R07,R07-M01,2,2,0,1,1,0,0
A012481,R07,R07-M01,3,3,0,2,0,0,0
A012596,R07,R07-M01,3,3,0,3,1,0,0
A012609,R07,R07-M01,2,2,0,0,0,0,0
A012764,R07,R07-M01,3,3,0,3,1,0,0
A012858,R07,R07-M01,4,3,1,1,1,0,1
A012919,R07,R07-M01,2,2,0,1,1,0,0
A012938,R07,R07-M01,2,2,0,0,0,0,0
A013082,R07,R07-M01,2,2,0,2,1,0,0
A013148,R07,R07-M01,6,6,0,3,0,0,0
A013157,R07,R07-M01,3,3,0,2,2,0,0
A013178,R07,R07-M01,2,2,0,1,1,0,0
A013227,R07,R07-M01,6,6,0,4,0,0,0
A013269,R07,R07-M01,12,11,1,9,4,0,1
A013554,R07,R07-M01,2,2,0,2,1,0,0
A013954,R07,R07-M01,5,5,0,4,0,0,0
A014170,R07,R07-M01,3,3,0,2,0,0,0
A014439,R07,R07-M01,2,2,0,2,1,0,0
A014697,R07,R07-M01,11,10,1,10,3,0,1
A015362,R07,R07-M01,1,1,0,1,0,0,0
A015400,R07,R07-M01,5,5,0,4,2,0,0
A015449,R07,R07-M01,4,4,0,2,1,0,0
A015469,R07,R07-M01,5,5,0,3,2,1,1
A015542,R07,R07-M01,1,1,0,1,1,0,0
A015644,R07,R07-M01,2,2,0,2,1,0,0
A015645,R07,R07-M01,3,3,0,3,3,0,0
A015762,R07,R07-M01,2,2,0,1,0,0,0
A016047,R07,R07-M01,19,18,1,14,5,0,1
A016104,R07,R07-M01,1,1,0,1,0,0,0
A016155,R07,R07-M01,2,2,0,1,0,0,0
A016160,R07,R07-M01,5,5,0,3,3,1,1
A016170,R07,R07-M01,7,7,0,5,3,0,0
A016673,R07,R07-M01,6,6,0,3,1,0,0
A016781,R07,R07-M01,1,1,0,1,1,1,1
A016861,R07,R07-M01,2,2,0,1,0,0,0
A017004,R07,R07-M01,7,7,0,6,2,1,1
A017138,R07,R07-M01,2,2,0,1,0,0,0
A017190,R07,R07-M01,3,3,0,2,0,0,1
A017296,R07,R07-M01,2,2,0,1,0,0,0
A017332,R07,R07-M01,1,1,0,1,0,0,0
A017426,R07,R07-M01,9,9,0,9,4,0,0
A017441,R07,R07-M01,2,2,0,1,1,1,1
A017570,R07,R07-M01,16,16,0,11,1,0,0
A017707,R07,R07-M01,2,2,0,1,0,0,0
A017889,R07,R07-M01,3,3,0,2,0,0,0
A017949,R07,R07-M01,3,2,1,3,0,0,1
A000437,R07,R07-M02,1,1,0,0,0,0,0
A000479,R07,R07-M02,1,1,0,1,0,0,0
A000869,R07,R07-M02,1,1,0,0,0,0,0
A000966,R07,R07-M02,4,4,0,2,1,0,0
A001053,R07,R07-M02,1,1,0,1,0,0,0
A001178,R07,R07-M02,7,7,0,5,1,0,0
A001215,R07,R07-M02,4,4,0,3,1,0,0
A001240,R07,R07-M02,2,2,0,1,0,0,0
A001533,R07,R07-M02,5,5,0,2,1,0,0
A001633,R07,R07-M02,2,2,0,1,0,0,0
A001641,R07,R07-M02,8,8,0,5,0,0,1
A001730,R07,R07-M02,2,2,0,1,0,0,0
A001784,R07,R07-M02,10,10,0,4,2,0,0
A001931,R07,R07-M02,2,2,0,2,0,0,0
A002167,R07,R07-M02,3,3,0,3,2,0,0
A002206,R07,R07-M02,1,1,0,1,0,0,0
A002338,R07,R07-M02,2,2,0,1,0,0,0
A002342,R07,R07-M02,2,2,0,0,0,0,0
A002456,R07,R07-M02,19,19,0,13,7,0,0
A002548,R07,R07-M02,5,5,0,5,1,0,0
A002901,R07,R07-M02,1,1,0,1,1,0,0
A003231,R07,R07-M02,6,6,0,2,1,0,0
A003509,R07,R07-M02,5,5,0,1,0,0,0
A003518,R07,R07-M02,6,6,0,6,0,0,1
A003560,R07,R07-M02,1,1,0,1,0,0,0
A003566,R07,R07-M02,1,1,0,1,1,0,0
A003653,R07,R07-M02,8,8,0,5,2,0,0
A003654,R07,R07-M02,2,2,0,1,0,0,0
A003740,R07,R07-M02,7,7,0,6,2,0,0
A003869,R07,R07-M02,4,4,0,3,2,0,0
A004005,R07,R07-M02,2,2,0,1,0,0,0
A004026,R07,R07-M02,4,4,0,4,0,0,0
A004114,R07,R07-M02,5,5,0,5,1,0,0
A004208,R07,R07-M02,2,2,0,1,0,0,0
A004631,R07,R07-M02,1,1,0,1,0,0,0
A004688,R07,R07-M02,5,5,0,3,2,0,0
A004867,R07,R07-M02,6,6,0,6,3,1,1
A005035,R07,R07-M02,3,3,0,3,3,1,1
A005122,R07,R07-M02,2,2,0,2,1,0,1
A005787,R07,R07-M02,4,4,0,2,1,0,0
A006029,R07,R07-M02,1,1,0,0,0,0,0
A006030,R07,R07-M02,3,3,0,2,0,0,0
A006069,R07,R07-M02,2,2,0,2,1,0,0
A006130,R07,R07-M02,4,4,0,3,1,0,0
A006269,R07,R07-M02,2,1,1,2,0,0,1
A006551,R07,R07-M02,10,10,0,5,2,0,0
A006591,R07,R07-M02,2,2,0,2,0,0,0
A006851,R07,R07-M02,2,2,0,1,0,0,0
A006934,R07,R07-M02,5,5,0,4,4,0,0
A007199,R07,R07-M02,1,1,0,1,0,0,0
A007429,R07,R07-M02,3,3,0,2,0,0,0
A007431,R07,R07-M02,3,3,0,3,1,0,0
A007437,R07,R07-M02,2,2,0,2,0,0,1
A007512,R07,R07-M02,5,5,0,3,1,0,0
A007695,R07,R07-M02,2,2,0,2,1,1,1
A008123,R07,R07-M02,5,5,0,4,2,0,0
A008324,R07,R07-M02,3,3,0,1,0,0,0
A008361,R07,R07-M02,5,5,0,5,1,0,0
A008372,R07,R07-M02,3,3,0,2,1,0,0
A008692,R07,R07-M02,1,1,0,1,1,0,0
A008793,R07,R07-M02,1,1,0,1,1,0,0
A008947,R07,R07-M02,4,4,0,2,1,0,0
A009043,R07,R07-M02,1,1,0,1,0,0,0
A009168,R07,R07-M02,3,3,0,2,1,0,0
A009316,R07,R07-M02,7,7,0,4,0,0,0
A009474,R07,R07-M02,1,1,0,0,0,0,0
A009505,R07,R07-M02,1,1,0,1,0,0,0
A009531,R07,R07-M02,1,1,0,1,0,0,0
A009590,R07,R07-M02,3,3,0,3,2,0,0
A009651,R07,R07-M02,2,2,0,2,0,0,0
A009898,R07,R07-M02,4,4,0,2,1,0,0
A010082,R07,R07-M02,12,12,0,9,3,0,2
A010837,R07,R07-M02,2,2,0,2,1,0,0
A010844,R07,R07-M02,1,1,0,1,0,0,0
A010909,R07,R07-M02,3,3,0,2,0,0,0
A010932,R07,R07-M02,5,5,0,4,1,0,0
A010979,R07,R07-M02,3,3,0,3,0,0,0
A010992,R07,R07-M02,3,3,0,2,1,0,0
A011172,R07,R07-M02,3,3,0,0,0,0,0
A011293,R07,R07-M02,3,3,0,2,0,0,0
A011497,R07,R07-M02,11,11,0,6,3,1,1
A011577,R07,R07-M02,2,2,0,2,1,0,0
A011610,R07,R07-M02,1,1,0,0,0,0,0
A011637,R07,R07-M02,1,1,0,1,1,0,0
A011794,R07,R07-M02,2,2,0,1,0,0,0
A011906,R07,R07-M02,1,1,0,1,1,0,0
A012178,R07,R07-M02,1,1,0,0,0,0,0
A012240,R07,R07-M02,2,2,0,1,1,0,0
A012274,R07,R07-M02,3,3,0,2,2,0,0
A012321,R07,R07-M02,4,4,0,4,2,0,0
A012363,R07,R07-M02,4,4,0,4,1,0,0
A012498,R07,R07-M02,1,1,0,1,1,0,0
A012537,R07,R07-M02,1,1,0,1,0,0,0
A012668,R07,R07-M02,2,2,0,1,0,0,0
A012826,R07,R07-M02,2,1,1,1,0,0,1
A012909,R07,R07-M02,3,3,0,3,1,0,0
A012952,R07,R07-M02,5,5,0,4,1,1,1
A012970,R07,R07-M02,3,3,0,2,1,0,0
A013141,R07,R07-M02,6,6,0,4,0,0,0
A013189,R07,R07-M02,6,6,0,4,2,0,0
A013435,R07,R07-M02,6,6,0,4,1,0,0
A013654,R07,R07-M02,5,5,0,2,0,0,0
A013953,R07,R07-M02,2,2,0,1,0,0,0
A014065,R07,R07-M02,3,3,0,2,0,0,0
A014255,R07,R07-M02,5,5,0,4,1,0,0
A014334,R07,R07-M02,5,5,0,2,0,0,0
A014357,R07,R07-M02,6,6,0,3,1,0,0
A014361,R07,R07-M02,3,3,0,2,0,0,0
A014767,R07,R07-M02,6,6,0,4,0,1,1
A014768,R07,R07-M02,3,3,0,2,1,0,0
A015152,R07,R07-M02,7,7,0,4,1,0,0
A015154,R07,R07-M02,1,1,0,0,0,0,0
A015213,R07,R07-M02,8,8,0,5,3,0,0
A015374,R07,R07-M02,6,6,0,3,0,0,0
A015471,R07,R07-M02,5,5,0,4,2,0,0
A015570,R07,R07-M02,2,2,0,2,0,0,0
A015711,R07,R07-M02,9,9,0,7,2,0,0
A015869,R07,R07-M02,1,1,0,1,0,0,0
A015949,R07,R07-M02,3,3,0,1,0,0,0
A015963,R07,R07-M02,1,1,0,1,0,0,0
A016334,R07,R07-M02,10,10,0,8,4,0,1
A016419,R07,R07-M02,1,1,0,1,0,0,0
A016522,R07,R07-M02,4,4,0,3,2,0,0
A016574,R07,R07-M02,2,2,0,2,1,0,1
A016578,R07,R07-M02,3,3,0,2,1,0,0
A016618,R07,R07-M02,1,1,0,0,0,0,0
A016754,R07,R07-M02,4,4,0,2,1,0,0
A016910,R07,R07-M02,2,2,0,2,1,0,0
A017013,R07,R07-M02,7,7,0,4,2,0,0
A017302,R07,R07-M02,3,3,0,0,0,0,0
A017346,R07,R07-M02,1,1,0,1,0,0,0
A017425,R07,R07-M02,1,1,0,1,0,0,0
A017558,R07,R07-M02,1,1,0,0,0,0,0
A017863,R07,R07-M02,5,4,1,3,1,0,1
A017933,R07,R07-M02,2,2,0,2,1,0,0
A000098,R07,R07-M03,3,3,0,2,2,0,0
A000140,R07,R07-M03,3,3,0,3,1,0,1
A000164,R07,R07-M03,5,5,0,3,0,0,0
A000218,R07,R07-M03,3,3,0,2,1,0,0
A000400,R07,R07-M03,2,2,0,2,2,0,0
A000540,R07,R07-M03,5,5,0,2,1,0,0
A000691,R07,R07-M03,7,7,0,5,1,0,0
A000722,R07,R07-M03,2,2,0,2,1,0,0
A001133,R07,R07-M03,10,10,0,5,3,0,1
A001148,R07,R07-M03,4,4,0,1,0,0,0
A001185,R07,R07-M03,2,2,0,0,0,0,0
A001189,R07,R07-M03,8,8,0,6,1,0,0
A001224,R07,R07-M03,2,2,0,1,0,0,0
A001253,R07,R07-M03,5,5,0,3,1,0,0
A001305,R07,R07-M03,2,2,0,1,0,0,0
A001385,R07,R07-M03,2,2,0,1,0,0,0
A001632,R07,R07-M03,4,4,0,3,1,0,0
A001766,R07,R07-M03,1,1,0,0,0,0,0
A002060,R07,R07-M03,1,1,0,0,0,0,0
A002144,R07,R07-M03,11,11,0,7,3,0,1
A002274,R07,R07-M03,6,6,0,5,1,0,0
A002368,R07,R07-M03,2,2,0,1,1,0,0
A002422,R07,R07-M03,2,2,0,0,0,0,0
A002543,R07,R07-M03,2,2,0,1,0,0,0
A002661,R07,R07-M03,12,12,0,7,3,0,0
A002733,R07,R07-M03,6,6,0,5,1,0,0
A003082,R07,R07-M03,3,3,0,2,0,0,0
A003096,R07,R07-M03,3,3,0,2,0,0,0
A003125,R07,R07-M03,1,1,0,1,1,0,0
A003292,R07,R07-M03,1,1,0,0,0,0,0
A003494,R07,R07-M03,3,3,0,1,0,0,0
A003677,R07,R07-M03,1,1,0,1,1,0,0
A003698,R07,R07-M03,4,4,0,2,1,0,0
A003732,R07,R07-M03,3,3,0,2,1,0,0
A003780,R07,R07-M03,1,1,0,1,0,0,0
A004296,R07,R07-M03,6,6,0,4,1,0,0
A004405,R07,R07-M03,3,3,0,2,1,0,1
A004525,R07,R07-M03,3,3,0,2,0,0,0
A004694,R07,R07-M03,6,6,0,4,0,0,0
A004904,R07,R07-M03,1,1,0,1,0,0,0
A004988,R07,R07-M03,4,4,0,3,1,0,0
A005236,R07,R07-M03,4,4,0,3,0,0,0
A005324,R07,R07-M03,4,4,0,3,2,1,1
A005336,R07,R07-M03,2,2,0,0,0,0,0
A005535,R07,R07-M03,3,3,0,3,0,0,1
A005539,R07,R07-M03,5,5,0,3,1,0,0
A005631,R07,R07-M03,1,1,0,1,0,0,0
A005742,R07,R07-M03,4,4,0,3,0,0,0
A005748,R07,R07-M03,2,2,0,1,1,0,0
A005900,R07,R07-M03,2,2,0,0,0,0,0
A006061,R07,R07-M03,3,3,0,2,0,0,0
A006078,R07,R07-M03,1,1,0,0,0,0,0
A006147,R07,R07-M03,3,3,0,1,1,0,0
A006386,R07,R07-M03,3,3,0,1,0,0,0
A006546,R07,R07-M03,5,5,0,2,2,0,0
A007164,R07,R07-M03,2,2,0,1,0,0,0
A007278,R07,R07-M03,5,4,1,5,1,0,1
A007404,R07,R07-M03,1,1,0,1,0,0,0
A007491,R07,R07-M03,3,3,0,3,0,0,0
A007494,R07,R07-M03,6,6,0,4,3,0,0
A007797,R07,R07-M03,6,6,0,3,3,0,0
A007951,R07,R07-M03,4,4,0,2,1,0,0
A007952,R07,R07-M03,1,1,0,1,0,0,0
A008072,R07,R07-M03,2,2,0,1,0,0,0
A008119,R07,R07-M03,3,2,1,2,2,0,1
A008226,R07,R07-M03,3,3,0,3,3,0,0
A008345,R07,R07-M03,3,3,0,2,0,0,0
A008400,R07,R07-M03,2,2,0,1,1,0,0
A008424,R07,R07-M03,4,4,0,1,0,0,0
A008652,R07,R07-M03,4,4,0,4,3,0,0
A008714,R07,R07-M03,8,7,1,7,3,0,2
A008772,R07,R07-M03,5,5,0,4,2,0,0
A009238,R07,R07-M03,5,5,0,3,3,1,1
A009288,R07,R07-M03,4,4,0,3,2,0,0
A009295,R07,R07-M03,2,2,0,1,1,0,0
A009321,R07,R07-M03,17,17,0,12,4,1,2
A009334,R07,R07-M03,6,6,0,3,0,0,0
A009356,R07,R07-M03,2,2,0,1,1,0,0
A009437,R07,R07-M03,5,5,0,5,2,0,0
A010039,R07,R07-M03,4,3,1,3,1,0,1
